epoch,train_loss,train_accuracy,train_1st degree av block_rocauc,train_1st degree av block_prauc,train_abnormal QRS_rocauc,train_abnormal QRS_prauc,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial fibrillation_rocauc,train_atrial fibrillation_prauc,train_complete right bundle branch block_rocauc,train_complete right bundle branch block_prauc,train_incomplete right bundle branch block_rocauc,train_incomplete right bundle branch block_prauc,train_left anterior fascicular block_rocauc,train_left anterior fascicular block_prauc,train_left atrial enlargement_rocauc,train_left atrial enlargement_prauc,train_left axis deviation_rocauc,train_left axis deviation_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_left ventricular hypertrophy_rocauc,train_left ventricular hypertrophy_prauc,train_myocardial infarction_rocauc,train_myocardial infarction_prauc,train_myocardial ischemia_rocauc,train_myocardial ischemia_prauc,train_nonspecific intraventricular conduction disorder_rocauc,train_nonspecific intraventricular conduction disorder_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_premature atrial contraction_rocauc,train_premature atrial contraction_prauc,train_prolonged pr interval_rocauc,train_prolonged pr interval_prauc,train_qwave abnormal_rocauc,train_qwave abnormal_prauc,train_right axis deviation_rocauc,train_right axis deviation_prauc,train_s t changes_rocauc,train_s t changes_prauc,train_sinus arrhythmia_rocauc,train_sinus arrhythmia_prauc,train_sinus bradycardia_rocauc,train_sinus bradycardia_prauc,train_sinus rhythm_rocauc,train_sinus rhythm_prauc,train_sinus tachycardia_rocauc,train_sinus tachycardia_prauc,train_st depression_rocauc,train_st depression_prauc,train_t wave abnormal_rocauc,train_t wave abnormal_prauc,train_ventricular ectopics_rocauc,train_ventricular ectopics_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_abnormal QRS_rocauc,valid_abnormal QRS_prauc,valid_atrial fibrillation_rocauc,valid_atrial fibrillation_prauc,valid_incomplete right bundle branch block_rocauc,valid_incomplete right bundle branch block_prauc,valid_left anterior fascicular block_rocauc,valid_left anterior fascicular block_prauc,valid_left axis deviation_rocauc,valid_left axis deviation_prauc,valid_left ventricular hypertrophy_rocauc,valid_left ventricular hypertrophy_prauc,valid_myocardial infarction_rocauc,valid_myocardial infarction_prauc,valid_myocardial ischemia_rocauc,valid_myocardial ischemia_prauc,valid_sinus rhythm_rocauc,valid_sinus rhythm_prauc,valid_t wave abnormal_rocauc,valid_t wave abnormal_prauc,valid_ventricular ectopics_rocauc,valid_ventricular ectopics_prauc,valid_mean_rocaucs,valid_mean_praucs
0,5.879797947460454,0.08449736661323563,0.44122877837993324,0.03453258314839861,0.5989319297158381,0.2051696227712882,0.5654010964702233,0.016919158631899595,0.6527351777157193,0.10537435231853338,0.481711636409506,0.06820083857482179,0.4451465242923628,0.042258637044025736,0.7542414707018206,0.16960053843575584,0.7191527834559289,0.04405702850918357,0.42596755767872085,0.2175366883149923,0.8853515637278013,0.1357011352885723,0.8127258733235767,0.2843011872182935,0.6763674302785041,0.37397858263764794,0.770872844554097,0.23364496210900934,0.6186541014987925,0.05814375220364763,0.691085195683163,0.03214071596694625,0.39910517765348147,0.014087920632247786,0.4802039269967603,0.016251162730381363,0.5325639990812439,0.028994185858597084,0.5128899409454571,0.015536790211556838,0.42656453016383855,0.029890629543371097,0.5078498388589112,0.03552474941882478,0.541940107943754,0.03183073661908547,0.7214806623045495,0.9196015830752957,0.3951075932250525,0.030636589482354867,0.686100268782097,0.08167076009272138,0.5595035330533574,0.1296119628368603,0.542015583407276,0.06502038678060959,0.5868481157889542,0.12667471260944158,0.41025641025641024,0.5759362652950853,0.2019189961180921,0.6698140135270138,0.11049888072980774,0.426535532832243,0.04177638976929941,0.7458551578482553,0.17178418234131612,0.42767911616930476,0.21772385477308842,0.8206261758883363,0.2984389836048181,0.6866945071523446,0.4093857223913403,0.7946555146799038,0.2625974888911376,0.7274027140441975,0.923059200903947,0.5344108375334575,0.10909058929820384,0.585264105642257,0.0810226083253145,0.6358976309647636,0.25702699064966955
1,5.304620124267154,0.4382108236012518,0.44832269937046065,0.03324427673311714,0.5464649985798022,0.17238404315701297,0.6258188938908121,0.021644859950976092,0.6226761910509393,0.0889084111965194,0.6423250677171294,0.10467816293286615,0.6051020295129198,0.06657508669567579,0.8292616341565088,0.20919200183140313,0.7511855349616277,0.04160893152603123,0.4476327006802041,0.22066544776220437,0.8677367070040337,0.10574771938377385,0.7366284467734385,0.18010067106892733,0.7800083260761397,0.4645575965645062,0.8304652049685626,0.24994917968209351,0.5909793220015089,0.04455825957880806,0.6802112445469009,0.029855938478362085,0.4740564303787421,0.016931614864309833,0.5698646104922767,0.019166265449981384,0.6064794623602918,0.03626877106458528,0.3911541075540509,0.012466175188954076,0.6899196078424726,0.06444186305951058,0.5032459786505574,0.03381220600750358,0.5908982538012166,0.034266907845401574,0.8110743300668655,0.9548371474152315,0.33485950660775143,0.03014338955294585,0.7155989591013073,0.08712719569263173,0.7148596155793482,0.2048838112782186,0.7057394407187956,0.08242860622229836,0.6337988631275802,0.13372016815495738,0.47115384615384615,0.5393228109618888,0.17367978354880692,0.6238643439685353,0.0891345134112459,0.6002134405592613,0.06751981686481724,0.8352677624679349,0.23002178306493948,0.4320507907510648,0.21675325132354256,0.7485985439806263,0.19512527286000667,0.7833976506857177,0.4811508738996396,0.8290913497208875,0.2625011191690411,0.809948224852071,0.9557414397849863,0.7343965165747344,0.1981309681649839,0.6951512808513236,0.08205652367189256,0.6937547923067314,0.2683468496149002
2,5.101560243294718,0.3107396381955576,0.4601916891657787,0.03295348087112963,0.3718460849880789,0.11614881556875892,0.6921158515356208,0.027351217666129506,0.5105791935128343,0.06596300635128985,0.7021380630988782,0.1280407677210028,0.6390452827153543,0.07597171784415094,0.9052012650868648,0.45517332760587825,0.65950169735598,0.027924037696558247,0.35439104383417935,0.18561087265062792,0.9018585572842999,0.1490483176095845,0.5789396069625905,0.13609829430278106,0.7538627377037448,0.4249569707864813,0.8076582864363695,0.22187135033040015,0.4314187953649127,0.030407600125117906,0.3775080948963291,0.013592022541522399,0.5054061166850682,0.019762210780624706,0.4432015136418689,0.014742116382748215,0.5306293107376365,0.02823637470565867,0.38224721980563925,0.012085419855251484,0.6775179921350192,0.05924756943889858,0.5291698866970844,0.037510939396001516,0.6113787707793844,0.03924330568073479,0.8037576465046745,0.9536229488353476,0.36126003781283417,0.03065012994222464,0.4973287014412282,0.044296976726444406,0.6974589458181267,0.2026283904682998,0.7990382799724274,0.14420315769072048,0.5920240989619558,0.13619782739164327,0.30975274725274726,0.36183100024915865,0.12338455265164584,0.5099499215056875,0.06965310322613615,0.6461432209654606,0.08925078843288949,0.8979262716320525,0.4028624823231789,0.34084698497357163,0.1826809891601411,0.5831127486049507,0.14031169637640556,0.7526212509633938,0.4415075115061703,0.8195606186404748,0.26370815125046626,0.8020861007124744,0.9536022819440676,0.694467671619233,0.17169799392514798,0.7758912039392027,0.1318197209477424,0.6531306358005146,0.2700435701585447
3,5.0132263841979166,0.20723608884817954,0.36694085076061167,0.027222127882810532,0.32305332106572365,0.10536600086505683,0.6379947380983874,0.02582741738735899,0.3270380555422359,0.04826455250165989,0.69517026068998,0.11476885128412784,0.5720954134520311,0.06663973918644803,0.9359363301885083,0.5705011893839894,0.5801962117055515,0.02726535009641262,0.4464092795298449,0.22682201539973396,0.782983498349835,0.0608229396374171,0.6093555445892198,0.20894634047130414,0.6328853303717262,0.3245186330647296,0.7382480527686017,0.23131199244154807,0.4231879569438999,0.030772186151236912,0.35920999103690743,0.012696814953335862,0.4352975486805868,0.01601956469541759,0.3536351717389878,0.011566245631919537,0.4921165285897745,0.02677683147003209,0.3897781539404539,0.013772328011626877,0.6108864153999319,0.06417635409374829,0.5347999126362025,0.041170570484134764,0.5369082732175411,0.030973551415378987,0.7928760687699035,0.9519728047417285,0.347989864714831,0.02803188778876782,0.3779234792536452,0.036058716123737476,0.662168107789734,0.17645949360432814,0.8410366763036511,0.19853087365872013,0.5483748531899373,0.13619464342321147,0.36675824175824173,0.31173081039728523,0.1099268493704065,0.33023422320130824,0.04987336019545045,0.5701950235660598,0.06461118565532202,0.9256724565180131,0.5349376455508591,0.4325306833811039,0.222816656213498,0.6047130565515533,0.19922257504727997,0.6099644979146965,0.31948100744223384,0.7483096470463538,0.24832938018104306,0.7947938050960028,0.9528683460164703,0.6794623249307179,0.17855002314049379,0.810674100148534,0.177788603662357,0.6198436935228753,0.27803687567958313
4,4.839668206846102,0.3148614609571788,0.262252891108656,0.022913293242500445,0.3126066450760361,0.10271859450541308,0.4764894404687517,0.01622641974028017,0.3205177619088685,0.046305758332732594,0.8411774997299367,0.3589179081000432,0.6775046585025076,0.1874866053987982,0.9369180569052077,0.4306411787520733,0.2779310966072408,0.012638778391305118,0.6006158025994511,0.32420836568584444,0.8020157158573,0.07271998019309982,0.6144696436580155,0.23510597406624364,0.5589749534624436,0.2942087288468445,0.7000023710071905,0.18303399246445723,0.37003370553291315,0.027619678050752473,0.3006958799540931,0.011741138197502372,0.3635377216398863,0.013328052164959362,0.3325902845312602,0.011076213195185557,0.36075962903827247,0.01861966951071279,0.4706671792070461,0.018473217616213386,0.6323769787450267,0.06246203001489678,0.5265291484388164,0.03718378268355703,0.5180282796543597,0.026740061866801227,0.8392686388351305,0.9632598117957017,0.30529721175524016,0.025737159692806284,0.38686908089582794,0.03544277231655012,0.4369673681643521,0.08940770990821499,0.8411316062537125,0.1903336951335125,0.5209714536865756,0.14142779888396304,0.34134615384615385,0.30976542044450056,0.10925461583047939,0.3186199352431889,0.047723428441473245,0.6459771048144841,0.1884017392980103,0.9310443375370036,0.46138875242623073,0.5984662100760245,0.3290856862504019,0.5997473641949076,0.1985292282969592,0.5243496750424986,0.2937866065331118,0.7015820422908422,0.19849572008621189,0.8373543352252144,0.9631697387415139,0.44556763368644553,0.08049730691015594,0.8258886605489654,0.1926445682159213,0.6125784290094614,0.27845249009367906
5,4.625567025933027,0.47645217922296007,0.36396304153129067,0.028265281095958092,0.28118915177271037,0.09933237069622416,0.6406184672830131,0.025672042446296534,0.6660853934665609,0.15178031981261786,0.8829456078975249,0.4767848527657591,0.8126938835270825,0.37501639080541554,0.8924037887776172,0.3237420014747146,0.5173864812478228,0.022783717502466362,0.572036679983972,0.39210355299861543,0.9036024935826916,0.15581969515704489,0.7461610448213323,0.3657580253688333,0.7264921085415285,0.5225924375712245,0.8590233520832136,0.46404260394557795,0.44525634985222945,0.03519656063585144,0.5843159109776386,0.034676377652244725,0.5384184477774692,0.03162060261066821,0.44923546020798405,0.015444849261763604,0.522811165862445,0.03200274261498544,0.43547124116448577,0.016356791775064012,0.7664269014748617,0.12675229729564486,0.5628011034635507,0.045491613476652676,0.689885725296062,0.09776954931686237,0.8311497557828772,0.9611455620218272,0.45860036771495755,0.046383614163210636,0.6820669574961978,0.12278387465105228,0.7847717700857962,0.3234248719598149,0.8707762760601905,0.29028346737288374,0.6476514417678929,0.20677874320182496,0.5746336996336996,0.2857639169143631,0.10635568279525619,0.6798165569181435,0.17344783208818698,0.7526364929942784,0.33656555004824273,0.873153813080474,0.3119417448326514,0.5565217568823981,0.3743887226596657,0.7305040116344875,0.34697999375204136,0.6916339158335474,0.5209924414432826,0.8606551856628037,0.48361046625117066,0.832221350078493,0.9618605819404118,0.7824119690075516,0.3224097860956957,0.8638319734673531,0.27559503752195824,0.7190137220430812,0.38310434903896023
6,4.422538164762784,0.45408747423860774,0.43009915407696986,0.03470375092498163,0.2892459542483394,0.10103238280589967,0.6685741250055113,0.03236612108112458,0.7895926997507111,0.23263076468254504,0.9049842457449084,0.6031950677687088,0.8545450922332926,0.3340507208114907,0.942241940891974,0.4551066970560412,0.6239136008325202,0.030347027809219967,0.7102284284121609,0.47678586348480356,0.9202237938079522,0.2009316010953921,0.7133667523811209,0.29624542146711036,0.7663853490612565,0.5493304732596572,0.8406906243028905,0.3406555270991087,0.46726988478177073,0.03478874175323763,0.6444959666083458,0.036214953640904754,0.6263374189741244,0.046895280576600425,0.4578738686466718,0.014881908656789868,0.5613406864819174,0.033801771849402154,0.7082011706002642,0.0411264328466404,0.7831234604017099,0.14494463675636055,0.5879785227246703,0.0513015886820824,0.7164710565487219,0.12337898995564575,0.8417145373186291,0.9643533335340425,0.5820848758158044,0.09376729898124955,0.6057407279655553,0.07244831805605205,0.8246257084531441,0.39055647268445004,0.8889403228053708,0.47884651085767865,0.6944551840324559,0.2301736169695267,0.5322802197802198,0.2830555350847744,0.10600517244672615,0.7972614295133832,0.30387737589663977,0.8239136751515876,0.28465330094833974,0.9251175836594301,0.4201009428262698,0.7012040624201636,0.48910644029960193,0.671888447304186,0.2661762151209565,0.7292229443500029,0.5358361369776256,0.8368776277204635,0.357387641728029,0.8382509660669002,0.9640722015034878,0.814240003882045,0.3611860086450529,0.8882729362931615,0.4002850845908325,0.7553913828587361,0.4080624109985056
7,4.270160392043918,0.4888176475078238,0.3805941890186901,0.03077319738405765,0.26195616277505285,0.09698212909405522,0.6648139406185054,0.027370341751769146,0.7438229732757755,0.27486035155458455,0.8641618206229105,0.5602043131529643,0.8051303489698797,0.3084071976634454,0.9159353856256351,0.31557297419818126,0.5700853056028181,0.024919288736700927,0.693915107987255,0.39944891305929386,0.9557575567080518,0.3706133029462594,0.7130408665667403,0.2934384587649412,0.6863035922278853,0.36885763072832245,0.7828255927184032,0.2491221011985002,0.4234160376394925,0.031423189089095735,0.625366544182093,0.03211417485448953,0.5676607944390696,0.03661827946725059,0.42188087304381033,0.013577130798456074,0.4769551929713298,0.02389225160715892,0.69608790816835,0.05041379396235529,0.7670074022750208,0.13613970403440803,0.5839895587273733,0.05172166525280606,0.7222852611675626,0.1127929710349843,0.8237356106452043,0.9598580975968861,0.646211641611759,0.1399408033409424,0.5492787803275097,0.05894645471608853,0.8222897529169485,0.4224600297152843,0.8315709514581973,0.36453200023494153,0.6665214500848639,0.21314817577548975,0.5835622710622711,0.26908744376871374,0.103586618612858,0.7468082035924801,0.32570084709284947,0.7477171047290224,0.25124814434394505,0.8982937659598574,0.29878073488620627,0.6843114335476299,0.402321365629217,0.6835736541217222,0.24014759243958897,0.6625053977381428,0.36685814835781416,0.7720176476823064,0.2634638656759804,0.819448511653182,0.9589015719584488,0.8053385220178823,0.37254702362101255,0.8294168514863572,0.32413884804899357,0.7198653214815725,0.35524497824244683
8,4.132644149913341,0.42622700557209375,0.335210565539423,0.026011491170459124,0.3029141009106027,0.10182071605342279,0.4873707139675285,0.018506333697565137,0.6611439179448508,0.1439600580093619,0.9071793492445941,0.6782685297376995,0.8460193342904795,0.47754185937902704,0.8318563501114654,0.21257046904449367,0.36828325466513046,0.015310398536876418,0.5452665987886051,0.32515110256907137,0.9482183456440884,0.496258793238742,0.5537548082218997,0.2005913556532936,0.5566937194225041,0.3416903713933872,0.7680372869266003,0.28331718709873677,0.371476075002224,0.02793719371751456,0.46960023284196184,0.018800255323108892,0.5352120579645272,0.036408031352535716,0.417426495593912,0.01399115140111265,0.43683179788853477,0.02306069238921514,0.5561540813275696,0.02850369065338092,0.7500698295853038,0.1295730791055822,0.58051679651037,0.05518904592361792,0.7324193333234523,0.10845593413454399,0.8561694672278028,0.9681075182561707,0.589757089446985,0.2129925432210391,0.42073416376328643,0.03829459256862355,0.797764496663477,0.43733219365928216,0.8325792026296684,0.35388271786802755,0.6095799802017351,0.2138343446354034,0.5190018315018315,0.30057111529884806,0.10799860417012218,0.6585270177503187,0.15066301441886418,0.7792375108429513,0.40625312272992276,0.8045140795356498,0.23064658374874036,0.5318712283734804,0.32360833731735744,0.5121678415762083,0.1532684461365694,0.5211024231061455,0.3388960500771084,0.7529611539005088,0.2805467665115874,0.8507173801473251,0.9666415461192566,0.7783080083156244,0.36706868600093817,0.8291391132724276,0.32922873168522737,0.6653742611017717,0.3322563535377903
9,4.033269611353838,0.3859247385695748,0.33874273545620354,0.027591119889035322,0.32153176146656826,0.10429377282801396,0.5571750992402854,0.020965118795162704,0.7384560491642447,0.2857870278960905,0.8392296467839647,0.40177272106858203,0.7360951707138285,0.18734340207179606,0.789969212827094,0.2092997619942016,0.4162660814163931,0.016170703889397568,0.5253110198051378,0.28707882366095305,0.8796764628843836,0.629208510002716,0.5959207382261877,0.25065049927966987,0.6861474391680836,0.4606313700665331,0.7907431204057561,0.2866686112480456,0.4067335286035762,0.03436782584902748,0.6244073940552537,0.03517554153525096,0.5310011197071716,0.03538047207493463,0.41900904784349285,0.013897111820114928,0.5267406383123157,0.030915905250882565,0.44176597136517826,0.023462547469636347,0.765289035161908,0.15047320779490567,0.5331421879982786,0.04873979198638986,0.6875113014866088,0.08956421088392397,0.8764137253094952,0.9716789062405111,0.6515331104256654,0.24596207222729655,0.5122409338703359,0.05365282872774131,0.8300098325117604,0.4483233074944965,0.7827202397757522,0.32749323350524817,0.6223623186661084,0.21024253353890957,0.4532967032967033,0.3147236386053198,0.11014206580014668,0.7245842273074099,0.2940757664244666,0.6992400319626704,0.1573887955810786,0.7704387853223057,0.19797045363014948,0.5091313753830683,0.2660727304508685,0.5656740976758787,0.17477219590470114,0.651064105997912,0.43867357267334384,0.771981488923827,0.27391085387880143,0.8657016060862215,0.9681589088078422,0.7946267999581023,0.3624204551839752,0.7815919588174252,0.3045105193541332,0.6771598287309218,0.32255421069904605
