epoch,train_loss,train_accuracy,train_1st degree av block_rocauc,train_1st degree av block_prauc,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial fibrillation_rocauc,train_atrial fibrillation_prauc,train_atrial flutter_rocauc,train_atrial flutter_prauc,train_bundle branch block_rocauc,train_bundle branch block_prauc,train_complete right bundle branch block_rocauc,train_complete right bundle branch block_prauc,train_early repolarization_rocauc,train_early repolarization_prauc,train_left atrial enlargement_rocauc,train_left atrial enlargement_prauc,train_left axis deviation_rocauc,train_left axis deviation_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_low qrs voltages_rocauc,train_low qrs voltages_prauc,train_myocardial infarction_rocauc,train_myocardial infarction_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_normal ecg_rocauc,train_normal ecg_prauc,train_premature ventricular contractions_rocauc,train_premature ventricular contractions_prauc,train_prolonged pr interval_rocauc,train_prolonged pr interval_prauc,train_prolonged qt interval_rocauc,train_prolonged qt interval_prauc,train_right axis deviation_rocauc,train_right axis deviation_prauc,train_s t changes_rocauc,train_s t changes_prauc,train_sinus arrhythmia_rocauc,train_sinus arrhythmia_prauc,train_sinus bradycardia_rocauc,train_sinus bradycardia_prauc,train_sinus tachycardia_rocauc,train_sinus tachycardia_prauc,train_st depression_rocauc,train_st depression_prauc,train_st interval abnormal_rocauc,train_st interval abnormal_prauc,train_t wave abnormal_rocauc,train_t wave abnormal_prauc,train_t wave inversion_rocauc,train_t wave inversion_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_1st degree av block_rocauc,valid_1st degree av block_prauc,valid_atrial fibrillation_rocauc,valid_atrial fibrillation_prauc,valid_atrial flutter_rocauc,valid_atrial flutter_prauc,valid_complete right bundle branch block_rocauc,valid_complete right bundle branch block_prauc,valid_left axis deviation_rocauc,valid_left axis deviation_prauc,valid_myocardial infarction_rocauc,valid_myocardial infarction_prauc,valid_normal ecg_rocauc,valid_normal ecg_prauc,valid_premature ventricular contractions_rocauc,valid_premature ventricular contractions_prauc,valid_right axis deviation_rocauc,valid_right axis deviation_prauc,valid_s t changes_rocauc,valid_s t changes_prauc,valid_sinus arrhythmia_rocauc,valid_sinus arrhythmia_prauc,valid_sinus bradycardia_rocauc,valid_sinus bradycardia_prauc,valid_sinus tachycardia_rocauc,valid_sinus tachycardia_prauc,valid_st depression_rocauc,valid_st depression_prauc,valid_t wave abnormal_rocauc,valid_t wave abnormal_prauc,valid_t wave inversion_rocauc,valid_t wave inversion_prauc,valid_mean_rocaucs,valid_mean_praucs
0,4.659949655973201,0.5898249324403713,0.7284866586317571,0.102143379143977,0.8043962240408448,0.020312835525087728,0.8848652120380288,0.1302314053824635,0.9715223902191199,0.8041421331615793,0.8895176166891618,0.47362725968150077,0.947572556990729,0.4463936190210137,0.4012286468258536,0.004452874809009874,0.8438812421784965,0.04034710367025469,0.8777584391056724,0.5639334024317169,0.9388448682730551,0.17698870295318728,0.4561640081613825,0.019434567155076916,0.8892337030778602,0.48611602661830117,0.6994314393200373,0.01867944749703083,0.9365187871278756,0.6997146296742883,0.8943313874355606,0.2776370722249384,0.8148544734720642,0.03368444429381,0.5118797618189247,0.009983970164072781,0.5971597734622305,0.024052772503380716,0.6472300256758149,0.14442854959960466,0.7957588854679564,0.3806762286243932,0.9706173747329787,0.931244887440337,0.9525602051102909,0.8631262331688437,0.6511612322796183,0.08817271373399775,0.35328779750191597,0.009573054067897702,0.695568977654637,0.28121591292158454,0.7431747223618246,0.1134080486154835,0.7652694772943729,0.2747585105416474,0.5991717331923517,0.7152470508947192,0.09779657641068906,0.8756278853255259,0.12030565469708765,0.9724402827603108,0.8108206405603618,0.9508215950029748,0.4525869314913241,0.8819527392698853,0.5837236645575655,0.8840818868218261,0.48283207184976024,0.9326797820933791,0.6999063933584295,0.8994657563435943,0.31419888868296325,0.5687325715391586,0.022875375975518544,0.6237011124403993,0.1294218373022725,0.8016432413868818,0.4164953513598346,0.9700213614391625,0.9242345615794584,0.9529264283592435,0.8584812467952944,0.6749434029643414,0.08866769574495972,0.6938740077675775,0.2691200842420475,0.7599291533586827,0.12208221696050367,0.8223805161104789,0.3995968244730044
1,4.013766406047724,0.6235753730466456,0.7991028863827638,0.18137009336745424,0.7867862485661803,0.020937740481348242,0.8980492013287642,0.17835130721255055,0.9700464241206549,0.8046240147400001,0.8829547506640613,0.3224474943322566,0.9573201706368842,0.4097307013203706,0.42531594899067876,0.004737956409912491,0.8295931890170182,0.029122146923167305,0.7947577855356524,0.42809940696152476,0.9559691567074021,0.44613497666233753,0.3888602356915087,0.013773256741602865,0.8572362640337117,0.4594923694079837,0.566340182100373,0.01145422324478328,0.955060230956136,0.8212660956633488,0.839694264099235,0.2617976763295377,0.7758140064681254,0.04255325074889725,0.4955579246624022,0.009442012669549173,0.45319243042745555,0.015597489142666027,0.5390453139910034,0.11158406251453791,0.8379814280248256,0.534798092557027,0.9600777693661476,0.9176742171463907,0.8957420945352643,0.7148764725168296,0.557960651072097,0.062331370369447796,0.36397757343041204,0.009540611399306152,0.5470355786187394,0.22473107672681691,0.5453672112194343,0.06582843264623722,0.7261091892556514,0.27316525185522633,0.6590889065115869,0.7840497610492294,0.13969822010740912,0.8866527156641751,0.14602906844384245,0.9708904008780104,0.8144126972154502,0.9605832534204833,0.4382340220397005,0.8047829481693548,0.4576912534770562,0.8439170369668438,0.43894385783585926,0.9512963340393693,0.8102874577966939,0.8138212846597528,0.23656959070710154,0.42842609452933256,0.01682003478645059,0.5256617708647766,0.10451887289521104,0.8376163640099875,0.548585502511356,0.9589576150864734,0.9108874113194303,0.8915022873551837,0.6994520364414383,0.5720948766168241,0.06210506579986646,0.5506179528850517,0.21259155333326488,0.5827355563719825,0.07970413533460498,0.772725390785427,0.38228317375279597
2,3.8005555056192217,0.7119022441546234,0.860374624164558,0.26007442140190584,0.7941390865265068,0.02217240632756123,0.9443481287920554,0.4241867690713637,0.9659854838631361,0.7708201474942425,0.9265982796280681,0.5624989802978643,0.9816225084610202,0.6175354222690372,0.40538759383944856,0.004494215084766372,0.8320847466539874,0.04848320784938768,0.8276212446220466,0.5079045723981201,0.9702032265811276,0.5539356310850443,0.42867460763121235,0.014974718580205087,0.8828695390663719,0.5407573792236122,0.5849268395903866,0.010982437335996883,0.9567653218155259,0.8239016841788894,0.7995074880807967,0.11392460454824122,0.896299990623169,0.11617056986400137,0.48661052269707367,0.009313830076269508,0.5733424975681329,0.020999954597033427,0.5754312858283469,0.11698888103484249,0.8656666934313778,0.5732356251544557,0.9562982769343669,0.8812808258901486,0.937479681644732,0.80848014726178,0.5959518120245686,0.07572868532747527,0.3599908147254386,0.009524396973707442,0.5916472627996523,0.24980946589630712,0.6052683628643869,0.06696651622965973,0.7540421507868267,0.315582519055843,0.7108996387346903,0.849094221988566,0.20832980695935438,0.9320290078209011,0.3454031648693828,0.9667857503100288,0.7835820874836695,0.9807318662762579,0.6197296471427607,0.8306253970927073,0.5205129336501022,0.871100256869308,0.5210626338713318,0.9497651028111,0.7988424341459289,0.7802439683407911,0.09825668678274067,0.5490776660596943,0.02177229927801455,0.5624897274291865,0.10899779585990094,0.8615478700495154,0.5677456844528765,0.9537707798903206,0.8719182037283385,0.9376953361718982,0.8043077950949754,0.6049698913599014,0.08059261332246423,0.5892418302167212,0.23198023495018014,0.6358702262743545,0.07398056601429978,0.8034399311850783,0.41606341172539507
3,3.6709857097090572,0.5810715544589355,0.8392586466015038,0.31132920432634803,0.76724600585961,0.019078453248666454,0.8895686097959428,0.19558702560507618,0.9792799985706352,0.8671840951388176,0.9363999281979262,0.5608327957986314,0.9891598722696975,0.7274783627033699,0.5697742708024162,0.007696325120065685,0.8222777632444127,0.03573268620019515,0.8072811436885214,0.3181806033556283,0.9707462433744447,0.3490216306853917,0.44236682120447124,0.014968175716290213,0.8451994213286493,0.3684690667579235,0.5890980955356099,0.016550713042648484,0.9484959881449693,0.8166667250064874,0.8040630053243704,0.26368587892951656,0.7563354337854141,0.05706818419198266,0.5318159890677736,0.009881415913889285,0.5727139178842269,0.029413795702772312,0.5793904293600457,0.13280080762544416,0.8377153959797796,0.5399730858593068,0.9543416877898383,0.9089429572127397,0.9355466696163336,0.8299862444591415,0.6297607790718432,0.0883139039149102,0.4084507438842513,0.01041577725188483,0.6091409392238138,0.23133631707035732,0.565636537029949,0.07289061767442848,0.7531178591014018,0.29936480186584286,0.5910652920962199,0.827901019839804,0.26649126050309785,0.8779577969644993,0.16536390585455632,0.9785606268839993,0.8683410322000579,0.9877960138004809,0.6882572690030647,0.8173413734240681,0.3466130679085197,0.8334928049519259,0.33048472322070943,0.9458786984002322,0.8100924293615094,0.7832805753077796,0.2305947553875793,0.5507617941748256,0.02840211853163503,0.5705795251069533,0.12096682854401289,0.8290433590528175,0.5450150389388188,0.9540412377251272,0.9074091908284315,0.9302510743637984,0.8120418476902453,0.64184867541641,0.08473109283839361,0.6077278337286143,0.21830523690154977,0.5936670276296924,0.08279386132515362,0.7956330897981893,0.40661897868983343
4,3.5714863187599204,0.6353836211960991,0.8468076131623583,0.23206297918940302,0.8025730546175011,0.020688953714594477,0.9387637134016708,0.4696782803399904,0.9769214774201778,0.8553808204345333,0.906693465939341,0.4710149045436415,0.9899057477452479,0.7169382547690148,0.42754779422628014,0.004740553325830254,0.8415500916485785,0.032894837195308065,0.8915452107112093,0.5646969487153932,0.951271843197028,0.37057971452147714,0.48974978171778283,0.018082022264693888,0.8902213627551745,0.5231256498124732,0.6564985771067977,0.012920307502095397,0.9637172702124641,0.8317048101323459,0.9067942227835727,0.23744648446301603,0.8415262711741742,0.08736621765633334,0.5538929425508756,0.010458128185886822,0.6537301404301558,0.026138843967408894,0.6324323987603394,0.12109030597000389,0.8717683665942403,0.5772222281734669,0.9451140050228243,0.810863798632371,0.9484281256090423,0.8651656296178265,0.5602742257587864,0.058744496972675746,0.4431360948277648,0.01089931068470677,0.668445612401965,0.27066465586652577,0.6987362701843748,0.09187456826623369,0.7806940646138357,0.31894014249681735,0.6320380650277557,0.8271772775013404,0.17877337021776618,0.9287783179890349,0.3658596534651117,0.9761978149959044,0.8534969577084799,0.989187137435446,0.7038338956246806,0.8943068196605862,0.5789649585546612,0.8712558506299897,0.48092909001005624,0.9567504205893104,0.8093947478607988,0.8965228763338702,0.2378634122616778,0.6289574151778252,0.025403801568374636,0.6208412879907325,0.11434985248187142,0.8631829480102353,0.5720398924721517,0.9414363976908318,0.7903169032898112,0.9470475888701853,0.8560389252398606,0.5686380345184583,0.05898004391633804,0.6601132442509436,0.2485167382856171,0.7185259114109009,0.1000656415298507,0.8305574589409747,0.4359267427804442
5,3.486064646305958,0.698625308424392,0.887502033336126,0.3678121280471589,0.8288649086165543,0.025176722743933903,0.9666357400792138,0.6079822732703878,0.980392848267478,0.8693633712475124,0.9201929213083804,0.5313564865981346,0.9889852326975177,0.7109451075513253,0.48633895205002087,0.0052113805809828545,0.8326061249885108,0.04330621624795668,0.8528685501420065,0.5593100275622103,0.9771174821541908,0.6793767035402738,0.4891210832583312,0.02065713272123089,0.9093106883719171,0.6058363239114171,0.6527285670166261,0.01578101206941697,0.9675499534395062,0.8458272735085914,0.9016275731255404,0.3839928148993177,0.882619760695723,0.129534248151713,0.5315511812916096,0.010641023832411528,0.6024436705576539,0.03123047766753194,0.5228074975766215,0.12102171791369007,0.9223380158219051,0.7340757377411284,0.9771094716379392,0.9514580261920609,0.953263428194064,0.8632890083436373,0.5839078708219063,0.08875470530604535,0.3919460871636597,0.009967172031642973,0.6055795550972857,0.2781659493912759,0.5858254296127706,0.08194980762202746,0.7769705625893485,0.3681547249497314,0.7049960348929422,0.8639769699397963,0.2971203385603545,0.958611591581044,0.5169915787373112,0.979071770321157,0.8648264262029959,0.9853688522993472,0.6911431833196913,0.8555302862129411,0.5605368073163259,0.8858055594099115,0.5426539684064242,0.9613214087503085,0.8314667262687996,0.8872900388014959,0.3555978836896363,0.5726556795890182,0.044457881725130266,0.5166391447373619,0.11370014988273457,0.9038665082774325,0.6970147890961977,0.9762860291544087,0.9487112133330455,0.949591048618675,0.8522960451257897,0.6006915322316433,0.08838351431606442,0.6066381660234552,0.26453788328062466,0.6126767705205302,0.09683258111325023,0.8197513347792829,0.4853919356483985
6,3.4334212516788702,0.6403184114675127,0.836927161156613,0.31624436845385934,0.8180860687872493,0.02546315267358296,0.9737318231596812,0.6809215766348009,0.9649730437072515,0.8161200677085396,0.8276229790378234,0.45451138044025674,0.9784878738251246,0.6725181575225028,0.5882443998428211,0.00851068382139562,0.8577430896795042,0.04411754499317617,0.8982485309670555,0.6458919821480988,0.9504757350905094,0.5893965898031273,0.4886635596710377,0.020624273533447826,0.9201505522188733,0.66556570244093,0.6888997193817742,0.020385728235628182,0.9573913324933963,0.8058966096060174,0.8379920493864753,0.2744143207820724,0.881895982625802,0.15407620924281532,0.5073938022104797,0.009893614783180328,0.7016826039358832,0.04950126233008685,0.5516901066449654,0.1208788578685777,0.9032354794305731,0.6690458269272778,0.9728755107613077,0.9491976434648951,0.9112538890174964,0.7812026650507339,0.5279572861674755,0.06522325014107648,0.4294283833398927,0.01128710673601491,0.5921998636727975,0.27121374780847024,0.5502976630683765,0.07587450666633568,0.7737518649723168,0.3537683396083423,0.6422592298880959,0.8133934599168333,0.23254573274202184,0.9694600547054112,0.6106325952677519,0.9613453499357049,0.8161705563143092,0.9772605967778469,0.650812326176555,0.8982254261809441,0.6542580512610131,0.9006821081558545,0.6100792798753477,0.9498017978673214,0.7772809567095709,0.8158378787246398,0.26706922616050627,0.6746096464606479,0.054765945719811596,0.5505507283252706,0.11695342131576311,0.8863344949794929,0.6514131020114227,0.9710133698186256,0.9439984392120125,0.9064544212298247,0.7674388374932777,0.5470949175698167,0.06936579530779283,0.5821885851211793,0.25021800252299375,0.570970297855158,0.08657997857804527,0.8109514458515357,0.47247389041676224
7,3.3865526087793083,0.6322112560216191,0.7899625144752858,0.24993336741777894,0.7530775736562202,0.021229557206812997,0.9495364414968733,0.47548847370291153,0.9830613861926201,0.9012330876340843,0.8646664369192161,0.40911427921881516,0.9863327386462349,0.713322747029756,0.5571217575803281,0.008043411620625038,0.7590617863430362,0.01783073516123219,0.8024351095722386,0.3962517353089437,0.9597533121650464,0.5672766533690544,0.4883370181012479,0.018285552284055512,0.8350532802069076,0.3837225584012393,0.6137793487986679,0.03000914267153247,0.9706976685204491,0.8678243982327074,0.9324634339890968,0.43908273388376956,0.805568012546074,0.10440204085751181,0.5089947197243595,0.009415433420261732,0.5702922174967548,0.07422917053695378,0.5620172102690726,0.1232586202409274,0.9009845666973029,0.678515628912997,0.9760384509240844,0.9514174669158022,0.945407559477013,0.8645183788003374,0.5145846289282491,0.07009969880339723,0.45650714237628687,0.012230976440932833,0.5981686220373009,0.2671891642482106,0.5447816356426274,0.06772718842518907,0.7549494066454844,0.3354481615671477,0.6754780156842013,0.7632479587571086,0.19040876687955122,0.9425611225916027,0.403193035500354,0.9815154990804782,0.8983970445087536,0.9805835428320817,0.6468790628785748,0.8006044994909559,0.41122716671330084,0.8173134651635806,0.35196704953031954,0.963995582335161,0.8491020138878833,0.9192033355080915,0.4327277611414957,0.5431429727566217,0.05087744485179626,0.5531489973180689,0.1153101961668827,0.8838153038905764,0.6562696245476802,0.9755030988706126,0.9489706918436258,0.9383467670066343,0.8436813013189017,0.5367828516715374,0.07102691079657356,0.5911806254657209,0.25207146495825056,0.5632362424713389,0.0826578596720064,0.7971363665756357,0.45029796219974694
8,3.3356423404883198,0.7306426976853484,0.9139595376154793,0.45825352221724547,0.8371218425886562,0.02849319353757624,0.960450987003031,0.6212492482385976,0.9837327675537189,0.8966277035591264,0.8898655383860506,0.40794453844777534,0.9895798692109251,0.7228135346153586,0.39471760366092,0.0044084831375361365,0.8640590642830377,0.051627380701098576,0.8770395658928137,0.5918088737944633,0.9732789943858912,0.5562640348072853,0.5022391023189805,0.023255806983892475,0.9361022886196078,0.7134177801103295,0.7460985790362306,0.028071024696789376,0.9692472120570658,0.8477613734593741,0.9181665650469497,0.4018694882943244,0.915869877276792,0.19494285567021347,0.5619353521385482,0.012607410379166375,0.7192441000790559,0.09908208580148077,0.6322613951371722,0.14406345446709246,0.930486289232682,0.7546137234893101,0.9837618853076511,0.9638406831946627,0.9526544832953934,0.8795579488081358,0.6508965524326306,0.09791856057717763,0.3857517231290262,0.010064540531307852,0.6332191662490277,0.28843600343796716,0.6337099857606596,0.09214852109062562,0.7982865510653077,0.3804285297710735,0.7316063089258965,0.894172368791304,0.37618743477484246,0.9568319817359946,0.5293081971991717,0.982587304201777,0.8874430290176477,0.9858775488395987,0.6886874771195965,0.8766144354202866,0.5940842928626648,0.9178478057810824,0.641460571896638,0.9620801394636751,0.8222130897471898,0.9025448333380929,0.3997333559525582,0.6943468010802347,0.08246352815887484,0.6149705137707763,0.13047417322027033,0.9107747372925011,0.7108061769316424,0.9820829639082834,0.9587556646312515,0.9427055352015051,0.8579201977854809,0.6560720592475134,0.10538062475113186,0.6247211804756176,0.26791336782598374,0.6455792087785877,0.10302015929468707,0.8468630885829269,0.509740708823102
9,3.2851299690508338,0.6572670661496887,0.8264235193038855,0.25577118034312873,0.7832763983251382,0.025402059982544595,0.9548033904039264,0.5991112624737449,0.9815480759006722,0.8838395174542919,0.7864764697121873,0.31569549766742233,0.9761831413689126,0.5906804852228587,0.5356091921681666,0.006320517606311453,0.8010373545288714,0.025941986793184362,0.8344421512023759,0.4923992793373497,0.9701921993045465,0.6827049556795511,0.4799885003776961,0.02165108232833798,0.8979606275655095,0.560645945934725,0.6227847223958782,0.01588907428709811,0.9766144890463007,0.8868564217009168,0.8858011762118887,0.24040420939428744,0.8493259065476081,0.09717501811295653,0.4987878713746656,0.010761532150209509,0.6438075738425452,0.105267566911762,0.5452239687640751,0.1200794342417876,0.9138401208698324,0.6866417063230426,0.9849639857666851,0.9595452982967738,0.9445374602778591,0.8248762914835661,0.5659379486896201,0.08360525052413195,0.42289803503738843,0.012613582956053554,0.5732260172221824,0.2344833483213216,0.5176412137081051,0.05357219945060408,0.7605127503814048,0.3381513348068447,0.7228830733985373,0.8048559057953812,0.189825713450682,0.9460187018410752,0.48738454547865123,0.9781929359113523,0.8745630004272477,0.9714068297797854,0.5602783456296584,0.8329627900212039,0.4906721240082417,0.8773438901316837,0.5037522274956421,0.966822151489497,0.853829129257277,0.8524192172481033,0.20806380907946662,0.6143883215017726,0.07817288636489397,0.5375921271807482,0.10773399749602036,0.8977363382248208,0.636113105125651,0.9829409473161896,0.9531471339287502,0.9349111793246856,0.7969261597785003,0.5790798190205355,0.07951665714792985,0.564806144314561,0.21686131762420294,0.5382930855930335,0.057063342374724955,0.8049856490434018,0.44336896841672124
