epoch,train_loss,train_accuracy,train_1st degree av block_rocauc,train_1st degree av block_prauc,train_abnormal QRS_rocauc,train_abnormal QRS_prauc,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial fibrillation_rocauc,train_atrial fibrillation_prauc,train_complete right bundle branch block_rocauc,train_complete right bundle branch block_prauc,train_incomplete right bundle branch block_rocauc,train_incomplete right bundle branch block_prauc,train_left anterior fascicular block_rocauc,train_left anterior fascicular block_prauc,train_left atrial enlargement_rocauc,train_left atrial enlargement_prauc,train_left axis deviation_rocauc,train_left axis deviation_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_left ventricular hypertrophy_rocauc,train_left ventricular hypertrophy_prauc,train_myocardial infarction_rocauc,train_myocardial infarction_prauc,train_myocardial ischemia_rocauc,train_myocardial ischemia_prauc,train_nonspecific intraventricular conduction disorder_rocauc,train_nonspecific intraventricular conduction disorder_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_premature atrial contraction_rocauc,train_premature atrial contraction_prauc,train_qwave abnormal_rocauc,train_qwave abnormal_prauc,train_right axis deviation_rocauc,train_right axis deviation_prauc,train_s t changes_rocauc,train_s t changes_prauc,train_sinus arrhythmia_rocauc,train_sinus arrhythmia_prauc,train_sinus bradycardia_rocauc,train_sinus bradycardia_prauc,train_sinus rhythm_rocauc,train_sinus rhythm_prauc,train_sinus tachycardia_rocauc,train_sinus tachycardia_prauc,train_st depression_rocauc,train_st depression_prauc,train_t wave abnormal_rocauc,train_t wave abnormal_prauc,train_ventricular ectopics_rocauc,train_ventricular ectopics_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_abnormal QRS_rocauc,valid_abnormal QRS_prauc,valid_atrial fibrillation_rocauc,valid_atrial fibrillation_prauc,valid_incomplete right bundle branch block_rocauc,valid_incomplete right bundle branch block_prauc,valid_left anterior fascicular block_rocauc,valid_left anterior fascicular block_prauc,valid_left axis deviation_rocauc,valid_left axis deviation_prauc,valid_left ventricular hypertrophy_rocauc,valid_left ventricular hypertrophy_prauc,valid_myocardial infarction_rocauc,valid_myocardial infarction_prauc,valid_myocardial ischemia_rocauc,valid_myocardial ischemia_prauc,valid_sinus rhythm_rocauc,valid_sinus rhythm_prauc,valid_st depression_rocauc,valid_st depression_prauc,valid_t wave abnormal_rocauc,valid_t wave abnormal_prauc,valid_ventricular ectopics_rocauc,valid_ventricular ectopics_prauc,valid_mean_rocaucs,valid_mean_praucs
0,5.2787998060935895,0.4412640256468972,0.4121486156385737,0.029553554158304133,0.41087018844222745,0.13855407276246368,0.6162325787414893,0.023545399592209443,0.638065251300136,0.11634637967060794,0.8241602371458228,0.3398120010992624,0.7700060429026404,0.22925610761248527,0.8984181179896833,0.330490517650023,0.7068031444064868,0.03896098101761281,0.6166134150865747,0.3804332999837695,0.7779062127369625,0.06491647802252153,0.8604140105455358,0.4643034757592823,0.7342539092043724,0.4111192552817553,0.8683474428921809,0.3516428231920594,0.4002301325937387,0.030572268245966205,0.5805493886974096,0.03098891301148369,0.4791592451349125,0.017911642990667262,0.4607347482208088,0.023784748075508205,0.46619438693626236,0.014817959165452282,0.7161959387141411,0.07740336600832408,0.5680916161480276,0.04752695690127892,0.5366716488380125,0.03249983045960475,0.770227961582109,0.9426774052888551,0.3601368243376526,0.029642512601884254,0.746393798203753,0.1286463837541398,0.598458672064228,0.13838770071499015,0.7931323421519244,0.15332641947191353,0.6388621488713717,0.17642770971124713,0.5444139194139194,0.4050941297648247,0.13218953512364556,0.641022525352986,0.12481846635720462,0.7612397501373431,0.25224259518144115,0.8989595465486451,0.32029477058042066,0.6263296484180277,0.3972917046247071,0.8709314641034985,0.4317981031397933,0.7258867848486714,0.3921279726869702,0.8675186192152625,0.36107150214919786,0.7775046288781884,0.9484417582887854,0.7494302395263952,0.11850194672571099,0.6197664289289635,0.14643413234690456,0.7811228674415017,0.16070943699079157,0.7270672194303591,0.3154934936829645
1,4.745888736755573,0.38691702923440957,0.35435934204273556,0.026876595654551184,0.3277433540483826,0.11718828545684518,0.5931976354587192,0.021347477256612464,0.6407403904155796,0.14685454560513767,0.8790662987095333,0.6689503174326854,0.8213511546471299,0.32457354913383074,0.7926149580684504,0.21587505189613895,0.5527277027799297,0.021135226512093153,0.671106786632341,0.4761184844235957,0.8179511063883097,0.08099184096466633,0.8290812598490951,0.4008828038714903,0.8086799796806088,0.6059515192962872,0.7839440816251261,0.20578529095527998,0.3668987807218521,0.027098166264603665,0.45576045878698923,0.01793195897704869,0.5140780988879265,0.02276949084085466,0.5085903143635679,0.02863857274422691,0.5173075804401912,0.016758456177457276,0.7067036044588667,0.07342255224186921,0.5688523318293406,0.04774380600500218,0.6688319079054339,0.18966920949228094,0.8243424559921881,0.9582133194389222,0.5281535208762875,0.07521604127010761,0.5559578797135358,0.05412664553499522,0.69953748210092,0.2515325065844587,0.8559266982598558,0.37603076699811394,0.6401348140262653,0.20968009542419827,0.5331959706959707,0.3361249827817674,0.10949049615978927,0.6315151035966493,0.13923887005436597,0.8512635562699656,0.39779414303037763,0.8053606646478764,0.196545647147204,0.6674986071606603,0.46461056996429667,0.8184453580539359,0.3357675271043507,0.7913540926163303,0.5835092350554507,0.7911255184914078,0.21079619300693034,0.8291872561573097,0.961289945425607,0.5718704033268563,0.059282371781571114,0.7015489362643563,0.23857746794799584,0.8477682889585485,0.3161182687780475,0.7202552306938053,0.33441839462133216
2,4.433432832199894,0.5277459735898024,0.3913168316006236,0.028847386782423018,0.3533946792425129,0.12648305348274136,0.5778990448261595,0.02148555222706179,0.777769548441443,0.30144913216616703,0.9132266717257417,0.6295077757322466,0.8708514095513293,0.4479515175211682,0.9139979955098502,0.3395028987501011,0.5146628906696469,0.022271345288461725,0.7571943367346774,0.5430010235730129,0.9602942197057984,0.7464593723693228,0.739635308419607,0.3389313427213057,0.7602223603217706,0.6113652776917712,0.7742221521171583,0.25941584641504073,0.45407963097262016,0.04267393542080318,0.6360068196592624,0.03773081680607296,0.6286768611951697,0.03970395925374122,0.5674510161487742,0.03871401351199681,0.5704383043273332,0.02008422992082127,0.7893755561637226,0.12717038908377903,0.5898713954532869,0.04687823123800659,0.7498098240295983,0.09910359750076865,0.8178140942744675,0.9569656244506084,0.7892858616874253,0.29949254160328664,0.5704287152250953,0.06906433922688346,0.7920655390331834,0.34421351523961013,0.8783010683422124,0.5257307177729915,0.6976266205914798,0.2716999013750075,0.6110347985347986,0.3537827686095686,0.11414262388210855,0.770391207913211,0.3032108676959778,0.8726982318351069,0.503980256362566,0.9141175557108471,0.32014317403130044,0.7520358912705627,0.5388913173537264,0.7361356596209914,0.28212846756410204,0.7489114250689892,0.5969386493515337,0.8032593793207616,0.2686474927150664,0.828993760031741,0.9619064837656177,0.5884275064920914,0.0811977162952351,0.7870227846561008,0.3343743591567158,0.8641658674200523,0.44706784158548907,0.7516618364958353,0.3960524374799532
3,4.241216577725432,0.6688802381497596,0.35750881639390736,0.02732174924563613,0.3714937639839614,0.13282065643137425,0.5816270214570514,0.021986148029052993,0.8534040005282638,0.31413477936268824,0.9249200377619029,0.7199984632145239,0.8761326751752835,0.4619848075431919,0.9547246502857705,0.6616669083513221,0.5496225061275288,0.024982978994117777,0.8219681912706663,0.6271313502847621,0.9279450586790037,0.5268202938796614,0.8371134241411805,0.4259158813415763,0.7887753560404467,0.6300622806677536,0.800131326250234,0.24088897719328292,0.4276653345584427,0.03512130052388124,0.6174984088824563,0.02947567126894393,0.6909324193756039,0.05390894001392394,0.5546701502597897,0.0302507018634777,0.5968642047861392,0.020719423361697867,0.7995575919125816,0.13419954730224792,0.6222616014924619,0.054057317200356725,0.825325635185683,0.14939178955056237,0.8643265195916221,0.9675486626239891,0.7943409058216653,0.4078548014594179,0.5904879271395109,0.07124909781949978,0.8352036345167542,0.44839377284934695,0.9206136113924389,0.604259502016501,0.722504414346552,0.30085176163049193,0.7161172161172161,0.36580654313398564,0.11667676630659132,0.8535265306462151,0.32135484827030153,0.8664608216167824,0.4658925145620363,0.9588089137355384,0.6556194479993326,0.8022716476556314,0.5925146771266602,0.81956057534621,0.3507203786717458,0.7680529356118913,0.5877333750039446,0.8136835256253849,0.24925720517861408,0.8702619749679885,0.9705770061108899,0.6172015453901611,0.08346816342561321,0.8193720737936356,0.3805210063494195,0.8988077181177208,0.4966831324418859,0.7878179004700955,0.43925154345391954
4,4.0926658146873285,0.5793450881612091,0.3901437301474818,0.02958189381090072,0.35995968622933544,0.13275528073015447,0.5194093346825737,0.02169958894884233,0.7227764283649161,0.2749369690467609,0.8806608467174051,0.5924282156518188,0.8015815624544813,0.42556353982439993,0.8743707640037187,0.3282055111026894,0.4396790825851187,0.017000382915222573,0.5858015842908161,0.3423151987927653,0.9662479686997244,0.8138597335256886,0.6760420993549481,0.30981370912853884,0.63684056403743,0.46412805867282625,0.7148256074333029,0.22225973643660957,0.4122153701398289,0.03249940187683746,0.5993024295376832,0.03195078835615104,0.6316000072496648,0.07079416650738513,0.5282613095840503,0.030017182273870072,0.47065081529034836,0.029586749868064123,0.7954186310962477,0.14049485304935969,0.5899075183265751,0.060333621425770506,0.7209435197949722,0.12167681411937883,0.8510907603388667,0.9645815248180177,0.7136281725942242,0.39616655786379956,0.49265750758963434,0.05210900989677417,0.8188155562667635,0.44438357152965424,0.8958565876380411,0.5240502884761172,0.657257209401852,0.2643535518710922,0.6279761904761905,0.35893240790044467,0.11675771215319372,0.7173515544699073,0.25565411189311804,0.8258184629784118,0.4715394960592009,0.8857054119108627,0.31820865520239316,0.5865269917602557,0.34547181532562127,0.6529906158892128,0.2409544410886108,0.6231501642867938,0.42387753805934947,0.7334425505710668,0.23398512492909893,0.858213929316429,0.9683227054989616,0.5044468556485736,0.06529039402995593,0.8026631416221658,0.3681567426387256,0.8597401350496964,0.4121893127750993,0.7007485184503183,0.3517006708044441
5,3.9695659161305556,0.6630791542630333,0.46240547908659657,0.04041801967127939,0.3214455707628081,0.11509522114033408,0.5441793715777923,0.023542752579297825,0.8040984177068349,0.4487768001493603,0.9038386571040754,0.6200673030264272,0.850063430794002,0.4020321338263567,0.8929309370539841,0.3972995150680963,0.49030929733436623,0.03193669723255779,0.6961707770129499,0.4305608552137632,0.9454322670077179,0.5834085100243042,0.711427721949741,0.3284584836935588,0.6130842933613637,0.3994237885288352,0.7178444646709994,0.25854750901624296,0.4365623795200674,0.034739217845215456,0.6716176997687258,0.04475951885256742,0.6643863033834686,0.06772554358952704,0.5099533505317047,0.025214713680737237,0.6142763813399041,0.05992735444181554,0.8026082846382024,0.17331306126736531,0.5898559142218777,0.05369140991490635,0.764789371880054,0.11272168438398189,0.8324036355294437,0.9607430266168963,0.8512183271657278,0.5148136591376122,0.6259169044236919,0.09900386978962314,0.8368078061658671,0.4358081993537979,0.892664406704418,0.5599124143167669,0.6940881327190918,0.277766971629278,0.67742673992674,0.3214063235629715,0.10614248066743787,0.7983779082590187,0.44580465453256407,0.8629631513622399,0.41770284418904935,0.8849817532417114,0.34311277932670076,0.685339412954872,0.4298561485715099,0.6885614067055394,0.25552169182580875,0.6056232542778938,0.37637985328043055,0.7460864791383457,0.26518629842370806,0.8332811081654614,0.9623262307165441,0.6280950932500409,0.11279539323483825,0.811482205623294,0.35968472049427397,0.8634212657819288,0.4475029795806026,0.7274682801936098,0.3768346729036223
6,3.8602766682924945,0.5517899396992596,0.4468863748155435,0.05766935156503805,0.43476370987463686,0.1891342710165347,0.5979083451842875,0.028892742981266088,0.7274210905794127,0.37865886156484885,0.83763824392391,0.5858068665066059,0.8322922284728974,0.5010432814688718,0.8922345959628722,0.39350752824652746,0.5449614568914062,0.039330715135095326,0.7140390953473563,0.5069418094083098,0.9699488107824079,0.8285673972748339,0.703425403400459,0.38412551315441856,0.7192597184583809,0.5463407970065777,0.7110113175039319,0.2706699510549536,0.4670690448733082,0.04319250789073151,0.6725561865512067,0.041302125213801166,0.6990089208374113,0.0974339947619177,0.635085584493205,0.04217756979666808,0.5700040719770418,0.046616845562369946,0.7931925560357402,0.13096068222019505,0.6302530309403975,0.08006222766740213,0.8272086654380696,0.23627099147981268,0.8666680539117266,0.9695038430451649,0.7705644679158066,0.5036085596484127,0.5570429387171468,0.07528531065146399,0.8454753009296958,0.45127010876910223,0.8723637676542825,0.5695320770644737,0.7053185762104823,0.30761176654443834,0.6540750915750916,0.42567829556972303,0.17703451949888743,0.7213131535910315,0.37752711889072443,0.8442763546096406,0.4908856709321929,0.8845042316950074,0.35041003899442347,0.702501979298009,0.4801095570899251,0.6804254737609329,0.2941401206624526,0.6984394153964992,0.4812193917896021,0.7433775430769052,0.28421441900967304,0.8694115313170662,0.9711762510396655,0.571411870993517,0.0831872085290502,0.8160186724114569,0.35959179090506765,0.8273433246820633,0.4415476055897923,0.7320584872001543,0.39925364107762146
7,3.737371010358493,0.6323181436531562,0.4618378117001676,0.07126589416065629,0.4002692000794026,0.14117357409424341,0.6459244705525453,0.03457991548883674,0.8336273883417867,0.47456857948243436,0.9399431088888753,0.7640335179927039,0.9023309709586367,0.5732349172944438,0.8898347420545023,0.4991542707007117,0.5167018020649454,0.024789296513070373,0.6933753264675797,0.4208568555092237,0.9011747066951116,0.4142261188059402,0.7120748196477255,0.418576893001696,0.781042549306789,0.6714716455404459,0.7763526801356203,0.3235314808311651,0.4646969807622739,0.04045381038785434,0.6555578042441612,0.032443141324269315,0.6566657229603132,0.0598830221481117,0.5331933499206596,0.02960670888057255,0.5905425722962371,0.0426054705604144,0.8065810855380222,0.15354020767132698,0.5927117565538992,0.06783919861857692,0.793429790695291,0.1967248439093641,0.8907903439623374,0.9741593700609509,0.8143387875723711,0.5576070767614539,0.5064279733962992,0.05546411926213094,0.8288853694692431,0.4900225379879201,0.9151175865945638,0.4724996713701186,0.7116703346484369,0.3078581591676398,0.6794871794871795,0.39254979924054745,0.12456801888961053,0.8135027277607394,0.4487570470269072,0.8965247115795469,0.5303234054302977,0.8813533659445608,0.4268151062071398,0.6765624725097499,0.41207969758475804,0.6814270909256559,0.29993940131475966,0.7456498984052706,0.5961402836475127,0.7678587611976716,0.3129595922978953,0.8879304255562169,0.9746182706430143,0.5387777616358255,0.06563664345710823,0.8011349463361753,0.37677900456135593,0.888302604471491,0.3718387050303134,0.7476312137969542,0.41170459800755604
8,3.632569787684456,0.5275169834363789,0.4668917105054733,0.09785356660857258,0.3905160996633207,0.13933233918790427,0.5873437863851587,0.035013391791421405,0.7842786163768949,0.43473709926440507,0.8776914916958033,0.450498936840359,0.8776069859497593,0.45216068650957475,0.8129752473548398,0.3755023145124059,0.5099437410309489,0.0368534984364812,0.6682061038859496,0.37387288027295296,0.9590702570772169,0.7328079070329906,0.626930974565788,0.31863253312807505,0.6699531742626346,0.49783826312763346,0.6832911385735625,0.24823925022221743,0.4534422231318074,0.039801106625739185,0.6682237131709099,0.04361963198092876,0.6879303707203541,0.08037407509752975,0.5377029099109593,0.029685468960403756,0.6321981143614007,0.09667796894746974,0.7744900001637373,0.1415771070746199,0.6005078911573342,0.07218871366231752,0.8336351313469686,0.22601683349462223,0.8390833016973789,0.962751124540696,0.7958094170444414,0.5183706687868403,0.5427290698783911,0.06693716747501295,0.832812784648339,0.484179979301018,0.8978258292621819,0.518171707795461,0.6927342339931367,0.28744977771837127,0.6382783882783882,0.38358727228244893,0.12070466626065832,0.7682988843437769,0.422633110310349,0.8773689136671619,0.3805543909218217,0.8255252737013743,0.38726634049780595,0.6509129695334721,0.36826204084198544,0.5936287126457727,0.21692703253999474,0.6440414551275951,0.42510170277803483,0.6927835291110415,0.23808291647135055,0.836904557942133,0.9634848152720806,0.553123921768028,0.07245491897813006,0.7920288271944645,0.35066383674656415,0.8647593016474184,0.40336355799024043,0.7069136349137239,0.36245827746741804
9,3.535224771146583,0.6646057552858561,0.623513051597789,0.14529296855290344,0.42554190768706857,0.16972581551935306,0.6370716832580022,0.03508093864463309,0.907700071030079,0.5810699222825683,0.922617412142183,0.6919243539819496,0.8880645168433609,0.5466899268770548,0.8964599383610247,0.543561477686428,0.608608384237329,0.042874288672610186,0.6692989839727224,0.48282358070282483,0.9633434233639865,0.7468781801015798,0.8237067464696837,0.5205592272332581,0.7330776079024204,0.6446854242803818,0.7743993503499838,0.2748048056347565,0.5731249288796874,0.061273270828082496,0.7481949163283412,0.05708658529707269,0.7600064122034356,0.12386025460635833,0.5576602131401414,0.03298856326190678,0.5474735843540621,0.04989602744694771,0.8486805281963938,0.19024900931139213,0.6400607469284881,0.10376822069983865,0.8577298505060451,0.39040861229027285,0.8667340123390372,0.9689839109509257,0.822922856274054,0.5377691716521612,0.6826388543583114,0.11388475669314047,0.8854756474121802,0.5329110709198194,0.9375069512021478,0.6440946045661927,0.7539081761283831,0.35512096033440055,0.69253663003663,0.42216022516308493,0.15260455067611037,0.8785104054397083,0.544198725627945,0.8673794941705497,0.45144905814324715,0.8902694308564331,0.47148224996264615,0.6540297041316012,0.4512710618135339,0.7759318627004373,0.3458979378529792,0.6921285075370415,0.5462654774557418,0.7816323329499111,0.28728123177964887,0.8674157033189658,0.9698913713134977,0.6630184593313599,0.11259187620263297,0.8379620744296922,0.37539064558265833,0.9133514529945959,0.48030407586704754,0.770315804418615,0.4323856885231407
