epoch,train_loss,train_accuracy,train_1st degree av block_rocauc,train_1st degree av block_prauc,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_complete right bundle branch block_rocauc,train_complete right bundle branch block_prauc,train_incomplete right bundle branch block_rocauc,train_incomplete right bundle branch block_prauc,train_left anterior fascicular block_rocauc,train_left anterior fascicular block_prauc,train_left atrial enlargement_rocauc,train_left atrial enlargement_prauc,train_left axis deviation_rocauc,train_left axis deviation_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_left ventricular hypertrophy_rocauc,train_left ventricular hypertrophy_prauc,train_myocardial infarction_rocauc,train_myocardial infarction_prauc,train_nonspecific intraventricular conduction disorder_rocauc,train_nonspecific intraventricular conduction disorder_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_normal ecg_rocauc,train_normal ecg_prauc,train_premature atrial contraction_rocauc,train_premature atrial contraction_prauc,train_qwave abnormal_rocauc,train_qwave abnormal_prauc,train_right axis deviation_rocauc,train_right axis deviation_prauc,train_s t changes_rocauc,train_s t changes_prauc,train_sinus arrhythmia_rocauc,train_sinus arrhythmia_prauc,train_sinus bradycardia_rocauc,train_sinus bradycardia_prauc,train_sinus tachycardia_rocauc,train_sinus tachycardia_prauc,train_st depression_rocauc,train_st depression_prauc,train_t wave abnormal_rocauc,train_t wave abnormal_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_incomplete right bundle branch block_rocauc,valid_incomplete right bundle branch block_prauc,valid_left anterior fascicular block_rocauc,valid_left anterior fascicular block_prauc,valid_left axis deviation_rocauc,valid_left axis deviation_prauc,valid_left ventricular hypertrophy_rocauc,valid_left ventricular hypertrophy_prauc,valid_myocardial infarction_rocauc,valid_myocardial infarction_prauc,valid_normal ecg_rocauc,valid_normal ecg_prauc,valid_t wave abnormal_rocauc,valid_t wave abnormal_prauc,valid_mean_rocaucs,valid_mean_praucs
0,5.173359385210816,0.44683611938019996,0.322182795473156,0.02756140967413069,0.6175745243236784,0.024567685281484813,0.782273200237278,0.21266620280119788,0.6633764213357833,0.11332166939085044,0.9060978780271968,0.30338164825252684,0.36292935599340603,0.01474353405114982,0.4920871991404373,0.32776200542390216,0.8026033330966336,0.06361002618441683,0.6546643054061444,0.21100421177768555,0.6195032324374717,0.3938293277757174,0.4465231866237156,0.0333528385303504,0.6132289304879075,0.02693258336469169,0.9140560752910792,0.7656677618017954,0.5883590939291055,0.026762015971950853,0.48898627527248595,0.02436933413190212,0.35711290114265437,0.012821168573124398,0.7786398603697972,0.12694214628215936,0.5720285092102266,0.04125319925697955,0.7910926228561053,0.18051476975356448,0.6980179704774825,0.28920233011082325,0.67430754965887,0.09289044170427481,0.8035397021094294,0.32722825692927837,0.6340538601318202,0.16547202577381623,0.5018315018315018,0.6574149998982645,0.12517306028812134,0.9029890960155393,0.3197627262623183,0.5159335435563114,0.3419799055035281,0.6529311925255687,0.19491111170766598,0.6425584129697541,0.41872113578414183,0.9056108069543394,0.739822128861311,0.7840530383408348,0.2945729233808943,0.7230701557515161,0.34784899882685444
1,4.750950936551913,0.5174414166857492,0.47413094705491876,0.037642072495191026,0.5302665361088525,0.019028492189378424,0.9046297625556132,0.6856699259390049,0.8237215673645676,0.4034914765741334,0.8974326576476671,0.2739206715918916,0.33166878628501295,0.014868527784568524,0.5375443310593557,0.3273397624167065,0.9213783572673196,0.16278196184512864,0.602957774309979,0.23141204889861697,0.5526204115620341,0.3803422028941089,0.39900660869274795,0.03036879027929616,0.560854476358114,0.02908531627393022,0.9191282152055977,0.7739832928081213,0.5916742503578435,0.03541180824359601,0.4113663463854196,0.020193400311144385,0.34493072370091166,0.013743256272124586,0.7505106621697976,0.13145710413484626,0.6060237090127965,0.05435807358127721,0.8004894435365391,0.23715325794571843,0.8032561890822834,0.3404368615357357,0.6563104823744057,0.11789263413971887,0.7593742241165274,0.3397452021299484,0.644512566464014,0.2118330063765539,0.4906135531135531,0.8371792784910573,0.4592772442694407,0.8928765711131172,0.28737422741348084,0.5555549650415723,0.33835694193511423,0.6032400824594824,0.2133230308657992,0.5654269014713706,0.3918997232182906,0.9098438005990931,0.7392920308271479,0.7448863065256481,0.307990730082494,0.7298582722430488,0.39107341837310966
2,4.521679852556776,0.48538279520647276,0.5069375645036509,0.0512686606098363,0.5006611675015955,0.018446632388400636,0.9120176666232085,0.6855766311153713,0.8412396936876352,0.44837420303894154,0.7400298157568115,0.1586973239550372,0.28044342573763603,0.012618643067904924,0.44685484874738224,0.25297909993264117,0.9594371560062842,0.5528952094780915,0.5821227047556734,0.1938004347081826,0.5801385753807722,0.448538751768444,0.41532746893073025,0.0322977552081061,0.6077029891205783,0.030837079528488624,0.9250450637602027,0.8006617013550026,0.573288671761949,0.04158975651080717,0.44322786402704817,0.020715895546271984,0.34921140962014946,0.013310622787434816,0.7765166867755274,0.16832085730476223,0.6323365073958147,0.0725021280300255,0.8325003301474108,0.32526245574971957,0.7438252573891535,0.27404776893325417,0.6326974341343605,0.08213354223308572,0.8050484759822989,0.3898738816963976,0.6403004898975396,0.23067041067937302,0.4981684981684982,0.8512767818992004,0.4939652044733794,0.7413724684825577,0.18321514589226576,0.46315517526455025,0.2600935362784052,0.5763780122112433,0.13520671678002383,0.5903162149515911,0.4486828204263219,0.9166982067681347,0.7646375056154698,0.7923388132545593,0.3582644839880644,0.7045050961188339,0.37772363049341867
3,4.371634791874811,0.5563697427677277,0.4811617036877919,0.09020075632067598,0.5513464867416791,0.020269600539398115,0.9053370142506847,0.7418081554545671,0.8676973768333515,0.5079016528256151,0.8126006724944034,0.37540423258840705,0.4264180957554124,0.019320026690614493,0.6219900310936199,0.46599443192311185,0.9367908724094506,0.4246790423126715,0.7273502263156575,0.3718533427670799,0.7344935040652592,0.5953340228904295,0.41846803507722874,0.03432857940263337,0.7098184436206156,0.040395202308890196,0.9249098514250423,0.7769019598507344,0.5620354648895242,0.05245011304173544,0.49540865902236153,0.026921831555056844,0.5020432908209089,0.02398829965055612,0.804173891540992,0.18190351755592607,0.6582939834165519,0.11665886471992695,0.8050295894616947,0.3144938048552966,0.727143438468625,0.3853789877202084,0.5769766203188221,0.06768803139262568,0.8354045060877947,0.37408268868045325,0.6856768980817033,0.27308896113848247,0.5840201465201466,0.8769507803121248,0.5115375509970042,0.8103546485619377,0.36140500241395435,0.6151586415816326,0.4508806644580412,0.7135338041126472,0.3740916166720645,0.7229477463759171,0.5705526271145821,0.9182670316547927,0.755809731067823,0.8042855627156881,0.32912387845081514,0.7802140307592486,0.47905729588204066
4,4.251132727069678,0.438897794061522,0.49578002781227837,0.08471397881481765,0.4234961808925142,0.015000032661224849,0.8663314899078596,0.6425885133604302,0.7899938197644407,0.4303963248743882,0.8016313632509365,0.27869693388522626,0.3544371598812224,0.016163872380870394,0.6399373002848536,0.4024797094055316,0.9549339082476138,0.5292557733188326,0.6185671072787557,0.24758010181785606,0.5161334539653132,0.3438977010557232,0.3707949025170452,0.028325931245078623,0.4989447022616358,0.01739127114592152,0.9363081544281235,0.8313505728078181,0.5551317471713866,0.047672651303815136,0.35662562312107204,0.01732207546898436,0.36613707992939504,0.01746430807022207,0.7464166412789504,0.13853464508007482,0.6625878312735816,0.10953131916564784,0.8186764390300268,0.2591082078218128,0.8213427382464875,0.4502112499382803,0.5271315255199645,0.05028771008622651,0.7566976086967105,0.3388421087649935,0.6308198547618257,0.2407643178397171,0.4690934065934066,0.7714417970578061,0.42074245478003924,0.7851546055112236,0.2691419468819035,0.6347908694727891,0.39118628563703134,0.6219922304201759,0.1926548850733868,0.5041749726262141,0.32021851738076174,0.925073115689767,0.793577699632122,0.7124205653402427,0.2865197023654306,0.7078640223026028,0.3820059273929536
5,4.158103133874871,0.5282039538966491,0.6266446311158345,0.19206010789262987,0.6308481449424875,0.027044589920240843,0.908720482625524,0.6840423450714862,0.9096020970178588,0.585673864118168,0.8797139560999846,0.643307637797892,0.4723524564964871,0.024869070659023843,0.7934114471619785,0.6339386004646977,0.9717531762235242,0.8268713211755929,0.7420729523238696,0.36912798583336737,0.8065188629106826,0.7106539300305615,0.4364653946830515,0.034659734246507784,0.7203611554620554,0.04477543311456428,0.9140617038747395,0.7375618747247379,0.6990883891455983,0.10047931023524283,0.5672004469451309,0.03709888525136941,0.5567389442211853,0.021096828463793658,0.8114933546813832,0.17699977820560978,0.714310740658993,0.15357347498153112,0.8725177041549053,0.5108627922730876,0.7877551625210673,0.4377149543608798,0.6730862142835747,0.09738297899015166,0.8540389146637717,0.3698698694335071,0.743125287827895,0.3372575166929383,0.5382326007326007,0.9156347284676584,0.5980504033581474,0.8713014274826095,0.5730822394149565,0.7802600033068784,0.6147743370264783,0.7290385408691336,0.3634191581916541,0.7897467510263253,0.6863241336544237,0.9065768701424871,0.7032475414906404,0.8237480315840024,0.32474801284464555,0.8309009075541564,0.5519494037115636
6,4.081477872506961,0.47683382947866576,0.6569763272610397,0.2369628748442573,0.5913356457803307,0.025909494472853276,0.9196602620638663,0.7152653191684264,0.8759539110709093,0.5414753017846865,0.940169774608361,0.6591464550400138,0.5538958131071196,0.036077267294395025,0.8060260804086155,0.5985369292179595,0.9761391945793796,0.7887384515713513,0.7619010933117782,0.4158820148284693,0.7595265605637697,0.6424486161978643,0.48533885968498325,0.04298192707172967,0.666679042348099,0.03170944428117674,0.9291585899064475,0.7938240803354537,0.6063165995621602,0.0995787297070285,0.494493137636243,0.02576054958903459,0.5315239449708806,0.01831572997777603,0.8043060866099145,0.20006299414556436,0.6907183438102306,0.18543203717758452,0.8022802868981,0.34053598320099987,0.7636277076886455,0.40988146364592,0.6134713480724427,0.07120041202523139,0.8396448157596235,0.45161430114112033,0.7304156102592245,0.3332427443963134,0.573489010989011,0.8657924186623802,0.5469964523901623,0.9332739555625842,0.6218437367068522,0.7887081916099773,0.5630773873921311,0.7424451468441704,0.3695964831738155,0.7404689201281838,0.617921767720009,0.9136808563390546,0.7517750085029616,0.8049618043534104,0.385681139309252,0.8270473276428227,0.5509845678850263
7,4.027341254584963,0.44072971528890925,0.5720510020980342,0.17834562972846738,0.4760763005510822,0.018831942663418415,0.8750810718777705,0.597970878452771,0.7846511126791913,0.36091473389886647,0.8021451194488513,0.49999855897861417,0.46046921656654993,0.027513776625681614,0.6986867866785352,0.4859493240109636,0.9715632561874225,0.8473982012906,0.6895154242090294,0.3345124165404475,0.6141550311571673,0.40770343073389637,0.4145291206061539,0.032725144119930556,0.6508494051802663,0.039817882241471085,0.9314098549341342,0.8173361719609576,0.6173478487251233,0.14245045327273648,0.37747096352678555,0.017759615015486917,0.4258484546627336,0.01790011113441755,0.7759295259364041,0.16639472239367126,0.6850277983917079,0.1590119091550549,0.8551271892900181,0.4050103264481119,0.7797799147076284,0.3707571285891516,0.5915017665313607,0.07526461239382086,0.8213568163340814,0.44211755491269483,0.675935135467274,0.29298566020732875,0.4706959706959707,0.7712952977801291,0.37367411682152135,0.7835599719145341,0.42801102140668684,0.6811301256613757,0.4555800388279048,0.6721957974090667,0.29098503703991546,0.6038934455354323,0.3804645786225396,0.9149373583225388,0.7699077260587104,0.7732398731279109,0.3681059143954245,0.7428931242501411,0.4381040618818147
8,3.9594806380403305,0.5901839554232501,0.7397336029498458,0.26602057964336284,0.5531578671282819,0.024694685249115826,0.833169651238053,0.5599719225041373,0.8117520375834095,0.4419019166449598,0.8616861616284963,0.5167647622296144,0.395156045177192,0.022044082711432232,0.7944934132372715,0.5490595826326654,0.9305556547640307,0.5655153223462988,0.6891365200997674,0.370878332482019,0.6906871573407982,0.5337805838848325,0.4222894131497539,0.038622640533826504,0.5849730255769405,0.0276492694981584,0.9435890853200641,0.8398156652489714,0.7033864311486859,0.19342040585726203,0.40783203652864114,0.019322665420650066,0.6205007148084862,0.04078612761846811,0.8103267499741649,0.19325581148564516,0.7452405573234294,0.21638405173518577,0.8938397588273164,0.5058513216037186,0.8514362137911322,0.46956103691488316,0.6226022901747518,0.09733020180395185,0.8302730866409297,0.45544698960066693,0.7152644306550656,0.31582172534771935,0.5798992673992674,0.8106028852218854,0.40891667061138587,0.8649712153260541,0.5016146438999737,0.7744533316798942,0.512368401373572,0.6734422392202216,0.29892540289581027,0.6713808009225571,0.4939580990732575,0.9242319057642489,0.7823083781581178,0.7784861903751438,0.36319986657599357,0.7853669383585722,0.48018449465544427
9,3.892179658709387,0.5562170826654453,0.6249095131882206,0.19473802999627807,0.5619880050008306,0.024788255709735835,0.9017240310808359,0.6655909260647084,0.8940071842278494,0.5757726005036943,0.8572175231496427,0.517153451854511,0.48175198155191606,0.032807961768301266,0.7680245120917695,0.533169454134221,0.9448078509245368,0.6792947448796571,0.7702837870591143,0.41722113068304045,0.7253549752741829,0.5500417575203405,0.5034374579510322,0.0522557431743297,0.6455209044079553,0.030648523975536586,0.9525698484774051,0.86908289316331,0.6789145729037165,0.2015352278831363,0.456903541373081,0.02249506111127505,0.5283633483618786,0.028702747664949724,0.8227691914359069,0.21214690670538966,0.7158948753286885,0.2281452349663867,0.8652839680417306,0.40762106800028264,0.8569209791638186,0.46781846881196437,0.6425500300173592,0.08738392770596996,0.8357876403892683,0.43728382340310373,0.7288629873363971,0.328895360894551,0.5647893772893773,0.8846012981463772,0.5384350202540937,0.8548828515387336,0.48630698447211845,0.7492981741307634,0.5027757347652863,0.7514428466177011,0.3496212659559608,0.6961137723933454,0.4833703830347625,0.9303751416774612,0.7996236287448083,0.7892167100369673,0.35455365050401516,0.8079901135059071,0.5020980953901493
