epoch,train_loss,train_accuracy,train_1st degree av block_rocauc,train_1st degree av block_prauc,train_abnormal QRS_rocauc,train_abnormal QRS_prauc,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial fibrillation_rocauc,train_atrial fibrillation_prauc,train_atrial flutter_rocauc,train_atrial flutter_prauc,train_bundle branch block_rocauc,train_bundle branch block_prauc,train_complete right bundle branch block_rocauc,train_complete right bundle branch block_prauc,train_early repolarization_rocauc,train_early repolarization_prauc,train_inferior ischaemia_rocauc,train_inferior ischaemia_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_low qrs voltages_rocauc,train_low qrs voltages_prauc,train_nonspecific intraventricular conduction disorder_rocauc,train_nonspecific intraventricular conduction disorder_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_normal ecg_rocauc,train_normal ecg_prauc,train_pacing rhythm_rocauc,train_pacing rhythm_prauc,train_premature atrial contraction_rocauc,train_premature atrial contraction_prauc,train_premature ventricular contractions_rocauc,train_premature ventricular contractions_prauc,train_prolonged pr interval_rocauc,train_prolonged pr interval_prauc,train_prolonged qt interval_rocauc,train_prolonged qt interval_prauc,train_right axis deviation_rocauc,train_right axis deviation_prauc,train_right bundle branch block_rocauc,train_right bundle branch block_prauc,train_s t changes_rocauc,train_s t changes_prauc,train_sinus arrhythmia_rocauc,train_sinus arrhythmia_prauc,train_st depression_rocauc,train_st depression_prauc,train_t wave abnormal_rocauc,train_t wave abnormal_prauc,train_t wave inversion_rocauc,train_t wave inversion_prauc,train_ventricular premature beats_rocauc,train_ventricular premature beats_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_1st degree av block_rocauc,valid_1st degree av block_prauc,valid_abnormal QRS_rocauc,valid_abnormal QRS_prauc,valid_atrial fibrillation_rocauc,valid_atrial fibrillation_prauc,valid_atrial flutter_rocauc,valid_atrial flutter_prauc,valid_complete right bundle branch block_rocauc,valid_complete right bundle branch block_prauc,valid_low qrs voltages_rocauc,valid_low qrs voltages_prauc,valid_nonspecific intraventricular conduction disorder_rocauc,valid_nonspecific intraventricular conduction disorder_prauc,valid_nonspecific st t abnormality_rocauc,valid_nonspecific st t abnormality_prauc,valid_normal ecg_rocauc,valid_normal ecg_prauc,valid_pacing rhythm_rocauc,valid_pacing rhythm_prauc,valid_premature atrial contraction_rocauc,valid_premature atrial contraction_prauc,valid_prolonged qt interval_rocauc,valid_prolonged qt interval_prauc,valid_right axis deviation_rocauc,valid_right axis deviation_prauc,valid_s t changes_rocauc,valid_s t changes_prauc,valid_sinus arrhythmia_rocauc,valid_sinus arrhythmia_prauc,valid_st depression_rocauc,valid_st depression_prauc,valid_t wave abnormal_rocauc,valid_t wave abnormal_prauc,valid_t wave inversion_rocauc,valid_t wave inversion_prauc,valid_mean_rocaucs,valid_mean_praucs
0,4.897931106774509,0.3713696554122879,0.8562329846036727,0.3078257481948906,0.794540075680919,0.28841737195120065,0.6812604951498702,0.014696773972834885,0.8913323728370957,0.14612310481822627,0.9510879929857402,0.6901815412139394,0.9423120404662653,0.6622966848703402,0.9650167912794947,0.36394627420436515,0.8073244031535711,0.040199695149079936,0.5213156745331051,0.010329421933114088,0.9398219200178338,0.2598224843847178,0.4996029312507977,0.027875073622640845,0.5695709463789511,0.037384839330322585,0.6830959436293772,0.08196040866685594,0.9391044127218383,0.7709917458124108,0.9478280728482164,0.5788148657041203,0.851319228958575,0.23148888834692435,0.8838991936262778,0.2031201184816083,0.7711637179534165,0.018230763316200355,0.6621145659354786,0.06015983566078788,0.564712949387217,0.05612973723353265,0.9541194907433412,0.46835396930385575,0.5818348872523478,0.13462556116265845,0.8697256206257077,0.4479421486085133,0.5790161147304005,0.05575111807560886,0.7049499830264712,0.3522310393541641,0.7106029316363257,0.1839919099985584,0.7317923543170249,0.031780121557443176,0.772396225767753,0.24165449055292273,0.36185436386673625,0.8579979430289486,0.32582475334806854,0.792919751722762,0.28576657838333575,0.89764582014989,0.16913267513559294,0.9474291762318306,0.6584438938673505,0.9551756165457651,0.34086104004028384,0.5256926295467056,0.028343616511065275,0.5532483385947262,0.03797349859272501,0.6765868984987425,0.07461898200947192,0.9334328227708806,0.7502187490924371,0.9633073484911308,0.6487654855378622,0.8305163896120075,0.23230325445522637,0.6803221530944302,0.07027649993295888,0.5721517327669203,0.034177267418575796,0.5754885255285243,0.13708379972661,0.8799554840110749,0.4444004886088347,0.5666855239637194,0.052310174655581035,0.7035223813788922,0.35417904808078404,0.6756832976515209,0.15350413316337394,0.7548756574215818,0.26656577436445206
1,4.380268220300156,0.4224739758018434,0.9253867998848357,0.5212533581034903,0.8352759801390703,0.37453677586395184,0.772961608669643,0.019754148722409243,0.9122139915055135,0.1959299113291231,0.9607126521227715,0.7613246207547885,0.9484850073032912,0.6775574454833307,0.9863394907790108,0.587096965808119,0.8525407874386632,0.06472444872312061,0.5875828761355969,0.016361390400033614,0.9626708961587499,0.3416093132910293,0.5221662977338271,0.03030557882691251,0.6051151881232366,0.04513854769941547,0.7181957755240745,0.09549736439151825,0.9474973511923783,0.7952273207445115,0.9692755394192062,0.7566193853211605,0.8704303692049008,0.370231397116296,0.8532349387117338,0.1866348663717987,0.8637449027873516,0.046330487061332186,0.7609378655931476,0.12185207697298725,0.7772083685714022,0.1360168603799603,0.974455852086378,0.6952634717320918,0.612035017410304,0.15065702616019358,0.8933310327320036,0.6222776554949717,0.6374989142846286,0.06913057621242683,0.6934773013559506,0.3493838207726374,0.6916554426580704,0.16663026866242703,0.7898406667719897,0.043003721253374816,0.812010033862879,0.30519810383901524,0.40515763583513453,0.9280058454218132,0.5150261917390735,0.8286318147374823,0.3618770240397519,0.9168751678917128,0.22082031593189977,0.9538641077361039,0.7135921611152012,0.9851701437400838,0.5911695211945861,0.5582215607430019,0.0354424587192733,0.565827240366705,0.036595182048981954,0.7158234498798574,0.0975895324471939,0.942526292722473,0.7851105138187439,0.9717689009182119,0.7807315314593748,0.8476720762239881,0.3511563675478987,0.7725571268031283,0.11175005729701483,0.7994650543374429,0.11021893788916548,0.5962629956174856,0.13846900272949259,0.8977417170661826,0.6015201522889061,0.6157071081807246,0.059286763109199156,0.6976961660461916,0.36077893207910205,0.6561066976754294,0.15298655216751528,0.7916624147837789,0.33467339986790967
2,4.202889503116166,0.3720156020968423,0.9413726204287145,0.5815541116518307,0.8373651564589797,0.40281772402141736,0.7790767826607141,0.019522186745568514,0.9379547866590874,0.36312542485987337,0.9687300652271306,0.7987203712073758,0.9434785078799574,0.6616722515397184,0.9863542199715502,0.6029067287871205,0.8946070777458816,0.1504035537936334,0.7378394729376894,0.058061511533942275,0.9732612247524062,0.5792994935807618,0.5737438293540907,0.04146312923283435,0.639866890555579,0.08044881873461296,0.7269618158176906,0.13828532837422305,0.9558650387771048,0.8222965503977827,0.9818864533733228,0.7881194794076215,0.9161892329161466,0.5241067326638739,0.9067266466976821,0.37109929707793643,0.7939896833746541,0.028796484535127422,0.7666928863960834,0.21487453047156457,0.8201883621878137,0.21414232064201766,0.9737637722842747,0.6414111030976964,0.5549771642114821,0.17476861107632732,0.9251548939343455,0.6798745465460679,0.6327759095616239,0.09535196785645378,0.6964840079134726,0.38513435857119344,0.6465046411821531,0.1904412243006196,0.8028919269880046,0.05062836369253491,0.8264704840832457,0.35775282238517514,0.36118357307892973,0.9472529537500294,0.5958698860228516,0.8314508849568032,0.4044313305811848,0.9353723725510346,0.3659149025040538,0.9633273197419073,0.7625222891613973,0.9831912947307582,0.5854928969466479,0.6054224436240523,0.04439753218548516,0.609244439843948,0.055287635405874246,0.7209306500311741,0.13601261303125267,0.9523624854396779,0.816442629004594,0.9795805460595108,0.792772332684046,0.8943022353093059,0.4862763815817785,0.7732239200251386,0.18694583711590804,0.8086520343294261,0.17769143279965843,0.5408894669621964,0.15612758628865753,0.9265076330101305,0.6596638805409337,0.6039117985111883,0.07914888851681727,0.7013142994948545,0.3989496187134152,0.6081155656020083,0.1660977917320476,0.7991695746651746,0.38166919248981135
3,4.078172150263801,0.4196417480311048,0.9367399347680294,0.5950169082893361,0.8510974332851883,0.4371845009047971,0.7752097587341766,0.021163115751991486,0.9490040147135329,0.5531152920754197,0.9614005600927507,0.7335054646514096,0.8683361166075623,0.49926014779165007,0.9772839960698141,0.5240539257803221,0.9294199207558814,0.2167934817235961,0.7032449299778268,0.03625057042505473,0.9534230431500624,0.5853803356748799,0.5728712263297244,0.051429068438028226,0.6186024129469277,0.055004459013243516,0.7314505152006896,0.14022396826292335,0.960665220681729,0.8271006700670005,0.9762784069351059,0.7896785724439466,0.9373933790595916,0.5199895601571153,0.8987274141616262,0.28402311849056,0.8438679034976759,0.0341311954239549,0.798504158854835,0.24392681579096664,0.7463739468117363,0.20908790990342452,0.9485741071308669,0.5859075911310018,0.5322993275172258,0.16061417149180604,0.9285182225824786,0.7021861226216888,0.5864110685539257,0.07465207611970451,0.6615366251682593,0.35625002828327634,0.6171784391101773,0.1539996981306977,0.8184761038690809,0.04664789273039795,0.8178847476506103,0.3495028393173405,0.39956771260341356,0.9390827855347622,0.5790062329597122,0.8442841838467771,0.4203502216166051,0.9483135108433256,0.537420817853618,0.9570489970320363,0.7047918432692715,0.9724653849425926,0.5006372512588141,0.5976676400527103,0.04962220452542834,0.5748214942219861,0.043449881097638934,0.7238115336924769,0.13206071232785585,0.9551195080513459,0.8072188049358775,0.970388369284729,0.797467415221803,0.922159129858954,0.49465919069936054,0.806191808952662,0.240397760096979,0.7279314310545697,0.1634160065419898,0.5222270605129913,0.15063604240193518,0.9291448594931723,0.6881742641714229,0.5635105672985621,0.061280676842078816,0.6651857131860656,0.36733855635932183,0.5742948042209591,0.1308106867884567,0.7885360434489265,0.3815965871648983
4,3.982250802783663,0.4804104245857246,0.9225086004042364,0.5511300300223909,0.8792613661173624,0.5050279392574971,0.7869143634240783,0.025958935132025476,0.9511597879688549,0.5583940085768613,0.9585219947946284,0.7474630058600571,0.8654472149187189,0.5234418489368378,0.9780620962175177,0.5213581380105431,0.9206482885847246,0.2554438486711549,0.6411208436496312,0.028018439318168248,0.9596083355006384,0.6306246073747487,0.5827267018390296,0.06456949891537483,0.6819251211169773,0.07306228457049448,0.7789975190077801,0.17895717245193454,0.96364520947753,0.8440934933017762,0.9739804209490832,0.7636276537869552,0.9012684218522242,0.4253532487255153,0.8190207222930339,0.2578434902965024,0.8893103318682556,0.046888705195286734,0.7774846590907779,0.25879666173756616,0.7245034667230689,0.24206755127627408,0.9538143023676756,0.5308646994616184,0.580330641464031,0.17391133005003695,0.928233931489679,0.6469755852949377,0.5570624945624946,0.07846461100498726,0.707887887359894,0.37641860038362907,0.6534848670387612,0.20324930397793112,0.8222356359264641,0.05078487424237073,0.82070982318545,0.35417739132716575,0.4603115450547812,0.9230655915385674,0.5471631760974046,0.8675959841418021,0.476600127504925,0.9505773672055426,0.5552634759917164,0.9528711504838296,0.7115439787719059,0.9729799953165412,0.5188661543583658,0.6074418564608028,0.059251041953960894,0.6393706520846791,0.052490198152419995,0.7679297988749325,0.15730823618738296,0.9586706718527755,0.8191181418663233,0.9620109686881588,0.7708064508566798,0.8854637561283358,0.4152249968529764,0.7854567367134009,0.2387282007778529,0.7144214307923414,0.2133588133082286,0.5652149981970669,0.16059329457121868,0.9280363782556876,0.609151657791343,0.5422743835229442,0.06611857334029468,0.7121137491874201,0.38959889406661585,0.6085132095156329,0.17978798475183566,0.796889371053359,0.3856096331778584
5,3.910118000264085,0.38779160766192144,0.9402641505316578,0.5721505541463121,0.8638122825926718,0.4679962090633518,0.8146915748351071,0.022981270518492573,0.9545550284246132,0.57643151297867,0.9642462065822208,0.7689989377761433,0.8923825274388812,0.49514439543280503,0.984202793066551,0.5927291776774196,0.9268034235528759,0.18400116565734667,0.7100529789737287,0.040744841662148264,0.9720577361010801,0.6110423468958983,0.6519093530843731,0.0672652352669788,0.7447504904118867,0.08626428759073076,0.7805025060825634,0.15849200504312833,0.9410338176944991,0.738874427633546,0.98210204143463,0.7781478838374368,0.9261009669548141,0.45249837874571053,0.93400457810793,0.30060691896949854,0.9191397490032001,0.05551588763664482,0.7896862802253503,0.22905690424955666,0.8663926390962525,0.31049344987375543,0.9647591538823761,0.6398740291147912,0.6153439770635739,0.16557182721677846,0.9263747959557949,0.5977081328850257,0.6068337854052139,0.08231240970313854,0.7263394713369455,0.36492922070919104,0.7076099476699238,0.1865267298013625,0.8188034016777191,0.05297917486767163,0.8490650243402383,0.3555310116649457,0.3660281732130879,0.940261768860881,0.5276878533722575,0.8561963010207112,0.419612673234711,0.9532511948481358,0.578340442453549,0.9602880505636037,0.7407663610960328,0.9819502658783721,0.5646246507329157,0.6873836739108327,0.07314193638985697,0.7000021926011439,0.07915792102141825,0.7723162308139575,0.14871013868246108,0.9381152284873068,0.7287654594341613,0.9775030017424092,0.7613429513150207,0.9050018773438524,0.42045161483711113,0.7980037860083559,0.22596916955116583,0.8386865360769903,0.2412140210225326,0.5938417620456105,0.14965924065424513,0.923552224773545,0.5982422027694664,0.5907452889300278,0.07112251664326039,0.7235464662280404,0.36483460235356224,0.672293978286621,0.15486781790688597,0.822941101578911,0.3804728651928119
6,3.8578570251159676,0.47591364189709573,0.9583707549739351,0.5889660135766508,0.8889364916102783,0.5100407358544689,0.8282935295056771,0.029433735545708113,0.9620276918789095,0.7015504542110049,0.9759650521180404,0.8281244322585744,0.8766815250592986,0.4028368937826712,0.9837333113102963,0.5576489771185266,0.9416982739954347,0.33324296326770386,0.7579839943804721,0.050067396010396725,0.9840446624939625,0.7569178591521379,0.628667405986289,0.07782346741324978,0.7108934767427912,0.11183396027496169,0.7769008610415591,0.20533760112127675,0.9662923552313314,0.8440408687780598,0.9835806194191311,0.8548065338945833,0.9455431138297627,0.5514496408332825,0.8484567627739208,0.3070477881758504,0.9001934308895113,0.0453255227428915,0.809618871922608,0.2835165778065981,0.7793954585145026,0.28067989223731293,0.9546295730063011,0.5516781524064515,0.6226588989352543,0.22328734517432555,0.9429448828653266,0.7174141347971411,0.6765259979545694,0.10709512413947055,0.6798174328071527,0.37589775141742177,0.631137449644948,0.2036078342695899,0.8385228056519947,0.06583277128308396,0.8464264697978985,0.3913149787979035,0.457032123425505,0.9537112724026964,0.5627755696235918,0.87431095465116,0.46558249457867446,0.9578706733516865,0.6555083622979307,0.9717712983930308,0.7996771128112372,0.9809157828173196,0.5271648450959169,0.6510825354957677,0.08125534438906787,0.6758098984213782,0.08761953018398931,0.7688860361338592,0.18715043287620525,0.9603287559777804,0.8162479980067308,0.970579734963442,0.8163670707571956,0.9284157827723513,0.4921269302490697,0.8213018892759943,0.27837868031804197,0.7486624485377027,0.22174219965401581,0.5943930041152263,0.20139905292683413,0.9387541515989533,0.670443921686827,0.647849388597879,0.08296638778639935,0.6798517311235607,0.3877249135598817,0.5908224023821685,0.17046045704668789,0.8175176522784421,0.41692173910268315
7,3.8014559901334324,0.4932299818638046,0.9445053298539077,0.5898367134904183,0.8862615774066218,0.5338353897246467,0.81924221411356,0.03136559792557289,0.9478750910809527,0.6760680349423481,0.953726990527347,0.7419965226140628,0.8485653332465439,0.44240027411787985,0.984507693784075,0.5764188906794667,0.9494759530367644,0.3761645158617048,0.7224205395801693,0.03774007617549685,0.9673299375363041,0.6926770961884022,0.6854465935341625,0.10143189628840374,0.727466006580018,0.10416003326804746,0.812559211366221,0.23031062098414934,0.9612045592403607,0.8227678817192727,0.9842354978198478,0.8122486876095949,0.9478173675975546,0.5508399241855396,0.9097482293598038,0.343527027668024,0.9161847720764835,0.07364428299494992,0.8299504531420598,0.3586549224548475,0.8215844526711867,0.32608221632490336,0.9573774235834156,0.6010522813803474,0.6360133288903699,0.1947304945621846,0.9451886983076346,0.6960759523613894,0.6175661354232783,0.10223225317095319,0.7362993813948385,0.3997771022597873,0.7296818560888426,0.2434114513217288,0.8518294228938921,0.07849887799525707,0.8553357055606007,0.3977018154914585,0.46575240366698967,0.9360904463258068,0.52684649240963,0.8697067088538438,0.4863331108948412,0.943158040863716,0.630042193722081,0.9467216827710335,0.7123958981320898,0.9789239972881548,0.5463612180496834,0.7053800160455344,0.09708387168227847,0.6833623895477173,0.08065271106172335,0.7933825229251754,0.21461954946881762,0.9562170014809092,0.8060737332838644,0.9770444601353397,0.7827278502009654,0.9218033218720824,0.4941534252842854,0.829464138298868,0.3478718746598085,0.7970383190418929,0.25694766456072743,0.6049087217834664,0.16291448738953107,0.9363584689977715,0.6492140110148585,0.5960402842526442,0.08234360640128206,0.7320571433402255,0.3991625657354362,0.6919512155362597,0.2065880019429584,0.827756048853358,0.4156851258830479
8,3.750521334081652,0.47340438746863434,0.9367808006014532,0.5994030662477794,0.9208196237539179,0.5805559128067908,0.8121791345360398,0.0245790317042553,0.9692815975813639,0.73702924919712,0.9662297407808604,0.8066129387268228,0.842884207568088,0.4292142973639186,0.9830819722658953,0.5586102508810087,0.9408204808435146,0.26484397795806486,0.7526454429141266,0.06051991151333812,0.971123612509413,0.7352234309078713,0.6608755526327784,0.1062215057841327,0.7004257978013927,0.10639276450329371,0.7933956219564122,0.25361525440177757,0.9728059448270601,0.878793719442722,0.986662614958273,0.7939114774356242,0.9565344731183133,0.6553295415266109,0.9227526307026664,0.4390268072116076,0.9240381385536136,0.06147054786947604,0.831493459773176,0.384510514934087,0.8374199375635204,0.3175279234054688,0.9582657694017714,0.622645701151533,0.6230114928133575,0.24658537832355035,0.9565042386129567,0.7807922861992375,0.6498109176680605,0.1286895838890842,0.673983148875403,0.39167432373414834,0.6221018871477901,0.20232971972818925,0.8687497254536277,0.09520450558756816,0.8531362209338832,0.4170856897198178,0.44294551688156814,0.9318483210351296,0.555490845863819,0.9067187117708401,0.5202483777693422,0.9615149827015197,0.6756309145580321,0.9598400134636815,0.7742579215661803,0.976133217211623,0.5408745172640835,0.6773281763781968,0.11078890047825915,0.6398637323884412,0.05989596761851472,0.7684616839583318,0.2192448791374172,0.9655589846699563,0.8510310040263497,0.9785326962982518,0.7678941030608887,0.9314489371171584,0.5784374772635824,0.8325372266727942,0.35288425397370743,0.8015733695957563,0.2189955172373935,0.600619348498144,0.21462872292696739,0.9473543022134479,0.7090220026812304,0.6231779048768981,0.09558616450226762,0.6726596472212545,0.388107314169632,0.5834860949607138,0.17725065535326723,0.8199254083906743,0.4339038633028297
9,3.7071508835515354,0.4784228963255571,0.9465908385743336,0.6432722697621458,0.932977652217879,0.5984038569738631,0.8227336727686805,0.02627963920353009,0.9689596624273242,0.7142561412047931,0.9720113108755568,0.8109251334200349,0.834482243228994,0.5059573733992913,0.9770157189428222,0.554671543411741,0.9471005948768327,0.40277161957223806,0.7522070927241395,0.06612800469219099,0.9782639841017978,0.7685328686363043,0.6516072963678159,0.12449953978458275,0.6964996670994617,0.12582352373659889,0.7808771547255079,0.1900794505744038,0.9660636651606089,0.8353461144159328,0.9818214543757342,0.8173473030398314,0.9575363132530339,0.6268489683360623,0.9286110589009415,0.36859525022596706,0.936715780893328,0.0820620318079899,0.7902858616489857,0.30012612664101684,0.8272880875465389,0.3308862715724138,0.9356905747981547,0.5775958921073061,0.5034396856528808,0.16531347784768807,0.9565697742517446,0.7278127301965006,0.6223838545267117,0.1334104601138692,0.658316864852784,0.37393563189939016,0.6045943904146646,0.18291380852763436,0.8668810376118897,0.11028072402015116,0.8443527886229313,0.41348428722679537,0.43787731981814115,0.9380031274013374,0.5855382246239343,0.9148037559889876,0.5181805932806197,0.9585002334708919,0.6444671975900095,0.9663587974379027,0.7808281740671802,0.9688913972581594,0.5172339628777972,0.6582675127430707,0.10548606502319258,0.6308327652116804,0.07381765990334173,0.7429168388827786,0.155662959097968,0.9569787111993022,0.7972169558804105,0.9748192207687699,0.7705991771752019,0.9323373261543054,0.5421507056044508,0.784034035271659,0.24939235934953816,0.8030716295239058,0.26058089460739825,0.47702718079258455,0.13878048542560806,0.9465267757182783,0.6529261699945352,0.5927803642061764,0.10446206911977374,0.656473809895656,0.36639638605247304,0.5673494028277384,0.14931852016992408,0.8038873824862881,0.4118354755468532
