epoch,train_loss,train_accuracy,train_1st degree av block_rocauc,train_1st degree av block_prauc,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial fibrillation_rocauc,train_atrial fibrillation_prauc,train_bundle branch block_rocauc,train_bundle branch block_prauc,train_early repolarization_rocauc,train_early repolarization_prauc,train_incomplete right bundle branch block_rocauc,train_incomplete right bundle branch block_prauc,train_inferior ischaemia_rocauc,train_inferior ischaemia_prauc,train_left atrial enlargement_rocauc,train_left atrial enlargement_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_low qrs voltages_rocauc,train_low qrs voltages_prauc,train_nonspecific intraventricular conduction disorder_rocauc,train_nonspecific intraventricular conduction disorder_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_normal ecg_rocauc,train_normal ecg_prauc,train_pacing rhythm_rocauc,train_pacing rhythm_prauc,train_premature atrial contraction_rocauc,train_premature atrial contraction_prauc,train_premature ventricular contractions_rocauc,train_premature ventricular contractions_prauc,train_prolonged pr interval_rocauc,train_prolonged pr interval_prauc,train_prolonged qt interval_rocauc,train_prolonged qt interval_prauc,train_qwave abnormal_rocauc,train_qwave abnormal_prauc,train_right bundle branch block_rocauc,train_right bundle branch block_prauc,train_s t changes_rocauc,train_s t changes_prauc,train_sinus arrhythmia_rocauc,train_sinus arrhythmia_prauc,train_st depression_rocauc,train_st depression_prauc,train_st interval abnormal_rocauc,train_st interval abnormal_prauc,train_t wave abnormal_rocauc,train_t wave abnormal_prauc,train_t wave inversion_rocauc,train_t wave inversion_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_1st degree av block_rocauc,valid_1st degree av block_prauc,valid_atrial fibrillation_rocauc,valid_atrial fibrillation_prauc,valid_incomplete right bundle branch block_rocauc,valid_incomplete right bundle branch block_prauc,valid_left atrial enlargement_rocauc,valid_left atrial enlargement_prauc,valid_low qrs voltages_rocauc,valid_low qrs voltages_prauc,valid_nonspecific intraventricular conduction disorder_rocauc,valid_nonspecific intraventricular conduction disorder_prauc,valid_nonspecific st t abnormality_rocauc,valid_nonspecific st t abnormality_prauc,valid_normal ecg_rocauc,valid_normal ecg_prauc,valid_pacing rhythm_rocauc,valid_pacing rhythm_prauc,valid_premature atrial contraction_rocauc,valid_premature atrial contraction_prauc,valid_premature ventricular contractions_rocauc,valid_premature ventricular contractions_prauc,valid_prolonged qt interval_rocauc,valid_prolonged qt interval_prauc,valid_qwave abnormal_rocauc,valid_qwave abnormal_prauc,valid_s t changes_rocauc,valid_s t changes_prauc,valid_sinus arrhythmia_rocauc,valid_sinus arrhythmia_prauc,valid_st depression_rocauc,valid_st depression_prauc,valid_st interval abnormal_rocauc,valid_st interval abnormal_prauc,valid_t wave abnormal_rocauc,valid_t wave abnormal_prauc,valid_t wave inversion_rocauc,valid_t wave inversion_prauc,valid_mean_rocaucs,valid_mean_praucs
0,5.108136521224244,0.23219298899406227,0.8052956048298265,0.15255479171124192,0.7153267043370065,0.012390149617146821,0.8898971358344142,0.1878132835457181,0.8583868475467588,0.3410153183967963,0.5521677351590926,0.006809367946019254,0.7724169883500641,0.10039100505765766,0.6696932417072403,0.02483225447050654,0.7389641704019965,0.05640084122007187,0.964200817068209,0.517458392894313,0.6230986716944672,0.037200627291566965,0.7332991059395504,0.04918232204197487,0.6971047518646083,0.06973462235317096,0.9266253332406168,0.7411068288111125,0.948513933371657,0.7030000455697123,0.7559946949667212,0.09103865620268638,0.9377888760188686,0.2783652073280369,0.6552733250761589,0.009238463938026735,0.6071925563477364,0.05257814298669992,0.6183043730247111,0.03848383717917446,0.8381721081326942,0.135434875963277,0.8544722930103225,0.3851579457816952,0.8272696239376,0.4132938034948872,0.7432913896018221,0.10013797050419446,0.5722324167038038,0.031880689711106205,0.8100069287258278,0.4311140265162368,0.7804342664300593,0.1751506700036553,0.765208611281609,0.197760159251411,0.2335097264664232,0.8047508916906058,0.1655795446305194,0.8847030694844314,0.18275728288712037,0.7710184153197608,0.10574515100547471,0.6925249601077458,0.05055571440639167,0.6065181439153255,0.03310676850478789,0.716036731997486,0.05427084544478733,0.6729880092368874,0.06542589348354269,0.9266617251517829,0.7294022911509513,0.9559912740355349,0.6898770401203568,0.7531596286313268,0.0884826926206041,0.9280338434750199,0.2628641133485869,0.6098512504999447,0.047268311006632834,0.609765926448011,0.03962507675045517,0.8522851196519565,0.3742889667040247,0.8017079631337768,0.3588402987464368,0.727452325060832,0.11237327475986347,0.5649276894334935,0.03522214347214446,0.8143232695684881,0.4480086632654077,0.7722856514050133,0.18048074311156206,0.7613150467498645,0.21179867449577108
1,4.773893549570768,0.29368214454299274,0.8887274323100433,0.26082322030697447,0.7075388050583089,0.012321845862893041,0.8927390627792239,0.23193406059263108,0.9101794665002982,0.4650556152792522,0.6949130007808332,0.011490600772680876,0.8771546128884914,0.2671815694232732,0.7466800336296836,0.028860139165084654,0.7796947542435579,0.06610061758707075,0.9757643801220991,0.6629072910784277,0.6576819419249564,0.05074770683117395,0.7483198907104435,0.05790099655299893,0.725805818563662,0.09888135962127644,0.935490934058529,0.7821987777922019,0.9634543549770513,0.7777116105579025,0.8040689160279331,0.21765666548969279,0.9390006313630543,0.35209822428151355,0.7335003350071946,0.013255541322535619,0.7060107242691642,0.06568091807282482,0.7028768621841012,0.057739054635925456,0.8971932128021505,0.19154261652810928,0.8793475083257666,0.43922480053756735,0.8799872961698684,0.5444966938445491,0.7439896071615218,0.10661556501488703,0.5823439959916727,0.03308011622116065,0.8243639422014823,0.43232496630717765,0.800569177177077,0.18235173906743624,0.8075921806626218,0.2465454735672008,0.2853842140567936,0.883860920276569,0.28049599005757003,0.8792676246380629,0.2368095762075277,0.8769245607228939,0.2500959006268492,0.7655430348367955,0.060657948111193426,0.6341474666411343,0.0465916663268431,0.7389405158832203,0.0528461984309122,0.7121436847654975,0.10404561855379432,0.9335835979496412,0.7720019437472078,0.971509179406525,0.7700940950128268,0.8082698697927808,0.2028174822271089,0.9303417832829598,0.3413016588359847,0.6997651323683337,0.06444854787724819,0.7135786561858102,0.05950341092249409,0.8790958960050096,0.41420946526656444,0.8555570347689099,0.4870837933589445,0.7283011709656166,0.11474299605231512,0.5894235930105698,0.04144668115787984,0.8299970115052637,0.44951574076723744,0.795237407689028,0.18336911522194754,0.8013414810891907,0.2595830436190763
2,4.612353395975609,0.3689100891903307,0.9240702181674494,0.5090260189625928,0.7752556302766345,0.020659388537306637,0.9258257088305589,0.34533521068754786,0.8927360386021951,0.4409398027366841,0.8181538186067203,0.03861104525961687,0.8818126253098579,0.29169335904649174,0.7212170626259585,0.0205607429738746,0.8327901664570677,0.08096732549960534,0.9701513502016589,0.6587949167642227,0.7270880057444429,0.0791493867126275,0.7484685566512662,0.10060762341919433,0.7465610728315023,0.13796172412520913,0.9528296385373114,0.8048939955106814,0.9739717066783462,0.8434497577550432,0.8911214247495177,0.3781683052135005,0.9662013251435242,0.48199696404252135,0.8764788853626099,0.045165000029079125,0.7978555656118721,0.12137653818151978,0.7256737684403647,0.07357374181848779,0.8982301006835718,0.20680441849512748,0.8349212035779194,0.3335343002646053,0.9293607102625028,0.6450823427292649,0.6750562066043936,0.07378093376290307,0.6702585974514674,0.047442600709846405,0.8262256030449034,0.45081222097780277,0.7982981610521099,0.18757359242358268,0.8377158904425279,0.28530620217842073,0.36133263769844226,0.9286663522818988,0.5074804768223719,0.9122880146136318,0.3188139583977956,0.8794688365941498,0.27171894128927593,0.8193564049637188,0.07249711613258258,0.7071738606921004,0.07473314030923768,0.7360904854287758,0.09732696618944835,0.7370630785744549,0.15205448194940935,0.9491972912657605,0.7876050011039778,0.9811117157005245,0.86574946702344,0.8942315920078725,0.3557074672057639,0.9637954454130925,0.46286651960974096,0.794779939240765,0.11130700927455223,0.7320569986311584,0.07198882488386897,0.836684584917961,0.31732252593454086,0.911601998628558,0.5940640715670576,0.6581901646657671,0.06892779217406134,0.6595775884212663,0.05274397621535149,0.8229410810500413,0.4419694440598657,0.7962173153024592,0.19340094251409026,0.8273943551786292,0.3062251643503386
3,4.508079167061073,0.3985242602668257,0.9356992093659191,0.558633761792002,0.7940785550932581,0.017948052423706812,0.9514255094352243,0.5322908248343258,0.8833823476361977,0.40703568396185386,0.8140466450937646,0.03679612241886696,0.9221382685591923,0.353709135920425,0.8546471745726656,0.05769144118925896,0.8702770090291823,0.12325828885394637,0.9793010616477181,0.66880473323381,0.711401965853676,0.06974221752515314,0.8057387201670595,0.13719379244501106,0.7770037034984131,0.1425089278150721,0.9452776632452019,0.7388615901886482,0.9686606352595513,0.8213267512250471,0.9284553704883609,0.4949579117355453,0.9767825111766972,0.5319073595616663,0.8743680837353527,0.04004542275560272,0.8484349352703601,0.1883956830021718,0.7519965286005539,0.07638513891730368,0.8992681362680158,0.19269432777605466,0.8838028071751038,0.395601840990669,0.9491314744705701,0.7155373647431426,0.7781044687453721,0.11131405960710714,0.7014181732928875,0.05321360845586148,0.8438702276994153,0.4816181710867054,0.8394856362557502,0.21083745386136693,0.8649306469859794,0.3137811410123202,0.3811582320936126,0.9419079697819251,0.5381061345099492,0.9423394746367943,0.4835357675198729,0.9183779519590202,0.3339027310226808,0.8532748856910021,0.10629785246384396,0.6742387447375827,0.061959900112954436,0.7723273855211843,0.13944187924761944,0.7639711475858073,0.14484844519539813,0.9431508327797866,0.7301181514207004,0.971173259589989,0.8325103267165309,0.9229844977823415,0.4651987901797367,0.9647898140545199,0.49096192263677924,0.8514915371065328,0.16467602762649874,0.7639150951092055,0.08509807544495067,0.8822649103725694,0.3707098673171802,0.9260951197581697,0.6570556172827641,0.7608928436604104,0.11046880791607123,0.6811710714078295,0.056500587023291464,0.8458419435589073,0.47903368602201496,0.8364791373248427,0.21120597562724247,0.8535098748641275,0.3400858181729515
4,4.402234855365974,0.39283496062209633,0.9365686445923216,0.522866978016536,0.8043395841330429,0.02185218901297199,0.9533563731786103,0.5942890345634562,0.8599546678870255,0.3415613760950491,0.890934673979056,0.09631142392078736,0.8900396353437895,0.35721492659552945,0.7349516171259228,0.03328427655652752,0.8382404954420437,0.10009206684243499,0.9669168913541305,0.6553957980133353,0.7285607670851368,0.08207144170085942,0.8028196024748638,0.19089639426092342,0.7671308297414852,0.15966932394806688,0.9605088658155624,0.8346127484824124,0.9830991857372278,0.8518239368798097,0.9192640631293807,0.4667670994675008,0.9740190101125552,0.5731309728552647,0.8842010841973357,0.041998132405712686,0.8152197144606826,0.1492185525578814,0.7174222477958717,0.07599066740488442,0.8999068241715439,0.21097968193112365,0.8563950811753391,0.3842935933050334,0.9528080367382517,0.7296823780888484,0.7041252867032128,0.0912995877338582,0.6955842740421735,0.06738144763177745,0.806179219127386,0.41932532285001695,0.7860525795286356,0.17749888273115874,0.8510999713489457,0.316519547455837,0.38242528135946935,0.9416648178153076,0.5024643374892314,0.9397228784309213,0.5462406430247255,0.8846667021314785,0.30075057904572566,0.8200285955486589,0.09034973065392629,0.6962802579926363,0.08044550172228027,0.7711218464580729,0.1966149770434915,0.7590326647960073,0.16042326475576563,0.9560146804976309,0.8110915838569799,0.9807283397560607,0.8523538645342928,0.91690857684793,0.42166356393464677,0.9664065730242202,0.5159789980951975,0.8095447950439526,0.15150080468367572,0.7170459328761828,0.07970052441739547,0.8537856224723328,0.34889980322978886,0.9273070181277596,0.6460374566093945,0.6848804864439982,0.08021250905315382,0.6775631438481937,0.07306778832319474,0.8057259885518069,0.4225498762105361,0.781174459301067,0.16502223938576605,0.8362949147349589,0.3392298971615352
5,4.334958493891706,0.3894561625798117,0.9529488098526785,0.5940728997537829,0.8262548745270291,0.02751282140211061,0.9439445162625287,0.6101877816292558,0.8825878838824529,0.35597890822211836,0.9233788019470991,0.15589293724937214,0.9250794192594038,0.41100858763509995,0.7984734130590984,0.03409208409833315,0.8384299394068414,0.10810290254497702,0.9831550045361943,0.7466444876215497,0.7517068347934337,0.09251031262511368,0.7952237997206375,0.20282190490416974,0.7635444739175936,0.17767599093305192,0.9664895898617464,0.8624054044229016,0.9843784787805789,0.8553647045112784,0.9154410070148526,0.5198163953812946,0.9641617534506153,0.6639474219205794,0.8917807154181695,0.05093402167431062,0.835346431038163,0.21366237160306556,0.788206408171937,0.12690477040234927,0.9021393625763355,0.2219387940401097,0.8852007993585865,0.4549107199337248,0.9592000598391999,0.7722343407771387,0.7417621974317267,0.09821541037066644,0.7970054520966806,0.12569565679437258,0.8570316569437139,0.5185036735618453,0.8739500661893244,0.3432277901791275,0.87487775958987,0.35939473439198844,0.3688604009838265,0.9560802558362075,0.5909320372936926,0.9205464174697506,0.5273482891685304,0.9093852434378203,0.3559743128718795,0.8241315810020154,0.09049989278215224,0.7406007642291991,0.0923774701242796,0.7646748860449618,0.2087743020063545,0.7467070577454359,0.15588964665587604,0.9614419064305049,0.8437851061602791,0.9813465117261361,0.8443053213011662,0.9034019844835208,0.47597406142638954,0.9532726812138576,0.5606271945134772,0.8262219924604087,0.21729537032385476,0.79106790041881,0.1293088148965552,0.8798630286748291,0.4389531900058057,0.9383429006739931,0.6954469666769492,0.7343433435224082,0.09674120487154261,0.789543860510748,0.12816919964606835,0.8521084765371849,0.5149562516125628,0.8714856146378261,0.33071284798457357,0.8602403372134535,0.38410902528010465
6,4.2713014908966604,0.41079724727335964,0.9464105177761538,0.5646176667467031,0.7820659691783917,0.021672741229516526,0.958311723463334,0.6438775409607982,0.8671728238772758,0.2625823466057057,0.9253105796440655,0.20822047564406823,0.9024078111827345,0.3853343628354038,0.6946582322287899,0.022546089750942102,0.8208214900056113,0.11025952688377587,0.9719218973700435,0.5960324717593767,0.7579376212263415,0.104672630709637,0.7720176127843781,0.21878981454239332,0.7388877870151773,0.19049930076433522,0.9638162761283233,0.8471123866038334,0.9860944871022784,0.8268779628568741,0.9130335507344266,0.5093390171466603,0.9785568533203329,0.6248904497021774,0.8905908365013246,0.07125680320060979,0.7889573373463317,0.19375409880464123,0.6808443064864727,0.06908005884608635,0.9056229237610898,0.25616711785818413,0.861501483480914,0.4355446068063945,0.950648882752082,0.749167887747801,0.6905089781401804,0.081343434323422,0.7007613299297505,0.08892376942033205,0.7948467587949668,0.4519231243835492,0.772178768449593,0.18247277187904087,0.8467648784107833,0.33526763300047163,0.3918163523887605,0.9504102849280036,0.5237523591577102,0.9417780990629566,0.5550655061200107,0.8914815684615756,0.325400175583284,0.8057494254051443,0.0811431975373262,0.7206431827215728,0.08687343601687324,0.7555750105363143,0.21643355774898132,0.7241212503908487,0.17985301766201073,0.9593593385089423,0.8349694828070553,0.9845792430374902,0.7930764128899811,0.9066428143584478,0.4604867531908388,0.9716106296988649,0.5079416889746721,0.7988643809621062,0.1965110299962534,0.6970866840586236,0.07729772719700065,0.8557622973947393,0.40886652820160824,0.9233338510580075,0.6656311962453119,0.685503767096358,0.07921000175126404,0.7092665222131403,0.08771965522246299,0.7959215779463906,0.4440334826458048,0.7708994723828562,0.19958520036338234,0.8341362842222307,0.35388686364799116
7,4.230151990058777,0.3882884897269633,0.9545741730862705,0.6093916398300296,0.8054944000383089,0.024186804901472854,0.9509104779740263,0.6519613248006213,0.8834791213471376,0.2718243958245146,0.918031524987586,0.12709836832215957,0.9282241895502199,0.4325924703817922,0.7262636057736531,0.02763703354210561,0.8914798180496915,0.16453536512306546,0.9790045031749847,0.6825066889435442,0.7532743639399839,0.11677886301784814,0.8486264723592403,0.2725004855778611,0.7732766748463357,0.217331045764467,0.9690961200635196,0.8731383491003065,0.9877739397133029,0.8797070600928002,0.9314306024194638,0.5613681430373162,0.979601392689514,0.664789903792242,0.8722394478073314,0.08339821349129477,0.792095424603881,0.16743625531926606,0.6806508897079341,0.0641049040594802,0.9364228056712773,0.3417251177002765,0.8816433977839507,0.4810717660579579,0.9682636815027731,0.7800042857200324,0.7058579937873831,0.10253162648871653,0.6884902915286495,0.0750704617850434,0.8051824503830476,0.47359713184043856,0.7903444337549091,0.21134137375331447,0.861605084482476,0.35990881070261416,0.37363046880822837,0.9524396994327949,0.5745078909471409,0.9321669990491278,0.5973099416637526,0.9195283958530389,0.35893959314066043,0.8754242364354134,0.12798675369491813,0.7235358801837168,0.08801631430753745,0.8191083774756692,0.2656159104868735,0.75126695877105,0.1914333009765588,0.9641770681384814,0.8528906180149622,0.9853564303053342,0.8579216361958995,0.9112756528187793,0.4902685068992958,0.9729573222220281,0.5993932979567532,0.790361917404883,0.16753072904721864,0.6777062154220649,0.06821093391189326,0.8763603682686982,0.4476681037345478,0.9459355443346656,0.6957684138173947,0.6864235720701345,0.09305912777656537,0.7040443089559237,0.08788235405138145,0.7969211094724964,0.44804352996035296,0.7905207042718626,0.22410031807948133,0.8460795137308506,0.38087090919279937
8,4.193557258185498,0.43834935777993095,0.949335662807328,0.6079134866246729,0.8374561012588619,0.028907839976358055,0.9674274762172992,0.7272354881807982,0.8753658420295095,0.28576600033652805,0.9456315796274521,0.2495597552347958,0.9576446132427779,0.51923071520809,0.7240660011488641,0.027914875699740355,0.9116416954783128,0.22244438637762984,0.9792065704079608,0.7637029428812567,0.7870966759389749,0.124494075086162,0.8461860684834345,0.29166577995330983,0.8081656570287626,0.22827170206146838,0.9694606566994655,0.8592185483359462,0.9871613606708459,0.896733779081269,0.948201429963185,0.608563447852229,0.9879843880866186,0.7815853972753193,0.9160004967974081,0.08407853644641701,0.8725632825556674,0.28777991120700275,0.7369892337144645,0.11133598181826275,0.9328366133508585,0.3503834412218382,0.8694768755462565,0.4760167227561953,0.9658795819530185,0.8031411963180791,0.7274145872269282,0.11826064412456842,0.7767732792360832,0.1353518153564131,0.822501947436358,0.49419695860048257,0.7961440283873248,0.23082341701757328,0.8807158348190008,0.396714494039708,0.413281657598569,0.9453609197963477,0.5673640010896616,0.9517090152057383,0.6425864551205058,0.9445321693955109,0.4278121199597612,0.8969947225109429,0.17568185519544577,0.763539390879734,0.09421503370455857,0.8120367728302604,0.253404818232972,0.789436968124346,0.20769976619262864,0.9623729816983949,0.8310571758027261,0.983620927407032,0.878973321559378,0.931767780487457,0.5474764919266636,0.9844089402912932,0.6960456511189436,0.8710442674427511,0.2950054010888313,0.7387861849779827,0.1151150222661433,0.8663289610870888,0.4257087308349934,0.9422627104048924,0.7208986555210953,0.7151811054013166,0.10663188924208299,0.7772669673451617,0.1493938103497208,0.8159911989359265,0.4747402118708975,0.7948171683538654,0.24161384267951516,0.8677610080303179,0.41323285546086974
9,4.153776971643061,0.3543514446846041,0.9527912425298891,0.5434231237669263,0.7845214795854922,0.029258716869766666,0.9549920628534224,0.5779589599644073,0.808064902366156,0.17268683164658716,0.926313941103393,0.2739964110990469,0.9243703578447637,0.43289653616071394,0.7059740611445285,0.03452000100876318,0.8505703194708907,0.13728467930399263,0.970593114310953,0.5636753262066229,0.6843499204041263,0.07853401902705286,0.8271245166543244,0.24848414916771921,0.7452916874459533,0.1689101863261601,0.9706920311290036,0.8800815933661758,0.9898599819331526,0.9135362627336973,0.9343497326236889,0.566535561506383,0.9786209975536257,0.6657735593535969,0.8957769870881799,0.05886167827007251,0.761694281663648,0.1564116159277482,0.6311291549699201,0.07559773842637402,0.9145431365063849,0.2548822266248602,0.8875348780917951,0.45255067562216855,0.9723546496578276,0.8165154876458881,0.7141167464203405,0.09318119991575503,0.665024055404342,0.09210551310745119,0.8182249586457907,0.481527311244675,0.7824702113258525,0.1807025721272924,0.848128823412594,0.3442266129392268,0.336438846239845,0.9566525193521115,0.5051023020947877,0.9380911015003486,0.49391929799935036,0.9054229157178748,0.3539750629064394,0.828857349202399,0.09953837710607982,0.6382828344373166,0.06840686394135266,0.7936430661330536,0.23006774447182252,0.7321372010769149,0.15230275697969003,0.9634038579439104,0.8477209739827682,0.9845049530780642,0.8946981202237886,0.921241924442733,0.5311498138412248,0.969725988108341,0.5904819192017937,0.7617729527796926,0.14665785494467404,0.6481450890562823,0.07327367838536125,0.8810395318907092,0.4161648873529274,0.9492814721131302,0.7255322993333349,0.7004383798023861,0.08603153816402673,0.6697104809881463,0.07579792253247038,0.8131253356874345,0.4599291978482264,0.7778243097190934,0.19014285036154782,0.8333316454226286,0.3653101821932456
