epoch,train_loss,train_accuracy,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial fibrillation_rocauc,train_atrial fibrillation_prauc,train_atrial flutter_rocauc,train_atrial flutter_prauc,train_bundle branch block_rocauc,train_bundle branch block_prauc,train_complete right bundle branch block_rocauc,train_complete right bundle branch block_prauc,train_early repolarization_rocauc,train_early repolarization_prauc,train_left anterior fascicular block_rocauc,train_left anterior fascicular block_prauc,train_left atrial enlargement_rocauc,train_left atrial enlargement_prauc,train_left axis deviation_rocauc,train_left axis deviation_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_low qrs voltages_rocauc,train_low qrs voltages_prauc,train_myocardial ischemia_rocauc,train_myocardial ischemia_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_normal ecg_rocauc,train_normal ecg_prauc,train_pacing rhythm_rocauc,train_pacing rhythm_prauc,train_premature ventricular contractions_rocauc,train_premature ventricular contractions_prauc,train_prolonged pr interval_rocauc,train_prolonged pr interval_prauc,train_prolonged qt interval_rocauc,train_prolonged qt interval_prauc,train_qwave abnormal_rocauc,train_qwave abnormal_prauc,train_right axis deviation_rocauc,train_right axis deviation_prauc,train_sinus arrhythmia_rocauc,train_sinus arrhythmia_prauc,train_sinus tachycardia_rocauc,train_sinus tachycardia_prauc,train_st depression_rocauc,train_st depression_prauc,train_st interval abnormal_rocauc,train_st interval abnormal_prauc,train_t wave inversion_rocauc,train_t wave inversion_prauc,train_ventricular ectopics_rocauc,train_ventricular ectopics_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_atrial fibrillation_rocauc,valid_atrial fibrillation_prauc,valid_atrial flutter_rocauc,valid_atrial flutter_prauc,valid_complete right bundle branch block_rocauc,valid_complete right bundle branch block_prauc,valid_left anterior fascicular block_rocauc,valid_left anterior fascicular block_prauc,valid_left axis deviation_rocauc,valid_left axis deviation_prauc,valid_low qrs voltages_rocauc,valid_low qrs voltages_prauc,valid_myocardial ischemia_rocauc,valid_myocardial ischemia_prauc,valid_normal ecg_rocauc,valid_normal ecg_prauc,valid_pacing rhythm_rocauc,valid_pacing rhythm_prauc,valid_qwave abnormal_rocauc,valid_qwave abnormal_prauc,valid_right axis deviation_rocauc,valid_right axis deviation_prauc,valid_sinus arrhythmia_rocauc,valid_sinus arrhythmia_prauc,valid_sinus tachycardia_rocauc,valid_sinus tachycardia_prauc,valid_st depression_rocauc,valid_st depression_prauc,valid_t wave inversion_rocauc,valid_t wave inversion_prauc,valid_ventricular ectopics_rocauc,valid_ventricular ectopics_prauc,valid_mean_rocaucs,valid_mean_praucs
0,4.6863317118732,0.45079896604394315,0.779024184924806,0.024918519666405597,0.895348534419716,0.12321401969732898,0.9750984151967771,0.8302457506763488,0.9212133815451249,0.5950921941339447,0.9821642605709465,0.6387754186391983,0.8072377701242237,0.024045478027418972,0.8813316260104069,0.22121425366447334,0.8058488024340775,0.02959694276759449,0.8063596950111018,0.5300658448912918,0.9081587051958485,0.15427908813740726,0.4332084012618745,0.01657057495097411,0.8994692720108901,0.3436200272689677,0.5673026850983935,0.011106731941526244,0.9367129547147944,0.7590756366459689,0.9598828689834369,0.7367920410791221,0.8959126582020894,0.3814044204717517,0.5882334387967316,0.00916504337815574,0.5668597613066506,0.027472946984380957,0.5382011656082366,0.043094184899098574,0.4531337449930028,0.015548024914845074,0.8164102389058642,0.3847666825784717,0.986189989437351,0.9346323311384241,0.5371649396570555,0.06319097435477254,0.5376078292892095,0.019716802119330346,0.6743809787328304,0.20198673218259255,0.9534792662789033,0.4826550841328437,0.773305214181167,0.2923940672824092,0.4584544893823244,0.8866432151492761,0.12908146352774735,0.9744366799203185,0.8278620304078212,0.9843499565081956,0.6874539499012055,0.8959338975001079,0.23264461985394105,0.7980838123862115,0.5028539193507211,0.3843054469861613,0.01420427147893401,0.8977911361706526,0.3591127389670503,0.9318522750626905,0.7364006188583629,0.9512702287315795,0.7191064904467587,0.5506795020542647,0.04408048349707924,0.49001444622792933,0.02085507595932853,0.8110653115836304,0.3968488961753198,0.985997724095712,0.9129498452201127,0.5393453249068222,0.06588198708854454,0.6803741564772062,0.2317158299246748,0.9604806059204333,0.524182894461278,0.7951639824800745,0.40032719469492994
1,4.192185926039594,0.49659264481259546,0.7420765110206103,0.021567406289427042,0.8489303964587364,0.10480409776517977,0.9626977695135546,0.8279541169322585,0.8811869072185665,0.5385640055720579,0.9838977307708069,0.6989420330170915,0.8426819429782727,0.04677118912498614,0.9262970078938255,0.3601510131594621,0.7913405842824719,0.03131292023877059,0.882370455872921,0.5753906202422696,0.9521405807948713,0.38136670149261825,0.5023167959340599,0.03081465466993124,0.9314472106159617,0.43090998204156294,0.6306485164261366,0.014934455083478015,0.9563053511019756,0.8321949838434854,0.9625350525491005,0.7874084885370941,0.9352035574943061,0.41886575823381844,0.6233894819151627,0.012344005568955697,0.6366601060374477,0.028637704698219982,0.5627327773622322,0.062011224291852254,0.632990839047117,0.04825972672814861,0.8751666835116686,0.5885877332923227,0.9824403511419469,0.9286973798553921,0.658383255060434,0.10474578428225947,0.5468049407551323,0.023519525579277757,0.6913453990210205,0.27784202287217385,0.9729101993741602,0.5499966999427952,0.8044192463135575,0.3356382397444188,0.504449731253855,0.8371170875434355,0.10932860257617542,0.9607214362003859,0.8249274133198681,0.9839217751123404,0.7384471462155957,0.9281799145114632,0.39192066327329944,0.8749756430668497,0.5609971596397719,0.45463135560461465,0.027704593420475015,0.9277391296705726,0.4200136939612413,0.9507458192708056,0.8145732668240858,0.9589071713427558,0.7827662452850704,0.5766544616219148,0.0701640129439263,0.6437363563402889,0.0665663753770496,0.8663674164929749,0.586098565521685,0.9806704687018853,0.9188718338807338,0.6689031331336739,0.11200369443615958,0.7067113190857571,0.30135455222117835,0.9704188597874511,0.5726013361838211,0.8306500842179481,0.4561461971925086
2,4.010363487193901,0.4668076606744213,0.762753774865576,0.02223326784837402,0.9196774299179373,0.23517873603008893,0.9715666518761114,0.8091593479712522,0.9193129949351114,0.6450524356061549,0.9901574972839912,0.7591507539326693,0.8515101785119596,0.03410427883569637,0.9198665362329608,0.4216819512639773,0.8158516343014617,0.030560950624358454,0.8722480267910665,0.5601276836743014,0.9485401310407614,0.4148010177269223,0.5497730382567152,0.025909595971667924,0.9392609914279814,0.5412951031920623,0.5887610940811863,0.013765652544268986,0.9624817520214072,0.8474026499062749,0.9828238179180818,0.8836588483175641,0.9492217707693543,0.41529254843215246,0.694426472955702,0.03327414989976324,0.6818555088257556,0.021718380757495184,0.6366881026608325,0.07643738972986812,0.683026765970525,0.05255730747317361,0.9226915451562305,0.6986878579175398,0.9887132003582149,0.9361895510332718,0.640847497542595,0.08445719687363204,0.6289662553289311,0.025735301714845532,0.749379965190935,0.2902341240516602,0.978562809396311,0.6189417268209867,0.8288063632160653,0.36529260800577007,0.4668252709489823,0.9140504365848247,0.258472205368185,0.969595481849727,0.7989056874052775,0.9908691462564173,0.7950043912829367,0.9214525495444927,0.4333025467111632,0.8613656340920268,0.5296726910760494,0.5102729076649515,0.023718914049783005,0.9314829950420777,0.5086263119711493,0.956483744761144,0.8296935790832034,0.9728952576118293,0.8781590982365767,0.6438584892866829,0.09325707847580725,0.6891392455858748,0.06974567027291437,0.9193519980935133,0.6924246243928623,0.987083984708168,0.922034245433021,0.6565514523327951,0.10205236831330257,0.7617119311177116,0.30808053825083487,0.9773951838172021,0.6551467826806079,0.8539725273968399,0.4936435458127297
3,3.9222317316769963,0.395987545529315,0.6765649924035017,0.01421341228717847,0.8673717887011185,0.09369819350576608,0.9841151415628677,0.9176096155798084,0.7973884917455807,0.3485635995071644,0.975369647063762,0.6617385661360963,0.7967770696944008,0.030368011093669538,0.9203223232677085,0.36983299883641313,0.7536018152934123,0.023092259554052925,0.8213781345673649,0.40338352901865776,0.9400178402258376,0.266301008873296,0.5070887100673516,0.023354390819614164,0.9157249172916154,0.4325944543093601,0.6812926979623202,0.018718543121453803,0.8818597525872653,0.6147100891691251,0.964700989568477,0.8572330020353535,0.9357104299762176,0.4728193810163875,0.6554571887597701,0.02684601405779125,0.6299789310098876,0.01862115119220984,0.6045631038391194,0.08627752999129032,0.6205346816324117,0.0475222455381759,0.880397048867072,0.6733993428471896,0.9748572841605698,0.8977306660347762,0.6697526326088539,0.10553948818370015,0.6109009678032147,0.029709386366130634,0.6698030073761898,0.2608046239537047,0.9516563679062823,0.3517637229840129,0.7956609983054681,0.30947866253893763,0.42488324962551766,0.8525978627131167,0.09816302644591611,0.9826349846968964,0.910842982647513,0.9744381904391325,0.6730694890455338,0.9202566814904365,0.3769794605226746,0.8100737168656089,0.3694985874108943,0.46780342401621816,0.021114619936720758,0.9099273114267409,0.4021860706258938,0.8745804697979676,0.5835290855643545,0.9660377678329266,0.8687230189962185,0.6236134340877357,0.10835493662644566,0.6296159711075441,0.06785220433532302,0.8715805011425067,0.6257505923451753,0.9747996768540829,0.8903194883211465,0.6806926464086297,0.10529305119941745,0.6821506039610483,0.27018477925070106,0.9454860064681975,0.40018288860037127,0.8228930780817993,0.4232527676171437
4,3.8434264720109526,0.5194747973211139,0.646131979361793,0.01811971253570345,0.931452470468706,0.4154066591377381,0.9705163257389017,0.8552527308958289,0.6971147921383269,0.21257736501129854,0.9547852291591915,0.5705422415642393,0.8903208152708436,0.09314441693451135,0.8571522694930677,0.4081350542640314,0.7428696417174521,0.019713393302340936,0.805289263661376,0.4454119610717882,0.8946391037306993,0.286915426006239,0.5423028963825464,0.0371031118428401,0.8664007064977857,0.4013802852536693,0.4808095266243874,0.009581825220962301,0.9678425955888659,0.8808600644332636,0.970076473305174,0.8420644665434207,0.9368935554659409,0.41913704344728697,0.6390306566657139,0.042115919028995294,0.4890285571299121,0.011792128427879415,0.5854167227643843,0.08317841476423647,0.6230514295625476,0.0791290251924673,0.911170747541161,0.7224168490071134,0.9873587190618496,0.9361676760044924,0.44785503813528466,0.05993614238701314,0.6554785136550663,0.09754881393430735,0.5655750251212014,0.2146847033580348,0.976279823647993,0.6232915546488589,0.7705708799188528,0.3379079609314831,0.51590448497665,0.9221133015969603,0.40455854179020423,0.9679991158915698,0.8490069621498336,0.9466325379057753,0.5516899095527489,0.8594859893786969,0.4097616463764419,0.7900911136507646,0.4062867777019646,0.4931433774578441,0.026019968285661672,0.8412131948446312,0.36111572241387213,0.959710078616404,0.8559414116290719,0.9646738038553878,0.8384471055989418,0.5877876410109595,0.08791862680450006,0.6393346709470306,0.07023076143482876,0.9073998479673049,0.7160352229871488,0.9865200300992404,0.9202906390215148,0.4387571496305899,0.05567927779773019,0.5722881825251731,0.23018259834146326,0.9712466582407219,0.6329274862246295,0.8030247933511909,0.4635057911319097
5,3.7870468826639065,0.5931735401245447,0.6719586831388074,0.01727851621942112,0.9084423344444146,0.42588872386429855,0.9791381453128185,0.8974729019131704,0.6724226767368551,0.1788509529902691,0.9661581416802175,0.6018882743278899,0.887819158977956,0.08271146893852466,0.9118384075740489,0.3238686628883838,0.7881528314749078,0.030632435367257033,0.8703910585007455,0.5292029901309747,0.9297181462913914,0.37634125819611564,0.5204507326897744,0.03914505904728143,0.9087319364880845,0.5048151092568425,0.625466211784708,0.030890500023043256,0.969668927270815,0.8767525392550568,0.9762995546442406,0.8748631130627248,0.8521105172374935,0.2949311385318885,0.6611769189574566,0.04233419973680172,0.5593070095156705,0.022634618765502976,0.5938109317448788,0.12722655119865883,0.6593157950747667,0.1287755988470565,0.9292467446389104,0.7462981191486111,0.9781188943964637,0.9241699393560828,0.5867105131425658,0.11268662717763878,0.643989479751111,0.08500953117912731,0.6187084131784044,0.2695384555860844,0.9457169813501884,0.5818138183399191,0.7928795825383729,0.3510008116672549,0.578112609040444,0.8870155189491767,0.4096286416707937,0.9767387244277085,0.888976046414264,0.9579091490157488,0.5999316736843643,0.9138700833297353,0.348080477935877,0.8550733400600691,0.47637648670992,0.4669731902794362,0.020066752870002973,0.8927313100724878,0.46759348251914745,0.9642147038417462,0.8562347665906386,0.9740156229595476,0.875093817636881,0.5930192041105384,0.12530520561844205,0.6735662118780097,0.12378202774570059,0.9249233263894328,0.7377054584471006,0.9789943338696945,0.9208852273914927,0.5855656985781763,0.10974764805224077,0.6232080396969862,0.2667969958509776,0.9323339010333075,0.5625601103988561,0.8250095224057375,0.4867978012210437
6,3.73319698551009,0.5615380096345906,0.6864961183284165,0.018812870665775888,0.920540218751536,0.3807043598018152,0.9860691980545955,0.9248610573504255,0.8312897574959754,0.39030843046648744,0.9617377247391183,0.6889911743667577,0.9048735666968112,0.14513955699657355,0.9145986103070178,0.48730624845202475,0.7889290891953692,0.030339665225117725,0.8343911479300608,0.5019717652971082,0.9541545912757923,0.5053550234547842,0.548974497495408,0.041753430630458055,0.9427122646078694,0.5049100040611857,0.7312778495567998,0.027267234572930746,0.9711753027347156,0.8785276038164567,0.9755294638837119,0.8665496533836428,0.8990494253731196,0.4381981493975322,0.7040331700457665,0.04838557687378099,0.6045524786920087,0.02160535675283262,0.672682088309506,0.15935699677295598,0.6322008832747382,0.09610900634333086,0.9300682788891113,0.7712851137901606,0.9857863465461426,0.9439034826407677,0.7393772981287317,0.15939687190681445,0.6999979911848542,0.09232372846990816,0.7568906166956654,0.299762896623475,0.9593475367007271,0.5751625573321592,0.8283359813420603,0.38454953136327935,0.5599612300643229,0.911448599199804,0.3965271906601669,0.983724071513367,0.9175351463062792,0.9596035509145134,0.6757523861687168,0.9155116359397262,0.49928121410576076,0.8197662626642112,0.45307426248590427,0.4826106190889333,0.027231354218645164,0.930809948822122,0.48443586619721013,0.963881849515209,0.849796101957568,0.9723258144230479,0.8598232575899115,0.6653526152949804,0.15542989269802718,0.6384899678972713,0.09562670936397735,0.9229275085606732,0.7660781268959016,0.9854232834903895,0.9378440935828989,0.7370668459200843,0.14761579322770044,0.7656188999990672,0.312202962009348,0.9492632749513483,0.5934503572078672,0.8502390467621718,0.5107315446672427
7,3.704332486987324,0.5526671366466925,0.7221811429885964,0.02698158399939226,0.9601341657570289,0.5199845929317479,0.9792545659105956,0.8832832469315175,0.7944825424082957,0.37505233355833656,0.9739082618642366,0.6742647910527019,0.8826176568953047,0.08871871053593039,0.9181400454095149,0.5426627596211278,0.8138480730319879,0.03268365610130829,0.8764676756692178,0.6368670797588751,0.9076981906079347,0.5527586345282449,0.5309366518708086,0.03750713150960468,0.9134005816372756,0.5241824354090554,0.6326155431138584,0.01944365359689275,0.9722750818723301,0.8799489682987298,0.9564747540759536,0.7098876227966947,0.8275542357931838,0.27404515731453216,0.7730402699337322,0.09844754214925416,0.5031802696691603,0.01424357713298957,0.6032945349312367,0.12464910585360432,0.6618658426871902,0.07703176905681822,0.9374435349450029,0.745198896030907,0.985012497616256,0.950791396361818,0.5523290965851172,0.09302992817905982,0.637787311432167,0.0802265617702084,0.5919198310982332,0.23259037217339296,0.975669345322519,0.7084118606140926,0.8032127578125668,0.38088051412564755,0.5546744206538021,0.9510700731797147,0.4881706212282851,0.9754754940347933,0.8689740371041432,0.9676034560624989,0.6518171963017192,0.9204943655282587,0.5393755455670094,0.8633182117207395,0.5961983871802194,0.4673464303814866,0.024716847878672645,0.8900219668559524,0.46426461695116883,0.9623755582964446,0.8470390623062277,0.9530997297813139,0.6916902899070492,0.5981498432932526,0.11748173957332168,0.6622740770465491,0.09281428604184835,0.9273478492801346,0.6883972526954651,0.9851987207084398,0.9411509241349534,0.5421479600921075,0.08160673951213394,0.5890404724151685,0.24810538992142847,0.9616393680074199,0.6781639465302794,0.8260377235427672,0.5012479301771203
8,3.6608913040878264,0.5772235929972976,0.7007789886671875,0.02270453403223277,0.9217213241424158,0.5636878505525988,0.9730494569914355,0.8937988433421693,0.7076323354400963,0.21231776452242865,0.9729277689048712,0.5795629166251792,0.9050876650901538,0.23932780844848148,0.9068876720085551,0.5082054355212579,0.7676693127619402,0.03446303544973521,0.8552405316712524,0.6195469743056927,0.9492100823984753,0.6193395745018963,0.5229052898473702,0.039696042487193786,0.9070030349434418,0.5317859520901806,0.6983697013711201,0.030466322571299987,0.9757296114365266,0.9016572689155319,0.9806585199223525,0.8794069991458461,0.8981383896443534,0.35344980185346575,0.7669567731485587,0.07544661904036296,0.5738695826455353,0.023967150555244267,0.6286760341499246,0.17678525732297146,0.6256461163174141,0.06564393214522152,0.9365178592814548,0.7602294495645615,0.9799350611327639,0.9245542762396133,0.6316093385940004,0.1499293410404115,0.6670055600256896,0.12440232301323369,0.6279040459261781,0.28484680454042566,0.9689042201945811,0.6823442235573077,0.8096167029483711,0.3960602500532517,0.5682438981408053,0.9057676778537,0.5443119652164893,0.9695683020280267,0.8829897148910868,0.9709378277379627,0.5720524639428478,0.9094965675057208,0.4887435803210712,0.8372071014062574,0.5697866858400731,0.4586927576817022,0.02867546671582139,0.885530458349393,0.48986144061093295,0.9681193478520602,0.8781949169623365,0.9726422415092065,0.8670616525840145,0.6273210931300164,0.1456129012096818,0.6158186195826645,0.05670632368499899,0.9266518572837599,0.7199835385310402,0.9803925897974208,0.9027710738684763,0.6297040518074386,0.14100900345123799,0.6296799595861025,0.29471216915568,0.9578317287437634,0.640666121057957,0.8278351363659497,0.5139461886277341
9,3.6250957893633338,0.5731406415227353,0.7297758717013376,0.02567105517553324,0.9600047150948526,0.6371716445548883,0.9783059180705654,0.9049954769635474,0.7293371849803988,0.2754148832759439,0.969119359721513,0.6024254608768553,0.9106891521830893,0.21301044879242753,0.8657001037341031,0.501478739502026,0.7754597255926542,0.028763521295043455,0.8595973899215956,0.6394779998126918,0.9499419180498011,0.6353402769731072,0.5724092576358276,0.04556637107860617,0.9244310630382808,0.5238569635205126,0.7526719389062003,0.03410244040889035,0.9669965934054243,0.8577550688978456,0.9846025570564876,0.922459810239056,0.9370426961021037,0.49593291037005577,0.8227234526285356,0.1083247179026284,0.5680907620346685,0.01608850686785239,0.6503950988076563,0.19579060139550628,0.678370506798805,0.14544540284606913,0.9262947251047324,0.776125355373164,0.9827280253052582,0.9478000341452568,0.5774861998507355,0.11842993818235997,0.7086002414582887,0.11534669210756611,0.6965295438369512,0.3255911477081268,0.9777873567562329,0.723813179693896,0.825195821452927,0.41600687107536377,0.5660410608864217,0.9473553276616578,0.6272328980878374,0.9742035581244143,0.883688925391996,0.9672860251724312,0.6065924316734914,0.8696850308708605,0.5039801738149166,0.8420789261822812,0.5892277143768665,0.508893121902193,0.03161150567639389,0.8912996351970215,0.44385116893482324,0.9571116239548115,0.8182517222259268,0.9802051000010046,0.9056705867241472,0.6394159534500596,0.16071099026542587,0.658284911717496,0.16487791329961288,0.9129368289733949,0.7471799380058043,0.9807005974802593,0.9300196963279597,0.5702713408595762,0.11970684708786947,0.6973653225804173,0.3253610771350853,0.9631660837813023,0.6709732177758599,0.8350162117443238,0.533058550425251
