epoch,train_loss,train_accuracy,train_1st degree av block_rocauc,train_1st degree av block_prauc,train_abnormal QRS_rocauc,train_abnormal QRS_prauc,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial fibrillation_rocauc,train_atrial fibrillation_prauc,train_atrial flutter_rocauc,train_atrial flutter_prauc,train_bundle branch block_rocauc,train_bundle branch block_prauc,train_complete right bundle branch block_rocauc,train_complete right bundle branch block_prauc,train_early repolarization_rocauc,train_early repolarization_prauc,train_inferior ischaemia_rocauc,train_inferior ischaemia_prauc,train_left atrial enlargement_rocauc,train_left atrial enlargement_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_low qrs voltages_rocauc,train_low qrs voltages_prauc,train_myocardial infarction_rocauc,train_myocardial infarction_prauc,train_nonspecific intraventricular conduction disorder_rocauc,train_nonspecific intraventricular conduction disorder_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_normal ecg_rocauc,train_normal ecg_prauc,train_premature atrial contraction_rocauc,train_premature atrial contraction_prauc,train_premature ventricular contractions_rocauc,train_premature ventricular contractions_prauc,train_prolonged pr interval_rocauc,train_prolonged pr interval_prauc,train_prolonged qt interval_rocauc,train_prolonged qt interval_prauc,train_right axis deviation_rocauc,train_right axis deviation_prauc,train_right bundle branch block_rocauc,train_right bundle branch block_prauc,train_s t changes_rocauc,train_s t changes_prauc,train_sinus arrhythmia_rocauc,train_sinus arrhythmia_prauc,train_sinus bradycardia_rocauc,train_sinus bradycardia_prauc,train_st interval abnormal_rocauc,train_st interval abnormal_prauc,train_t wave inversion_rocauc,train_t wave inversion_prauc,train_ventricular premature beats_rocauc,train_ventricular premature beats_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_1st degree av block_rocauc,valid_1st degree av block_prauc,valid_abnormal QRS_rocauc,valid_abnormal QRS_prauc,valid_atrial fibrillation_rocauc,valid_atrial fibrillation_prauc,valid_atrial flutter_rocauc,valid_atrial flutter_prauc,valid_complete right bundle branch block_rocauc,valid_complete right bundle branch block_prauc,valid_left atrial enlargement_rocauc,valid_left atrial enlargement_prauc,valid_low qrs voltages_rocauc,valid_low qrs voltages_prauc,valid_myocardial infarction_rocauc,valid_myocardial infarction_prauc,valid_nonspecific intraventricular conduction disorder_rocauc,valid_nonspecific intraventricular conduction disorder_prauc,valid_nonspecific st t abnormality_rocauc,valid_nonspecific st t abnormality_prauc,valid_normal ecg_rocauc,valid_normal ecg_prauc,valid_premature atrial contraction_rocauc,valid_premature atrial contraction_prauc,valid_premature ventricular contractions_rocauc,valid_premature ventricular contractions_prauc,valid_prolonged qt interval_rocauc,valid_prolonged qt interval_prauc,valid_right axis deviation_rocauc,valid_right axis deviation_prauc,valid_s t changes_rocauc,valid_s t changes_prauc,valid_sinus arrhythmia_rocauc,valid_sinus arrhythmia_prauc,valid_sinus bradycardia_rocauc,valid_sinus bradycardia_prauc,valid_st interval abnormal_rocauc,valid_st interval abnormal_prauc,valid_t wave inversion_rocauc,valid_t wave inversion_prauc,valid_mean_rocaucs,valid_mean_praucs
0,4.700443312975549,0.43549228590594025,0.8170519190850718,0.19884759656813875,0.5332103495901834,0.05216310988026845,0.7176223994948514,0.0178488312615667,0.8776467950282707,0.14021319684601868,0.9613068875400761,0.7552111365183515,0.9096995947131846,0.3061337961561058,0.954752139580165,0.2612307010169836,0.41980951352509277,0.005701441462177437,0.592169041571712,0.019321000672888465,0.6800394021952616,0.03765713959965202,0.9361022152703237,0.18733427304642983,0.5552206393467902,0.03174669702255485,0.7257708417279625,0.2803565401797558,0.43730174130287564,0.019842742578114938,0.6076555025294977,0.06282405806532004,0.9317206808393542,0.7688114271915648,0.7854267712630474,0.28397994203035365,0.8200724223009667,0.1460989335010164,0.5794177105072187,0.008468411292112381,0.6484071703607318,0.07243632105779672,0.5965282913812326,0.0704648304530594,0.9305418172915406,0.24232269665429454,0.5315822956557487,0.11368886723277775,0.8153890072744079,0.4859401396257552,0.9731355226170119,0.9176176562031306,0.5300397238737894,0.04097348245866919,0.607865494633444,0.10010117926388343,0.6718118807704636,0.02328628020704417,0.7195463489739383,0.20180794385877804,0.44741745546694495,0.8014292104856486,0.1878820601227698,0.5277777583179211,0.0490005761789821,0.8743461370671208,0.12993691549341646,0.961728026894259,0.7583323128337833,0.9529996178830721,0.2603318310317479,0.6715502878293576,0.03475559188246982,0.5654337021688669,0.029056998718475422,0.7227786849644013,0.2538398078903894,0.46714889519427105,0.02325308522544066,0.6098143275286048,0.06694618682538776,0.9244123890799473,0.7490775330975973,0.7898955104598611,0.2571426779760882,0.8411040036319558,0.17109306353184872,0.6488993578366166,0.08173851381719657,0.6127511734520674,0.057142126744503155,0.5317429341163588,0.11651398171056705,0.8071573075197103,0.4824669627301761,0.9737772932916113,0.9182451893885968,0.5353787246523083,0.044132570949007785,0.6131020763689439,0.09924693828496584,0.7216613709371452,0.2385067462216705
1,4.218019745885409,0.5144965342475963,0.8473921756815341,0.29283069530405265,0.6827119668645205,0.10208759344369553,0.775600305128552,0.020311511705270555,0.901540458303286,0.30506392325392073,0.971277543386558,0.8061416280573515,0.9006800839136792,0.39988537078684405,0.9640550277747729,0.36619348210592495,0.41362693377089826,0.006820121162413508,0.6900524453230005,0.03779362137813925,0.7520020498311426,0.062292596916584154,0.9630981741850744,0.426575547730379,0.5595476122648652,0.03538982593966757,0.8391577827109846,0.47222261806557164,0.5470644977262662,0.027491179624383872,0.7026236241502491,0.11055726885598083,0.9532012356571933,0.8103921794459895,0.8942565409537658,0.4059879664674515,0.8948042571215032,0.18202413203535098,0.7691213463873331,0.03778256237705749,0.7370782250404764,0.13939312003550658,0.6421565796565796,0.11473755928761742,0.9311475055528806,0.29997661294025413,0.6325280337655725,0.17265416006310597,0.8722219231454663,0.5701854916693226,0.9772697694869579,0.9139087823282673,0.5832647906014148,0.0717036447546555,0.6743240909249344,0.12938609586446054,0.7785195335710863,0.051706287135876355,0.7803687326028769,0.2632676992405391,0.5182976820451666,0.8278538255699518,0.27375421684589996,0.6783854312615591,0.09221702420353833,0.8982485595091282,0.2605755154150925,0.9708590352526274,0.8043614056524666,0.961818692423496,0.3842739524338926,0.7463348632979276,0.057529372308107195,0.5545785448797368,0.02912497169968813,0.831379866841618,0.4360176797895965,0.5740209609554747,0.03538126837905407,0.7012366780273642,0.10386585209757876,0.9476729256004189,0.790980541990961,0.8784992295656416,0.36732846829506705,0.9054352448924027,0.19639274235016219,0.7241851324752453,0.15222585131250158,0.6526634486164067,0.12024254793354969,0.636593193428918,0.15784092210326867,0.8628021895832657,0.5600460503160591,0.9778229401095456,0.9151127292313121,0.5921317831964994,0.10276058685119091,0.688304694622671,0.1264440009793274,0.7805413620054948,0.2983237850094157
2,4.011326287643399,0.47342923157188643,0.8965961675023993,0.4532032198423495,0.7343227235715495,0.1309076225884397,0.7917743735157831,0.021063336453404934,0.9240415211290829,0.43161148845132097,0.9746364209768601,0.8495977095270508,0.945458616067905,0.6527031939664694,0.9849217788580845,0.5557740528776411,0.6922863381242477,0.01707805398270818,0.693145743830916,0.05579684919022602,0.8108848693200449,0.0918072045523687,0.9588114725156771,0.511891844821162,0.5827629605176625,0.04390692311157809,0.8764260206753927,0.46634352970903875,0.5398390899577191,0.028820003227720645,0.67859003217554,0.1179057227638112,0.9369743097374299,0.7347005999596893,0.9378187818635703,0.5866842772857663,0.9261494273420116,0.3649601016252475,0.8765704218974795,0.05180177118898243,0.7615937897016071,0.17390990144386637,0.8052891085979321,0.23409048660123336,0.9743912558385408,0.600154726001688,0.549639816593264,0.17097052976149035,0.9135889457414018,0.668889922528316,0.985771180687961,0.96166330107522,0.590206117016497,0.049686529615250524,0.6002691493406827,0.1579924975399234,0.7869948348529017,0.04308896460392985,0.8117769738553624,0.3295358701534248,0.46798837295967805,0.8778563469406013,0.40854247789766296,0.7293437902819033,0.12050275486426801,0.9151565512826081,0.35795146917851234,0.9753189089926758,0.8430262887263474,0.9822513592773847,0.5689738070044195,0.7886657910597717,0.06824491260220307,0.5931490579741103,0.03751985196983149,0.8670648120008526,0.4202299492300863,0.5804508332429393,0.03736828598918325,0.6752437724312605,0.11484853140886611,0.9316530802870122,0.7303636094002915,0.9192025558193078,0.5120982375406492,0.9323162454146239,0.3251190354888923,0.760962457915207,0.18554769561506362,0.8192122790922125,0.20646140333048385,0.536223121861559,0.14461034304483364,0.9079270403909699,0.644098212926493,0.986023419757273,0.9600002149349413,0.6066080297433044,0.05756357541173478,0.5973518377427459,0.13549000285061336,0.7990990645754162,0.34392803297076885
3,3.8761182834647707,0.5349929194305731,0.916741743253217,0.48112041584160753,0.8109731164906334,0.2391105219962,0.8321119857083747,0.028155657954306794,0.9378973568979014,0.5804352051062605,0.9775059669784657,0.8485843047834623,0.9544121567722877,0.5875379204653733,0.9836357782345044,0.51175005827388,0.5043994412794734,0.014012776265125964,0.74895526213165,0.06124692702515824,0.8355783895560099,0.11377024175545464,0.9781870551098807,0.6558573767762108,0.605217304908552,0.06249512787780705,0.9207634555100425,0.5843518133273136,0.6223162682787658,0.04946577987370081,0.725170924793091,0.14513650696779928,0.9596853561783659,0.8082600842627667,0.9203358658996563,0.48168011351037515,0.9154823475014162,0.26401082704833806,0.8858074324698096,0.09522998856992804,0.7783754230565961,0.1857476716834552,0.7511771225006519,0.22560355632207443,0.966250523931861,0.459161745563462,0.586543058290714,0.16936886957041575,0.9096819501405766,0.6005394686962572,0.9823235745216973,0.9512173455336479,0.6029923976393792,0.07008261868238008,0.6861007428649623,0.14204789039778642,0.810704302477637,0.05495716490199825,0.8253330822634347,0.3382477849654481,0.5355146455988671,0.9017299856037869,0.43342176802747046,0.8081086303685852,0.21948051485937348,0.9271174885317852,0.5169603762673343,0.9769712930788546,0.844097433502722,0.9816774933129537,0.5221062471549421,0.8174089665197735,0.10304244272434507,0.6040532034576551,0.044852151091445164,0.9097947953160282,0.5260502757757327,0.6397944153597588,0.05770835128975153,0.7182521517528201,0.1391777958215734,0.9539765458044978,0.7958290769404675,0.9073872458905211,0.4348000661547928,0.9216202756996267,0.2735790675257202,0.7645982574456744,0.1985294046003229,0.7596741408479155,0.18962300031614635,0.5812705830858114,0.15395905546708738,0.8961203203829364,0.5575061338640843,0.9812486512316182,0.9494264460847222,0.6124041138578524,0.07356680973381342,0.6845765080533666,0.13466140756668918,0.8173892532800912,0.35841889123842685
4,3.7870551487729642,0.5221982062557452,0.9289547336262841,0.4802992101293833,0.7634161733023892,0.13369797588255988,0.8147045096666529,0.02902789114530058,0.9476640094017119,0.5143639626598145,0.9843363744431335,0.8886385262641452,0.9586659007542929,0.6146657444176473,0.9849068765629275,0.5549473134936574,0.6433841133384428,0.03909698487947247,0.7581812619584932,0.06057066701965051,0.783278733632969,0.10765231181521515,0.9754675759844076,0.6386305687812033,0.6074368635521986,0.053609748827462944,0.9083878844014337,0.5150321167845029,0.5909691139264421,0.03396949761561098,0.7168642865646816,0.15728986700615413,0.9675428264368405,0.8562265047222084,0.9413002112067785,0.5687651051382453,0.9491781267844266,0.35322853936785553,0.8858649531413969,0.07125088899622506,0.7850482874072444,0.2311090719783923,0.7133001213883567,0.23248805437288775,0.9737889866422621,0.6041602274183937,0.6221400419474642,0.1979551101696305,0.9504009827964766,0.7273315331741234,0.9893382004734422,0.9674398047491233,0.6298520790097258,0.07460003159345766,0.6717841683865322,0.15355206210554784,0.7626527777141432,0.04346799048281977,0.828886077658984,0.3536809753925247,0.5176268912573601,0.9121966018430405,0.4176577714013349,0.7576299178949728,0.12412856127463152,0.9415714995269184,0.44947688523896806,0.9831962810728753,0.8785212100374148,0.9818982464055687,0.5494342389711099,0.7616562233525298,0.08596390458545419,0.6051518776434399,0.03922891175235032,0.8988323707623829,0.4502300318937166,0.6072094972758085,0.04227379302455185,0.7134247898372902,0.14510902365299194,0.9603347591955731,0.8289133527533071,0.9225212737054819,0.48408568155735837,0.9542964010097551,0.35304573144054946,0.7765470727909383,0.22840828007726893,0.7262570596503631,0.19964427707811516,0.6209907904066467,0.17003978173190887,0.9418976946194537,0.696521760867788,0.9880260838959624,0.9618981794021079,0.6385909238927672,0.07200506775551331,0.6734824764905042,0.13975448974552168,0.8182855920636138,0.36581704671209814
5,3.7046497156479585,0.557899182629003,0.8710479623043749,0.4385771714031728,0.790319953388145,0.14887888170750985,0.8299147071569903,0.026390960887907045,0.9596568879898015,0.6744871681754327,0.9848061003306255,0.8880748080337939,0.8982070392217291,0.4859958798755783,0.9804133827955481,0.5096415467117593,0.589921784393928,0.03531102672774104,0.8083825136706373,0.08603335144605531,0.8667928835982857,0.17104036169315118,0.9681302433478336,0.6236833082203085,0.6209952996131436,0.07140396331818404,0.9026919611012317,0.4729148188672482,0.6114185623444323,0.04194891972950879,0.7779395557723057,0.1988796969488625,0.9690828943031939,0.859101023268487,0.9389807523894109,0.5322663182647202,0.9146356638603285,0.3223715492081153,0.8988176556807477,0.10343656276950824,0.8190449220625122,0.3034434966622603,0.8276978497566733,0.26162166734246833,0.9574734030397437,0.4888937038392987,0.6245864689689921,0.17613406080270178,0.9322919550517195,0.6755231069244273,0.9860134656241533,0.9622993672670881,0.6535081634261924,0.10229310285769817,0.7197332545352165,0.1676897425040645,0.8199249581999575,0.08015433664272295,0.8400867944259949,0.35387463936070623,0.5521353506745174,0.8626746049174862,0.3849244634944833,0.7818539950307309,0.13347168052635888,0.953587204701732,0.5872890401849719,0.9834770246289452,0.8779879216463264,0.9801959845495855,0.5223909337520083,0.8467303535702988,0.14261844254883632,0.6286447074237052,0.053973106294407526,0.8890149990092513,0.41022497932030166,0.6160452788609206,0.04841849414665725,0.7692759738748136,0.16410112256395284,0.9606745779023197,0.8276575653790298,0.9063847888295943,0.460480868721335,0.9091427602226868,0.28394261670119136,0.798326803674362,0.2834799503689887,0.826014513490841,0.2497176274332358,0.6215743849907209,0.15938378164665729,0.9219962007613122,0.6321143199959837,0.9856305749093115,0.9590504233538334,0.6618734917543847,0.1001678211377381,0.7227331581267736,0.146705035755326,0.8312925690614887,0.37140500974858115
6,3.651162530018799,0.5414026980696132,0.8906975717114958,0.48252242585101346,0.7819475809745674,0.15970286258441563,0.8191167155931279,0.024838130291768668,0.9509469862451772,0.6313619373823821,0.9839432020212477,0.8985945709916698,0.9362546603050996,0.5145185706461484,0.9854787760010689,0.5533473837701531,0.6888732615705806,0.06876149407024247,0.8004979555401199,0.09270900125793564,0.8719525407937775,0.22339715910309338,0.9755200977345913,0.6280500237526911,0.6315083026279441,0.07735137186629067,0.8962720918464341,0.45326760987490267,0.6482876093824607,0.05005383206005309,0.7645968731803677,0.2147773271854695,0.9729203990228014,0.8849352832289223,0.9506763925434798,0.60913790670982,0.9425702078532415,0.3937098390524001,0.8781427389551091,0.08252623930352428,0.8260383470336403,0.3307158401671128,0.8338329441270619,0.2802491836568722,0.9751214476711206,0.602036137981974,0.5687050158779108,0.16663072232580756,0.9386278553945964,0.7042370768703734,0.9877699034962045,0.9693218698117921,0.6511547671164536,0.09467516415404273,0.7060607995898159,0.18325704543752788,0.7974540088938546,0.06290510051811361,0.8448203233251198,0.3727711110680897,0.5203845867183424,0.8698675060390894,0.43084479346765736,0.7737113877524333,0.13594707542277626,0.9475753861610895,0.56236620003412,0.9822259577763855,0.8863996522330807,0.9826373894508105,0.5527756706506824,0.8378827332315705,0.1613226456313953,0.6443417211375515,0.054768770023650895,0.8830550105662721,0.38918218991926673,0.6459626206284956,0.05727809581874854,0.7522019635009979,0.1820628483000648,0.9639288342603206,0.8482734176165074,0.9228484852090486,0.5237072676867465,0.9401444620643613,0.3615541659019551,0.8025067065606011,0.3009508124121249,0.8404106941954452,0.27990590535277093,0.5563581242923618,0.13921884010273422,0.9203419314819018,0.6247038555366397,0.986423843398999,0.964906830575524,0.6643873961884922,0.0878804441015272,0.7023693013281742,0.15281172664714604,0.8309590727612199,0.384843060371756
7,3.59184074632864,0.5578246503192468,0.8759377498522176,0.47517744617169366,0.8139841981135971,0.16457219029547362,0.8370191430907796,0.030480840075674406,0.9524690583858819,0.5697450691927642,0.9859127342368492,0.9021040717662867,0.9260837734471601,0.4803249036139318,0.9820771585102797,0.5537641342851091,0.6957004243080303,0.0768286995564338,0.7908867926436444,0.11252357100860831,0.8409889791310292,0.20173465227904902,0.9764309749449183,0.7252215871079533,0.6632128317072656,0.09305061602069534,0.931023469225438,0.584872681944822,0.6598063075504065,0.06522062650079861,0.7575375172682914,0.1910006694162067,0.9725050735778783,0.8761180135274949,0.9483081260920331,0.5611357440942208,0.9459271114752331,0.419860872696324,0.8643664612791121,0.1116353926760978,0.8264332192754418,0.3223352762985172,0.8723847878259644,0.30005774244528904,0.9606277208583165,0.5443820710057415,0.6498045937488679,0.20418647633123446,0.962080523611947,0.7685643468175111,0.9872343958756512,0.9660266578132715,0.6480750167313276,0.08711212001487824,0.6867658824309557,0.15828379214846233,0.8124961786316507,0.0746457648927327,0.8509314358510773,0.3793202153570456,0.5467690243720653,0.8534213373024588,0.41105482746910615,0.8050734181471725,0.14033364672236398,0.9474471536731337,0.5064095979861647,0.9840325073991345,0.8901588078094688,0.9784255861811787,0.547926002205236,0.8073996411889709,0.14194993955937227,0.6547240853875621,0.06991512919362383,0.9166128205666786,0.507557753189431,0.6584669738161708,0.07539664296482752,0.7527931071864653,0.16128316786420702,0.9624453183600108,0.832186791353737,0.9200955457590415,0.4891632356084675,0.9416955036054941,0.37937069223929104,0.8055611382499843,0.28377939856467144,0.8692796841990085,0.2989062106557294,0.6429446956004892,0.16450486980370704,0.9504833255054232,0.7003291596311033,0.9857077116153363,0.9603471295927803,0.6657189654540318,0.0813100342196744,0.6764406387905612,0.13050875675491713,0.8389384578994153,0.38861958966939397
8,3.544324422237435,0.5852276962063054,0.8693002594157544,0.4534111210411776,0.8356242612876016,0.1908579303028946,0.8358003937648666,0.03325374167696617,0.9449116198223505,0.5665986374304038,0.9841814578007555,0.9127842836329373,0.8934507680107638,0.3920077201436551,0.980218354893514,0.508556587348896,0.8164141274469264,0.14294269248783453,0.7953838150605542,0.12138213302248303,0.8372264101346867,0.21450717880642653,0.9740801631969944,0.6475315317368857,0.6798363931067238,0.10564681334168086,0.917200026002401,0.5108287578735515,0.6897555019318696,0.07650504325289798,0.7713844177282123,0.21633264899771715,0.9751874084076204,0.8903408740526934,0.9532034177855135,0.6325560049826813,0.9333029334503198,0.40956554345642904,0.8351279817015629,0.07199676842485074,0.8404966411799631,0.34476612845025917,0.817345949698891,0.31713252271168774,0.9599326408752241,0.5005768335518823,0.6303111809929582,0.20500699703160097,0.9517084835321239,0.7768315079787251,0.985070255956882,0.9611349077037644,0.6780061457227347,0.08380176436873113,0.6968062059930596,0.1808496094939291,0.7985010045755306,0.07717951107957108,0.8528488649812985,0.37660306408511474,0.564284117164791,0.8491180896143928,0.4189382842463353,0.8308334033888172,0.17057430616746608,0.9370467245947646,0.49358819509808044,0.9810386126789415,0.8977016562325577,0.9786707395113505,0.48453670324372344,0.8103800497781346,0.15230741097456305,0.6859084889135728,0.08019827338424818,0.9028700938295526,0.424318840485074,0.6701730047176184,0.07990299629978882,0.7613309619618833,0.17451510589033792,0.9642889617741548,0.8528218763030615,0.9164876918897159,0.5276084569854135,0.9227833177432138,0.36509263145340226,0.8063342716446995,0.2946672744611697,0.8144725287365997,0.3047267085489722,0.6191741892343697,0.1650160767977129,0.9342701371679981,0.678631126882737,0.9839941656133427,0.955558016878269,0.6818187797740354,0.07260964671974282,0.6930817128866709,0.1453153612260636,0.8372037962726914,0.3869314474139359
9,3.497483591639961,0.6033887356835855,0.8814077689028834,0.4384651042064058,0.7955992401942382,0.19160196559998327,0.831785041249223,0.039556726174911516,0.9608069150400277,0.714542770934057,0.9847272422410797,0.8908165871535136,0.8496295069190497,0.39428986341425953,0.9816186870454386,0.5273792247435412,0.7500677769086179,0.10468433061661742,0.7993849230672843,0.1383094908373063,0.8566862185818558,0.21423288694822967,0.9746029973589062,0.6747640313127251,0.6886601117733282,0.11835823413515284,0.9278601552241983,0.6282596285080154,0.6296448397298284,0.056557727463191,0.7758350361953327,0.22833088929836506,0.9735198171512129,0.8756321252236678,0.9567015385795455,0.6117990828399075,0.9664403436124763,0.48179474468423755,0.9187160689502286,0.1469071233990377,0.8479564653673825,0.35507515780991755,0.8368067687920628,0.3066193279212631,0.9436596538630653,0.44886979146781647,0.6477472885107294,0.21597014025460134,0.9386407610802876,0.7294159210880041,0.9861644375959171,0.9637471871213269,0.6627337922976707,0.07827106759691727,0.6882189616153576,0.1681519065042233,0.8503152441275738,0.1041777962246844,0.8537834857848144,0.387377886910067,0.5868674070209435,0.8591497287493187,0.3889629146393946,0.7900364755553064,0.16490617658311427,0.9539559439251983,0.6180899659687105,0.9827294029163359,0.8717037665719429,0.9803497520843788,0.5289226599676817,0.8184321706893526,0.13812812967162483,0.6801968072229105,0.07165846071146703,0.9124641982801661,0.549727314565524,0.6246279570751908,0.06519632330609261,0.765435324055147,0.1781820211472768,0.9613746479570897,0.8299668135231705,0.9236201094274592,0.48849868906389965,0.9636724710371287,0.42887197085821566,0.8205820754476031,0.3004598027009383,0.8261176201578444,0.28145897103463285,0.6358052418123936,0.18079168153003278,0.916259005147592,0.6251231825316643,0.9847705744982581,0.9582312506542456,0.6792062126240832,0.07138768809996315,0.6764513930205581,0.1404702179688103,0.8377618555841657,0.3940369000549201
