epoch,train_loss,train_accuracy,train_1st degree av block_rocauc,train_1st degree av block_prauc,train_abnormal QRS_rocauc,train_abnormal QRS_prauc,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial fibrillation_rocauc,train_atrial fibrillation_prauc,train_atrial flutter_rocauc,train_atrial flutter_prauc,train_bundle branch block_rocauc,train_bundle branch block_prauc,train_complete right bundle branch block_rocauc,train_complete right bundle branch block_prauc,train_early repolarization_rocauc,train_early repolarization_prauc,train_inferior ischaemia_rocauc,train_inferior ischaemia_prauc,train_left atrial enlargement_rocauc,train_left atrial enlargement_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_low qrs voltages_rocauc,train_low qrs voltages_prauc,train_myocardial infarction_rocauc,train_myocardial infarction_prauc,train_nonspecific intraventricular conduction disorder_rocauc,train_nonspecific intraventricular conduction disorder_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_normal ecg_rocauc,train_normal ecg_prauc,train_premature atrial contraction_rocauc,train_premature atrial contraction_prauc,train_premature ventricular contractions_rocauc,train_premature ventricular contractions_prauc,train_prolonged pr interval_rocauc,train_prolonged pr interval_prauc,train_prolonged qt interval_rocauc,train_prolonged qt interval_prauc,train_right axis deviation_rocauc,train_right axis deviation_prauc,train_right bundle branch block_rocauc,train_right bundle branch block_prauc,train_s t changes_rocauc,train_s t changes_prauc,train_sinus arrhythmia_rocauc,train_sinus arrhythmia_prauc,train_sinus bradycardia_rocauc,train_sinus bradycardia_prauc,train_st interval abnormal_rocauc,train_st interval abnormal_prauc,train_t wave inversion_rocauc,train_t wave inversion_prauc,train_ventricular premature beats_rocauc,train_ventricular premature beats_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_1st degree av block_rocauc,valid_1st degree av block_prauc,valid_abnormal QRS_rocauc,valid_abnormal QRS_prauc,valid_atrial fibrillation_rocauc,valid_atrial fibrillation_prauc,valid_atrial flutter_rocauc,valid_atrial flutter_prauc,valid_complete right bundle branch block_rocauc,valid_complete right bundle branch block_prauc,valid_left atrial enlargement_rocauc,valid_left atrial enlargement_prauc,valid_low qrs voltages_rocauc,valid_low qrs voltages_prauc,valid_myocardial infarction_rocauc,valid_myocardial infarction_prauc,valid_nonspecific intraventricular conduction disorder_rocauc,valid_nonspecific intraventricular conduction disorder_prauc,valid_nonspecific st t abnormality_rocauc,valid_nonspecific st t abnormality_prauc,valid_normal ecg_rocauc,valid_normal ecg_prauc,valid_premature atrial contraction_rocauc,valid_premature atrial contraction_prauc,valid_premature ventricular contractions_rocauc,valid_premature ventricular contractions_prauc,valid_prolonged qt interval_rocauc,valid_prolonged qt interval_prauc,valid_right axis deviation_rocauc,valid_right axis deviation_prauc,valid_s t changes_rocauc,valid_s t changes_prauc,valid_sinus arrhythmia_rocauc,valid_sinus arrhythmia_prauc,valid_sinus bradycardia_rocauc,valid_sinus bradycardia_prauc,valid_st interval abnormal_rocauc,valid_st interval abnormal_prauc,valid_t wave inversion_rocauc,valid_t wave inversion_prauc,valid_mean_rocaucs,valid_mean_praucs
0,4.705645493668997,0.5081364438150605,0.8793606288573595,0.2636291853402872,0.6819730035437868,0.08615275730186209,0.7854380536092824,0.0217509063163088,0.8811513272713698,0.1468726510097335,0.9593712926263007,0.7196199878164139,0.9420038184435333,0.568164785137907,0.9795656063681543,0.5102105055834403,0.3512499659798548,0.005093199058090558,0.7402818165291812,0.04089626430201305,0.7871976866117796,0.06483505840241412,0.9419824003587368,0.16077209623818847,0.5911570081571084,0.032335180523435834,0.868557261855341,0.4309760753176449,0.5457783323823363,0.027413110848476033,0.6680705396688653,0.08645495493509767,0.9396425977358683,0.7610211175187893,0.8514901110023378,0.21488410379806752,0.8436595677481076,0.18738218176750976,0.7543752589198529,0.01675968520829045,0.7408988070992415,0.08623564697795917,0.5832836917395741,0.03999378503569916,0.964438676322248,0.5963761493852128,0.6261161601429481,0.1348217286121936,0.8262075794242546,0.4360654939031548,0.9496805405954112,0.8579967503234811,0.5990219272045276,0.0575521079795754,0.6370483939403018,0.10202167671764631,0.7446540735431127,0.03471334989673305,0.7737020045600279,0.23896430340198663,0.5040620108817172,0.8656682038894176,0.24335944554937966,0.676422943638028,0.07846855843248915,0.8785466481085235,0.1431492056808796,0.9611357066748051,0.7192560372340283,0.9738728701585095,0.5116138223676365,0.7715695957830021,0.05677036668697577,0.5923208157104001,0.03160333919168194,0.8662670353319037,0.3994551677498879,0.5806888312904275,0.03568677545747191,0.673686391733028,0.08493367820316598,0.9355620126240113,0.7501089385075433,0.8493699691231327,0.19831931706473108,0.8699229293356313,0.22507769913329656,0.7338177925775007,0.09507273720750571,0.6010406759308358,0.03221946618079981,0.6320433522790595,0.1393154186588796,0.8201307348158594,0.4278512576170444,0.9543325972911592,0.8624201151877525,0.616536194659921,0.0643940311662528,0.645303879227322,0.0952219095526462,0.7749119590091239,0.2597148643415025
1,4.251427494953299,0.5598867108891704,0.9315650217065734,0.4337717452552376,0.7257699982937277,0.12220771463095442,0.7791340898795762,0.018164358275913183,0.9109581325122276,0.3227562239771379,0.9713688816259279,0.8219218903276507,0.9366240493823217,0.540982559564301,0.9760887520123188,0.46728143690756235,0.37727498198029724,0.005483232387356396,0.7681445660187755,0.06916064332003152,0.7829984369973142,0.06750525761787601,0.9474902547878652,0.31016715056522687,0.5641822965120543,0.040469085098287685,0.8497263176047577,0.47975845843438486,0.5912509831404762,0.03216884677458344,0.6887695860979959,0.10980808662033348,0.9480646010251947,0.7838808863543942,0.9082064526479033,0.4358762990508592,0.8969382266535011,0.28025681078485115,0.8250116680400601,0.03281598289755507,0.7706448822618697,0.1440648969742051,0.7338318845671786,0.0878230315248559,0.9604088741213623,0.5127536387639652,0.5897839072320639,0.1512449605029727,0.901131089671148,0.5842478817871976,0.984468639563028,0.9461054259446557,0.5926526169042359,0.07954209085990896,0.7198069549634631,0.14947229426254843,0.7601530695995394,0.03454835723976611,0.7997303291358128,0.2880085445251633,0.5617500186330774,0.9268199009345337,0.3976779066226416,0.7182242919725756,0.11552639688441603,0.9046772752768141,0.26916520954234663,0.97188988880716,0.822575702186404,0.9766521953308073,0.4956992166497246,0.7597688562120848,0.059482653737782054,0.5675692456672505,0.03390896896232342,0.8443890062592694,0.46253229329933115,0.608978604201516,0.037389043705775254,0.6900819207225173,0.105692813965334,0.9440524915438939,0.7771866845269026,0.9001298930514159,0.39303370158339296,0.8958662909734803,0.2931202896563714,0.7631080967352543,0.1556019190245017,0.7426741660985279,0.08845166906562917,0.5886578414793495,0.14669639908640858,0.8957121532750127,0.5724419213621535,0.9841723154371037,0.9430124433107515,0.6006704751553263,0.0958927648795814,0.7320407569265801,0.15378973001114632,0.8008067833030236,0.32094388640314586
2,4.05412107440262,0.5993391468534943,0.9371129732514818,0.5202577923158063,0.8065746372201913,0.2798029357220242,0.8032738567974445,0.020645233435536935,0.9312313689502052,0.5280192968336773,0.9767834778081113,0.8266805093995478,0.93269007303337,0.48988202105055756,0.9801505755391106,0.453139868007806,0.46005868145818685,0.007950542572295981,0.7445907589969432,0.06178744564781382,0.8075597375865827,0.09905513216148198,0.9690746638607988,0.5293057124710153,0.5979498012341982,0.05115473420274723,0.8935057420253036,0.6179017468535485,0.6199680188367128,0.03688560247113311,0.7125276020346055,0.1258927801168575,0.9445178181175328,0.7531062296815412,0.9462449536375221,0.46976682943152265,0.9470722967496036,0.31617145801012714,0.8898134424836308,0.08960008268900958,0.7730645888929176,0.14417684178392298,0.7474759018876665,0.17432790187453925,0.962419496961638,0.4401061309576587,0.594114725470355,0.1659095525775506,0.9212507685516206,0.6723109136113061,0.9654673988709628,0.9057366069615431,0.6326148626904933,0.1025685507448422,0.7283892304546667,0.1566120567711276,0.8058050515211297,0.06201774731424497,0.8225465180329637,0.3250275805596709,0.592606394872177,0.9254245256163125,0.49294300507926736,0.8096438379196323,0.2705412710418738,0.922317551987037,0.47364494332306745,0.9766757279940057,0.8092974137543735,0.9795813747922526,0.4652086993685849,0.787060267224426,0.09282331650819906,0.6027147149713049,0.03924339661077062,0.8885402254970379,0.5826625076737739,0.6443816760771641,0.04444579081713903,0.7122023169298181,0.12179606849834446,0.9424590993362487,0.7508102330685241,0.9344790693708219,0.4220765172821627,0.9515201482368499,0.3001679706108972,0.7694673439591548,0.14492732403394606,0.7459616555423693,0.15549626188454846,0.592830827425917,0.14775084052141843,0.9148698562000709,0.6624471278648002,0.9666957936410067,0.9092500432924266,0.6415004496431967,0.11850112324212865,0.736620988832722,0.15452986866565244,0.8222473725598674,0.35792818615709493
3,3.9256030255579946,0.5213038185386698,0.9141747442651611,0.4715181831818777,0.6172344310267655,0.06385164196862604,0.7510357898534951,0.015001518722035085,0.9331897123763235,0.388848202487905,0.9840607974702447,0.8947540865972003,0.9070828063868729,0.41262337841677027,0.9700171166413204,0.39331566334755486,0.5493546707683987,0.012026892687141163,0.7070605767900215,0.044620564844034184,0.8006699880044438,0.1098085435467859,0.9612787369004576,0.5246544192376701,0.6111836226446445,0.04659142342159371,0.8402570611285247,0.29716956412055073,0.5299621689119117,0.024648970201481515,0.7120239192471722,0.15886207928434348,0.9469804152294529,0.8112271256238939,0.9198491537171346,0.5351935558355815,0.8790088884675653,0.27662461494825374,0.7849854246818282,0.02672154339948748,0.7644601699962809,0.17887161328313758,0.7475815747874571,0.19692811316618025,0.9525776650372076,0.39139477133565986,0.5793652818194417,0.18065381908799955,0.9055004614277216,0.6747748531382538,0.9826362350266816,0.9631232221881797,0.6492482104727928,0.09637992091346499,0.7279403252709024,0.1587429898511304,0.7444851433887997,0.05039470710613516,0.7990430389906794,0.29997592792653316,0.5163598419915033,0.8913866725227535,0.4248423586671103,0.6202412477348727,0.06229871336732555,0.9262676414098395,0.34364209428740017,0.983434859002364,0.8809821832009155,0.9681187877225371,0.3995807338528014,0.7735527691068047,0.09670644780061333,0.6264610301761582,0.04096955418814218,0.8325359728424703,0.2756005348421267,0.5517940128683082,0.029743071095136412,0.7118553449822113,0.1529526805757436,0.9407946086131986,0.7981767099507965,0.9043061033869364,0.5070740651573219,0.8862833091351723,0.27064739853141706,0.7494611304202555,0.20242059233753648,0.7287768603388631,0.17425748152820741,0.5763548293834806,0.16533831362240503,0.9005939448587368,0.6630802087626692,0.9818247680118384,0.9608978011035085,0.6570149730106254,0.1182783479216737,0.7357299928519148,0.14416866054135008,0.7973394429189671,0.33558289756671006
4,3.8441286073649485,0.5807557576209287,0.9266049684338746,0.5084514779162622,0.838221149417752,0.3319550322594594,0.8464681272048774,0.030572963015195905,0.9429210460790789,0.5219789173586644,0.9813396239330753,0.8740186294828818,0.9287078200107487,0.5551102738301181,0.9846342447361555,0.5589573820430843,0.603638267966368,0.01382705503059286,0.7740115812849474,0.057629904762576845,0.8577181532407192,0.1457205305504108,0.967627402759731,0.5875007295962171,0.6156456988643557,0.05998651830439554,0.9352218236788599,0.6841779079721508,0.6339871325269988,0.05179339862381575,0.7543785928031285,0.1699290412896292,0.960237018280079,0.8207763311186483,0.9444472074062724,0.5667093060470779,0.944104290973472,0.43586003306289234,0.8877171904752734,0.11203802731353557,0.7825804611468365,0.17495837610279802,0.7745273756303169,0.17707777755800758,0.9690679221190124,0.5820713289302066,0.5934147192671534,0.1967124874439253,0.946055595366512,0.7520187136164633,0.9839039159013121,0.9665352254326876,0.6736603615979551,0.11888248820145887,0.7155341771684867,0.18162089424749783,0.8010016211291217,0.05667266365269715,0.8416920531929454,0.36762655052726256,0.5688305880599239,0.9087492374887147,0.460616112761388,0.8433873461114535,0.3102869172647023,0.9334858651538129,0.46680226177768147,0.9820598376490848,0.8739942742918082,0.9836944261570546,0.5568798196537343,0.8257941349596616,0.11504365872533488,0.6324818786402928,0.04551882657584644,0.9263563451906386,0.6387768717008914,0.6393606428064407,0.05752246890188005,0.7449072266338522,0.15381066074784286,0.9545872606462023,0.7997589302742625,0.9236030547672733,0.5030835809426417,0.9504221447285948,0.39325185479212527,0.78171636869733,0.16623609981300408,0.7712375184820455,0.17082954631706168,0.5938846329649173,0.16405337159898073,0.939110348427427,0.7206395424784435,0.9829798917902394,0.9649881050166484,0.6832118110592819,0.12386321395042946,0.7149070213886118,0.1629825847944223,0.8357968496871464,0.3924469351189565
5,3.7817858231502726,0.6076122332364413,0.8993547144429009,0.42508119587906096,0.7455870625167784,0.1347648085168893,0.8443800752624283,0.029605928728195032,0.9405082776057356,0.5836049921025547,0.9741961036411745,0.8625864574478238,0.889905489059558,0.41335134734681656,0.9820293082713465,0.55917038598594,0.6004109633539385,0.01574029257086542,0.7885324633392096,0.048855327849457925,0.8393901082639517,0.1459502435606579,0.9462812835433027,0.5346254343150084,0.6208492407404006,0.06096563956127975,0.9170033531536976,0.5037968460774087,0.6289529725422387,0.036736256209888685,0.7419739924098824,0.1839406075293887,0.9674264781170208,0.8467207524072378,0.9435418350508931,0.5937676203985873,0.9490212836854192,0.4034434328830455,0.8632418630018436,0.09837718264447926,0.7931148150668268,0.21976732188497164,0.79241842844784,0.22364937894088813,0.9630781187276544,0.5532183079432568,0.5915671477504199,0.18823716474611996,0.9536249138525114,0.7536665326223527,0.9909777954262984,0.9741056507935246,0.6680743865359597,0.11632050668206331,0.7514683654509616,0.19728232095076756,0.8126021500144008,0.06718864479687514,0.8356968924740926,0.34909002076340734,0.5970038011477976,0.8768121741535109,0.3620383475287759,0.7395667535354667,0.12646088018586604,0.9322014628701792,0.5067495082338657,0.9739430491952503,0.8496461249880978,0.9818229739746144,0.5587731782673493,0.8057446737337298,0.11928230999842251,0.6197368308625626,0.04755967260541166,0.9055285170365438,0.4325191054694453,0.6279652820199552,0.04081121999969527,0.7300057839985781,0.16244070215197873,0.9616474723672852,0.8268235756491983,0.9241507869932436,0.5266282227996141,0.9499321239991557,0.3782977628631366,0.7855618332954408,0.2049630691272793,0.7836948379331532,0.223675104987835,0.5921124484564806,0.169170196435408,0.94891007248052,0.7128177935841189,0.9897897591228123,0.9724956343512525,0.6850603082589859,0.12180677621075126,0.7528913897675374,0.18106138379287234,0.8283539267027503,0.37620102846151876
6,3.7223947891427644,0.6000844699510571,0.8569356575951834,0.4068544140621389,0.827479701012291,0.2187504233313316,0.8188611998454747,0.031207028041448405,0.9511200025017738,0.6014031593410892,0.9711349936007182,0.8420980032011213,0.8733717941610888,0.3668148140794884,0.975043402457415,0.49514923468169514,0.6022797448006244,0.029616659253929943,0.751489469866139,0.05229878328984029,0.8222757858737837,0.14999403660417285,0.9652412822721881,0.664732249473754,0.5807191224547481,0.060004532372726765,0.9379716646675276,0.6151792182495093,0.5675938737500312,0.03343379135741653,0.7412420022179088,0.20423767082388108,0.9699020401502594,0.8687321232451986,0.9380975183739453,0.5723758215649458,0.9318072922661205,0.3605012957826818,0.8350121720502192,0.09227574529144786,0.7734585756403289,0.20656673727939767,0.7379069033480798,0.24042764145062254,0.9444785110875141,0.4652453253729542,0.644616345294211,0.20405281939725442,0.9496171282212341,0.7031647260853788,0.9762557363258908,0.9481291280047702,0.647089443892125,0.10108625461921017,0.7333472386611597,0.1942137090306729,0.7958484022296095,0.04527874400243917,0.8257213215934854,0.34906514604608996,0.5976745919356041,0.8334016543444843,0.3614814059921475,0.8251154164097967,0.19497304072420374,0.9446930824332823,0.5537351120473113,0.97135593511892,0.8379110199651225,0.9756167965710763,0.49051145206833335,0.7846259392087025,0.10140607537638172,0.5890650944874041,0.04674593934973252,0.9263897251212289,0.5409181796244452,0.5762825965741601,0.03763577621710215,0.7257376212405283,0.17612940489802134,0.9627846948017946,0.8462202592654429,0.9118080716137081,0.49812415986121056,0.9378033936087524,0.35381694157332844,0.7645756475332376,0.19508801533921036,0.7328734214860266,0.2356592035360833,0.6442370186243108,0.17797262004209058,0.9412002958217788,0.6568288408861143,0.9779595831920338,0.9472834085859014,0.6620031011362927,0.10996532136668909,0.7363892110996495,0.1754885157523876,0.8211959150213584,0.37689473462356304
7,3.687320616564476,0.5153163896549154,0.8683896984400576,0.36948044933492646,0.7600674898700399,0.12656235713716302,0.8111064047581229,0.0292760581608484,0.9331949108145742,0.6077702925867577,0.9700051047569346,0.8068965575931563,0.8090445857778011,0.2651827012317031,0.9728397716932748,0.4439044092054506,0.5786344269822332,0.0370760877520423,0.7301863631800385,0.04946769930883872,0.8020666576341527,0.1659700650501707,0.9515447573583414,0.6381350680740286,0.5746654683233914,0.04626124027017529,0.9020937356463223,0.5245333864862944,0.5966889420002784,0.033124482752352934,0.7148753826064805,0.13019584093438702,0.9681798654351959,0.8741730826350409,0.9161724158857089,0.5029249845735374,0.8896366998705045,0.25108228714197606,0.8158227023385662,0.09059092151372497,0.7362955528607528,0.17371957841591598,0.7558817705876529,0.17690220512225976,0.9222201406670684,0.34546801180751496,0.6077261551546527,0.179927520880227,0.9301709422656411,0.6143519544910243,0.9747984857996159,0.9027654105266415,0.621698668850066,0.05526637084137333,0.6622160136888801,0.13635778369018872,0.7587468060470123,0.04317345274861868,0.8048203542604772,0.3078764378666549,0.5409555042110755,0.8400858892711612,0.325236349839162,0.74971598339218,0.11665632152049422,0.9230704221096226,0.5489585774196729,0.969648403045186,0.7996560327593258,0.9714544843493191,0.4515512280307579,0.7729933372888229,0.10363700881748802,0.5660266871733527,0.03563518585089981,0.8883580496602297,0.44165478174938017,0.6035735151110324,0.04074627148106565,0.709962631698963,0.1406631304750411,0.9590435401010488,0.8441739433762545,0.8866331126143009,0.43717000006550366,0.8812335769727878,0.25272431872664736,0.72657989903418,0.1715706528465952,0.750696496056696,0.17866351361104893,0.6038845199043185,0.16091018374495872,0.9219930103213347,0.5631341090986373,0.9727043480439004,0.8966081667362098,0.6428724544480171,0.06120532422607635,0.6636153902126877,0.12573768927709364,0.800207287540457,0.3348146394826157
8,3.6546975842843348,0.6275620481478721,0.932793853236515,0.5094625763890483,0.81380202209159,0.22011123849120362,0.8329747680650418,0.028899051764474694,0.9435652854735616,0.6005291338312297,0.9784311795762975,0.8624027487799455,0.9172821272131751,0.4627523886451554,0.9877414050917235,0.5670067730066841,0.6009195535503424,0.018801514632698593,0.7750518484004078,0.06423978315780784,0.8578921171396845,0.2175658338769675,0.9702080744025762,0.6625772537760996,0.6197074421826284,0.07884784670217139,0.9324648644933653,0.6766665647272453,0.710446518395101,0.06805289855047209,0.7772095148023346,0.20780050450722085,0.9729781622169035,0.8699400621277502,0.9504857221933778,0.6210433425711793,0.9494760133467325,0.33970160040270486,0.9329587609053662,0.14320442749919884,0.7939840559744307,0.2692310051400618,0.8080770047681812,0.2959926592388199,0.9731058999599279,0.6071220671130398,0.619680545372101,0.1965058514990305,0.9565118889760053,0.7981647928515531,0.987001007473627,0.9684271189745046,0.6549933038746951,0.10664828611260975,0.7046625198013243,0.17955760707310936,0.8478390764319487,0.09132451132326991,0.8500801619788916,0.3833064086701877,0.6122083923380786,0.9140481012452316,0.4607467938125,0.8061774925741187,0.2007558514266896,0.9312622873729712,0.5195592519397422,0.9783326018133546,0.8542815007120483,0.9866846062123926,0.5806701454435593,0.8206531722263596,0.14872418394665032,0.6276163825636205,0.04900990085013479,0.9206375809105282,0.570327173126572,0.6901987384795149,0.06611572918026035,0.7678487501363589,0.1823982594623956,0.9640600808106541,0.8296294194620193,0.9250602366631564,0.5401958109522137,0.9544395495507558,0.3297657372252836,0.7883575070980471,0.23962909819858255,0.7933282972389859,0.318145002935972,0.6163696807007173,0.16361905533613486,0.9486423893361897,0.7302820271683976,0.9849097545498453,0.9654007216039041,0.6684527313937213,0.11894902273437377,0.7007454125986071,0.1641025180168837,0.8393912676737566,0.40161536017671595
9,3.59423309384078,0.5335022732354475,0.9082359087637465,0.47638702615874806,0.737783267578957,0.15289269232155822,0.7975433817891594,0.03049539981014098,0.9334022571496569,0.5135082210093337,0.9878776691301795,0.914600168909355,0.8681639384463896,0.23307033222398804,0.9825637292643663,0.5067271757866696,0.722793716764513,0.03370481590782247,0.7526966964774414,0.060781248373221325,0.8123304471789837,0.1993398754696931,0.9706351777441952,0.5486553455087384,0.673894729257791,0.10410319197261869,0.8694228195454758,0.5126947143136974,0.5942035673745578,0.04873034203373336,0.7726012577832722,0.21374363838823524,0.9717420410621836,0.8820968390404698,0.9431614005415396,0.6051197157456463,0.9237668730306676,0.36042569861308943,0.8345022203081673,0.10939554103553824,0.8456784261875179,0.27738538917490524,0.7690996183643242,0.30585522716499824,0.955381059229899,0.45216696139922913,0.5904241938973633,0.18469149916806943,0.9531564223335253,0.8126225068786019,0.9857772321016498,0.9684875088292646,0.7227564026531464,0.13420925124993988,0.7600766071985193,0.2352566420889417,0.8041904789590522,0.06418773964917643,0.837280769289866,0.35504766815090794,0.5356637102183797,0.8808631221075406,0.4209784710000425,0.7337039268433933,0.12986679545806773,0.9267426115235492,0.4477310145760195,0.9865246338676692,0.9042649070951808,0.9832358858437187,0.5254396389801205,0.7894787498070671,0.12038608757055137,0.6907212941997409,0.09224479555285987,0.8630414470776441,0.4465361802277091,0.5877973726728286,0.052337028118172924,0.7598205635082704,0.20395593242936136,0.9627898250753619,0.8432839861965663,0.9163760433584989,0.5293220744533896,0.9169814978119634,0.31984337120635936,0.8215224803241424,0.2544775703478178,0.765978026356028,0.319168455234815,0.5839188660991024,0.15746264680108596,0.9458436935462106,0.7479866689178025,0.9850444065932937,0.9668405714590973,0.7311657727716783,0.1501553157150546,0.7576969254673007,0.2015844904454645,0.8294623572427502,0.3916933000892769
