epoch,train_loss,train_accuracy,train_abnormal QRS_rocauc,train_abnormal QRS_prauc,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial fibrillation_rocauc,train_atrial fibrillation_prauc,train_atrial flutter_rocauc,train_atrial flutter_prauc,train_bundle branch block_rocauc,train_bundle branch block_prauc,train_early repolarization_rocauc,train_early repolarization_prauc,train_inferior ischaemia_rocauc,train_inferior ischaemia_prauc,train_lateral ischaemia_rocauc,train_lateral ischaemia_prauc,train_left anterior fascicular block_rocauc,train_left anterior fascicular block_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_left ventricular hypertrophy_rocauc,train_left ventricular hypertrophy_prauc,train_low qrs voltages_rocauc,train_low qrs voltages_prauc,train_myocardial ischemia_rocauc,train_myocardial ischemia_prauc,train_nonspecific intraventricular conduction disorder_rocauc,train_nonspecific intraventricular conduction disorder_prauc,train_normal ecg_rocauc,train_normal ecg_prauc,train_premature ventricular contractions_rocauc,train_premature ventricular contractions_prauc,train_prolonged pr interval_rocauc,train_prolonged pr interval_prauc,train_prolonged qt interval_rocauc,train_prolonged qt interval_prauc,train_qwave abnormal_rocauc,train_qwave abnormal_prauc,train_right axis deviation_rocauc,train_right axis deviation_prauc,train_right bundle branch block_rocauc,train_right bundle branch block_prauc,train_s t changes_rocauc,train_s t changes_prauc,train_sinus tachycardia_rocauc,train_sinus tachycardia_prauc,train_st depression_rocauc,train_st depression_prauc,train_t wave abnormal_rocauc,train_t wave abnormal_prauc,train_ventricular ectopics_rocauc,train_ventricular ectopics_prauc,train_ventricular premature beats_rocauc,train_ventricular premature beats_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_abnormal QRS_rocauc,valid_abnormal QRS_prauc,valid_atrial fibrillation_rocauc,valid_atrial fibrillation_prauc,valid_atrial flutter_rocauc,valid_atrial flutter_prauc,valid_lateral ischaemia_rocauc,valid_lateral ischaemia_prauc,valid_left anterior fascicular block_rocauc,valid_left anterior fascicular block_prauc,valid_left ventricular hypertrophy_rocauc,valid_left ventricular hypertrophy_prauc,valid_low qrs voltages_rocauc,valid_low qrs voltages_prauc,valid_myocardial ischemia_rocauc,valid_myocardial ischemia_prauc,valid_nonspecific intraventricular conduction disorder_rocauc,valid_nonspecific intraventricular conduction disorder_prauc,valid_normal ecg_rocauc,valid_normal ecg_prauc,valid_premature ventricular contractions_rocauc,valid_premature ventricular contractions_prauc,valid_prolonged qt interval_rocauc,valid_prolonged qt interval_prauc,valid_qwave abnormal_rocauc,valid_qwave abnormal_prauc,valid_s t changes_rocauc,valid_s t changes_prauc,valid_sinus tachycardia_rocauc,valid_sinus tachycardia_prauc,valid_st depression_rocauc,valid_st depression_prauc,valid_t wave abnormal_rocauc,valid_t wave abnormal_prauc,valid_ventricular ectopics_rocauc,valid_ventricular ectopics_prauc,valid_mean_rocaucs,valid_mean_praucs
0,4.749775168478188,0.35830165710168693,0.7669606175776001,0.1793629603361498,0.7500091263491182,0.018247492747435597,0.8339200786165847,0.10829395954721915,0.9417599195918231,0.7019340771669031,0.9109509027218853,0.28645547884207784,0.7848282974105312,0.028253300724018042,0.6756244930310914,0.01863159195126112,0.7308391876061296,0.03616489272679137,0.864515129154294,0.15686371255020398,0.9603777900238077,0.269861725778563,0.5275884863383982,0.07834981527881943,0.47411780246224944,0.02355812026153956,0.8829273876216859,0.19969626622824746,0.5280197296030368,0.027578548321474425,0.9193411061011556,0.6859558512991326,0.9283321127021407,0.27930080765857845,0.6397554922633621,0.009391199499750513,0.6409650139913756,0.05554148783029851,0.5587125398756667,0.04838715183828189,0.5111723603777862,0.023531450055941074,0.8923663831922118,0.09231624258132423,0.46361176328605563,0.07088534196600262,0.9782600876979941,0.842089128138229,0.4336457289460436,0.0292579791648129,0.5586743796323363,0.21694452378526938,0.9726953279731095,0.35584408447525984,0.7034872494272325,0.02383819816639248,0.7345725367990632,0.18024205144148062,0.352985019005739,0.7673922612189158,0.16680236213357433,0.828946329475215,0.11478789752727019,0.9350532790803915,0.6675429357937012,0.7248238232637404,0.03718687481044079,0.852307967587396,0.15304057410296396,0.5343847414504447,0.07360696104416217,0.46057949683120686,0.022736180377718705,0.8776944508864267,0.20741794652194648,0.5377525229602013,0.029948675402891124,0.9181850395794522,0.7033007486456049,0.9369418173564348,0.31298007773431813,0.6375254267360151,0.046779821092152056,0.5609673929364838,0.052220436714389355,0.4562863876809242,0.06922549446082553,0.974906843734281,0.8311040252712253,0.4356622753181135,0.03163079849854441,0.5550866149113389,0.2080094715556795,0.9685762005986724,0.3417731819642447,0.7201707150892029,0.22611635909175845
1,4.314050060648796,0.4374549700628556,0.8054251413606422,0.33385984328538926,0.7194708584264722,0.019864705982710455,0.8741322771804119,0.16192151747238087,0.9245638328087071,0.5895829182538229,0.884316224760907,0.28818179917670383,0.805908183726617,0.04878242108747376,0.6758491886472348,0.023970014285733816,0.6956317555748159,0.03812979761543338,0.9305666062285751,0.4142798516008929,0.9432599754976495,0.2802010138537536,0.6915133366801456,0.1504123049792578,0.514333708639972,0.0348859161616233,0.890425174615486,0.27690081136120903,0.5261740403180601,0.03099947310207129,0.9380955697839947,0.7226555773779564,0.8529057548377891,0.19603176467414124,0.7009849708800391,0.018252330406394957,0.6679355783781967,0.12180984059322515,0.607186716949866,0.06074051964888762,0.6024719261648366,0.0862067308336877,0.8727727373721534,0.05382657682155768,0.453357075396836,0.08460633971761902,0.9789034666407991,0.9001138551875304,0.5561607410949324,0.04404204320210757,0.6022839671791094,0.309145601346583,0.9656040198915897,0.48862800821762475,0.7052268408600452,0.03161823799383887,0.7550170248109587,0.21517221534220782,0.43497055973764626,0.8071751071443812,0.3383259772102135,0.8624524284894538,0.14381864830906602,0.9199374249683939,0.5796124808332529,0.6861673377290665,0.03907532819828746,0.9186970596887528,0.3742861339398538,0.6928966202897222,0.1386198957768258,0.489186078789362,0.03286108560701716,0.8761061796694853,0.2379604189872116,0.5379600811194205,0.031041702918212948,0.9362835665814987,0.719872048675616,0.8788582885677536,0.22589481428960867,0.6507037020994445,0.10232460277536849,0.6054044151147284,0.0601257433863427,0.4456292999935094,0.07855666534089725,0.9774223817945563,0.8797675547401538,0.5549642179621461,0.043761802452853646,0.6005930410626518,0.29338537965500555,0.9494487378917555,0.4655842836161062,0.7438825538308935,0.26582636481732747
2,4.161356926301983,0.3924622990733149,0.8504094599143854,0.3710001282770571,0.6935293147667441,0.02084627940907515,0.8633312972199643,0.17154815896734796,0.9338831241841276,0.683047175202789,0.8707239429383002,0.36358972205662304,0.8542558899324154,0.1340863583972046,0.6777066171769688,0.028409015856828087,0.6910656869114997,0.03993176829536221,0.9125197841222148,0.37253652824260286,0.942300145734617,0.5489785192395055,0.6777716753738816,0.16940490687722956,0.5122203785557486,0.03210916555720575,0.8693151220483494,0.2780880988178043,0.5379643384365579,0.029238936438502384,0.9515708743444585,0.7907581539640866,0.8149853852487356,0.1847491845520738,0.661828145039058,0.014086060894703118,0.7338663824082889,0.20185575563374844,0.6275660695209234,0.07860556413394248,0.6214778110434768,0.06637070369353852,0.8744732820865337,0.1145055116044873,0.6585455304957007,0.14889787927154288,0.9666980826306172,0.850432278315635,0.6829168471998344,0.07985896396681846,0.6990151745376617,0.38199798066859786,0.9668323130147423,0.4663155296716507,0.7386238612218762,0.029250174375713454,0.7735332050410251,0.24631475934746946,0.37936945665946187,0.8493520127293012,0.35402462063720774,0.8478623157951425,0.16361571648558515,0.9334794479798568,0.6770323522991732,0.6982727914367318,0.0442039634493753,0.8960523296348477,0.32413401807140035,0.6766684621496898,0.1524914517547038,0.49795476539662586,0.037177239678501985,0.8515199127527306,0.2515423608414913,0.5433372113506345,0.028527168528366616,0.9472598888923294,0.7861844419337418,0.8452844821063782,0.22192101842129028,0.7211884468908163,0.16855080346810086,0.6233284393434011,0.06570880449225444,0.6597301551242941,0.1476761641883652,0.9655273845314292,0.8293744227734094,0.6695811995994466,0.07829455326754697,0.6928708658606824,0.3656995915326339,0.9577666292754574,0.4367396084858097,0.7709464856027664,0.285161016683831
3,4.04588901161724,0.44403865742466025,0.8629528866557405,0.40132647528657417,0.7140158425124009,0.016075148288732667,0.92870905350976,0.2821380543071585,0.9759927344775388,0.8129980678521498,0.9049092906176964,0.4722512714562471,0.8915918318117748,0.18623948918015132,0.7249157705945821,0.03305533439697659,0.7632209451110372,0.06512587871855978,0.9280291002584732,0.46829554607430307,0.9492242122878447,0.6270164483758889,0.7165777885809628,0.20805284761019002,0.5358556819202678,0.04120826178681333,0.9196549185993457,0.31076109918129896,0.6061984591984249,0.038709423625610154,0.9564308161019552,0.8180089229883922,0.9662920823319409,0.4211857089238607,0.668351571478539,0.010732565364047975,0.8397263660030156,0.2917463466694072,0.6562235977948199,0.09308849477501183,0.8302435295852626,0.16644628317528976,0.9133232065949383,0.20346080112637135,0.6768988340518701,0.17192290461945886,0.9927459175172209,0.9534033136652487,0.7028839199397748,0.08450342050062887,0.747145549622467,0.40738690895982577,0.9866231213126675,0.5387542780678797,0.7990085613661595,0.0469421609264033,0.8206572440680178,0.3026235354037955,0.4294551688156816,0.858497905883644,0.37326760462995473,0.9184719188452498,0.2862025071602527,0.9718969583647626,0.7841897291540408,0.7667266417258191,0.08588931669713681,0.9144825585294031,0.41755323250683796,0.711240487760154,0.1829705504907802,0.5333264669789978,0.041541089357801826,0.9063869603638829,0.2550002150703329,0.6157447093523352,0.03696839792119331,0.9518307848421579,0.8120687459425262,0.970049557388212,0.4256211907151204,0.8222925211660397,0.24559659274530274,0.6529033894730447,0.07664082019514681,0.6711263549036153,0.17034992371872953,0.9908995797916206,0.9347526569306829,0.69365767088795,0.09025233700718041,0.7391633339372357,0.3892346284518479,0.9767751011731751,0.5158425437006523,0.8147484945204054,0.34021900457752896
4,3.957306232029706,0.44043626245310674,0.8546389876043634,0.43907492657449704,0.7204160578112733,0.021531664484211357,0.9387078053397752,0.4313193051210332,0.9665112909914422,0.7886477275546312,0.863292294022395,0.3819398184186452,0.9132238769816279,0.24060125842927152,0.6555807726583576,0.023868679952133914,0.6514570973127842,0.032517463107438874,0.9294687803529481,0.5118878199216743,0.9437751148665602,0.5369843284255833,0.6828198230115707,0.18497057327481498,0.5629381407640918,0.060410758182845595,0.9171575024894475,0.3853470135834168,0.623213493514341,0.05262406845489002,0.9617997720682093,0.833336791235509,0.9194715118735636,0.3273735068501793,0.7068617620768723,0.013692401880735073,0.7958082320280931,0.29902575721744834,0.5827107154028093,0.07432265236421709,0.7869867121364136,0.19455473188306455,0.9203335676802169,0.22549259734599955,0.65877370528908,0.16317615185229448,0.990211690541633,0.9550291664611618,0.627889002012158,0.07925089022558919,0.6613962958562956,0.3630623271636777,0.9765441143703353,0.6007790810751016,0.8061825620896552,0.06289112937479278,0.8006729881906044,0.3068041700153651,0.4334053812327644,0.84955441349501,0.41213312248143724,0.9224754032685025,0.4187810406048969,0.962159316667906,0.7524180343460612,0.6434650956126782,0.03793915363079478,0.9100166767140304,0.4582412729733548,0.6832973281684545,0.15740140682874837,0.5452818462394385,0.041663473687417574,0.9011748508030958,0.3184464527150883,0.6218740539052582,0.047661204091802724,0.9582720006531662,0.8262931007185796,0.9365143375955209,0.3474543849057831,0.778854763983247,0.2446268484893854,0.5815491018202306,0.06728640569846614,0.6503358862854547,0.1571425827564601,0.9875820853804419,0.936547611446334,0.6276894884073934,0.07999220770494556,0.6524740614952801,0.33866765687173167,0.961234095824786,0.5603248490863367,0.7874336003511052,0.34461226716875687
5,3.8777568676389316,0.4622245410051924,0.8315655205201742,0.3698004175952608,0.6572676332991442,0.012307115131234489,0.9271466358878717,0.29925567114600105,0.9748219025520173,0.8218991425005071,0.8501579518678793,0.38433373304335183,0.9036618026180763,0.23687236293890704,0.6455250685194293,0.02469842663977817,0.6358786366482556,0.03501847387907024,0.9172303797585217,0.42593601254442326,0.954659974571479,0.6327150729702264,0.6113550013175396,0.13454432288831472,0.5466891631538404,0.05441059482214734,0.8390239024345134,0.24422722769422153,0.5401527907838191,0.041660545594031484,0.9552721370546264,0.8281434259636544,0.9089666501624664,0.3203187771618362,0.688764414241854,0.012828081442755187,0.8007818651573668,0.3124676970829832,0.5718216385902364,0.06240948834506416,0.7974555233236785,0.1776133766519552,0.8913345916845072,0.250981178722449,0.47515195825168455,0.11095450091881079,0.9823012349872297,0.8774771719582228,0.4768560194452967,0.041643540374024325,0.5985034437967535,0.3087799111209278,0.9772861240001477,0.5762662741380356,0.7899886486014496,0.06349036061470022,0.7685044671566615,0.2837427001438109,0.4275173287620183,0.8250675786893941,0.3303175124492783,0.9068344327678423,0.2740331497682129,0.9704394860135773,0.7966564817059294,0.625152588984337,0.04186256462450737,0.9010003332647035,0.3654713012681571,0.6092341309862167,0.11602455136003427,0.5148773944943575,0.04241435443569373,0.8055896712611798,0.19410666254383308,0.5309778099228503,0.044668778807732096,0.9467986180759564,0.8079262341432153,0.9284047060603768,0.3635746561233603,0.7842644530482095,0.2555853403827573,0.5694274930151555,0.051933006020088934,0.4675649866943597,0.0998653914099805,0.9773724137663303,0.8383748839220022,0.47655110240555465,0.04362067188588804,0.5854444450453423,0.2850222999525014,0.9596825672267084,0.5494308127494193,0.7435935673179139,0.3056049251973662
6,3.8245899801073495,0.5229932175598122,0.8753414996323253,0.46475726626454794,0.7438440701028062,0.026542296042002395,0.931513186801104,0.45393840658615187,0.9613773303318164,0.7732639820511914,0.849676820110581,0.3075336437120979,0.9194556120219782,0.26974801809030474,0.6561222452157907,0.024825452629596696,0.702344025228533,0.04493729585705801,0.938760290980678,0.5201232092731365,0.9375469195317488,0.4914640871670212,0.7182735405335278,0.2123074286511089,0.5755979630146106,0.06198234202005755,0.9003968260995232,0.3698183790879348,0.5960987294205576,0.060287511689064224,0.9485079776246371,0.7677652386347642,0.9257319481544141,0.3154833168125724,0.7397979646563068,0.0156112480100707,0.7874319723935027,0.3450645990441058,0.6198842689613289,0.0748776157760077,0.8336072386072358,0.2253470726364081,0.9076112973989865,0.256627556766304,0.4628916870590219,0.11723536237176628,0.9750027618473434,0.8977874018732149,0.5556534734458631,0.060965699360110204,0.6346586625095001,0.3698839276283058,0.9795719663791865,0.6190802937380214,0.8072014436650464,0.06995817541406149,0.7957000637677021,0.30434136396988837,0.4955653275695014,0.8616775487560279,0.43467954413941523,0.9122526454290051,0.4108733562548922,0.9571862483665686,0.7513613541780785,0.6920032035458425,0.0419292635885385,0.9185358188792264,0.47129074924922487,0.716394001558632,0.1858947039372425,0.5455506317339422,0.06603144254304992,0.8768039684357561,0.2976982709869652,0.5759375814224161,0.0432479694667778,0.9409229172310478,0.7489689541764114,0.9347155178936218,0.3607596893519884,0.7625122031673259,0.2406848678122977,0.6177483710585521,0.06534326042027586,0.4510700493282275,0.10403925444714826,0.9675846142839792,0.8632355171784634,0.551855360603111,0.06269947875821129,0.6211793039981035,0.3292497156745465,0.9614544147449444,0.5608475626122992,0.7702991333575739,0.3354908308208792
7,3.773213363138626,0.4545228689970435,0.8543257137037596,0.3091035061596566,0.653026992214602,0.012010142596821927,0.9334174817665082,0.4257212256965236,0.9710844320775979,0.794215715755453,0.8584186242885712,0.318193242782016,0.9245058413434445,0.29168734972837246,0.5988468325190125,0.015891458273881075,0.625829868310861,0.02810160881714097,0.9440674958221512,0.45412903392547993,0.9518161599914656,0.6195886998955359,0.6958300429850166,0.21106919526388268,0.5510175536455296,0.0507264671812398,0.7765768714437693,0.148336312418094,0.6022326652993477,0.05304135300634939,0.9568458320252992,0.8139962007914521,0.8931489342279426,0.3189299373530411,0.6310424890487849,0.014501822167684215,0.7720620557251283,0.27476179457466154,0.5718086809491234,0.05570162670439593,0.8793598343387126,0.2475366072624084,0.9200644793448646,0.28831309710335035,0.4677304328669843,0.12331530939744402,0.9710661000861587,0.8836111288965822,0.5129292545678499,0.05039514798839763,0.5738705366560409,0.29301646654109575,0.9486193268313219,0.5359355872189493,0.7672683046499154,0.06897322720378506,0.770622697656658,0.28521493572976647,0.4249086979205486,0.8486520230931958,0.2664943893281881,0.9221910385262374,0.3630594474576786,0.9666410275478874,0.7661851610742073,0.6199378673015247,0.029312779458489244,0.932994081771499,0.394347583073275,0.689086280599615,0.17821329845871303,0.5103881485550432,0.03859634835141687,0.7423616652307696,0.11138382758158336,0.5625650459302163,0.038435395894394854,0.9491005809207449,0.7875909414151577,0.9016872210032534,0.3439492530350887,0.7453844539145096,0.2087235152949975,0.5689922102567591,0.0514257291650642,0.44984475400791846,0.09819594195072257,0.962929213438904,0.8463018509286291,0.5064129561622102,0.05171830539084378,0.560561980655297,0.25298463251645736,0.9257246354357107,0.4891214731481827,0.7425252880195163,0.2953355485290606
8,3.726725745807064,0.43526868897667137,0.8487273421615417,0.32016507513296794,0.666950586004951,0.012159491957521059,0.9387077449249646,0.352001068387837,0.9819672453742543,0.8835239749594043,0.862551916761635,0.2823809321328404,0.9337014616335267,0.2927984385830675,0.67357802316706,0.039721717055519905,0.6925136010512701,0.058828191374133254,0.936330020928461,0.536107822475749,0.9593545004417319,0.710267863487335,0.720090560523289,0.24247439746858374,0.6484350120088733,0.07827250572702268,0.9028940848051127,0.3193176043661544,0.6507970350960965,0.08561433985228312,0.9649239464540547,0.8471501236109917,0.9544617101394408,0.48431352622907725,0.7048160917625764,0.016313548982284563,0.8225088021879606,0.3876249861462264,0.5651982495972265,0.07690734804233719,0.8578662127266518,0.21739687369181102,0.9358166286168813,0.32139972416737544,0.561207331214995,0.14311581058844958,0.9837218669078974,0.9329323818977547,0.5728817080361668,0.0669129256367329,0.6366826139741563,0.366618684040652,0.9799616308065578,0.5769599272383638,0.8137535707009178,0.11883985612719405,0.806311092518824,0.3248192273836914,0.39926958336438845,0.8407026720558919,0.27292374960802096,0.9282807740688466,0.32074609764992584,0.9771614414567551,0.8520923390857953,0.6793367636141555,0.0691813295936268,0.9164924243777233,0.4652478808852803,0.7126223411570551,0.20633241827142287,0.6064493260115695,0.05636211185138425,0.8810610069812824,0.25027946907253146,0.6176621689189752,0.07159348577502438,0.9548191518476589,0.8209421978531245,0.9558386925928727,0.5044116633053538,0.7832577958664166,0.26772137849892913,0.5575390332059784,0.05740597608064158,0.5428611994547933,0.12009237270805648,0.9772255598942519,0.9003324587686469,0.5711473327617811,0.0719616293808593,0.6191152876512798,0.3328386546229585,0.9585884095514913,0.5428385671730754,0.7822311878593767,0.3435168766769254
9,3.6849851140454466,0.3833196690765447,0.9071059415495305,0.5042300556079231,0.6529817753030622,0.012515335081978751,0.927308759031863,0.25806967516792867,0.9726107131952704,0.8422771826543946,0.8117584620938417,0.21531222907793343,0.9327284223392015,0.3117786267743197,0.6621652471025833,0.03596482831161064,0.6841797699574526,0.057676901653788054,0.9464775705099876,0.5567394385509641,0.9413223499822743,0.6175087694234871,0.6912925863206839,0.21297539296754942,0.6246093633841578,0.09236989963101391,0.8673201700045234,0.2821260253458235,0.6872740044778419,0.09344801970306593,0.9668379282926179,0.8641901518981834,0.8658971168158339,0.3318329730844841,0.7322926764269891,0.025987615778207802,0.8075941221637163,0.35594736463796184,0.5789366666104129,0.08713727037101728,0.8190388686649578,0.2394659396729398,0.9500601303467686,0.35582211229539634,0.4817078506423195,0.12361598034275495,0.984669426863962,0.9371435431813261,0.5309592903986249,0.049402837608638436,0.5976029501604248,0.33256713323565984,0.9802291885720068,0.543604128484832,0.7907846602272774,0.07799328022651073,0.7924350374606737,0.31176676706554424,0.34992919430573155,0.892615115435497,0.442766571068532,0.9149405563069479,0.23172261066487568,0.9671487724032425,0.8120601525686044,0.6557694909799705,0.052711845734917315,0.9304506217290609,0.490588249985593,0.6766718525564622,0.16964363365366378,0.565184590492388,0.03700336494391529,0.8343080876317632,0.19374062591220423,0.6383972535590337,0.05646617232233611,0.9558628777383789,0.836186124765925,0.8804161307407127,0.33979705726729154,0.7634114058381951,0.25189115360969994,0.5655780747539851,0.0709369861430893,0.4667727331732329,0.10016855896167043,0.9782917478439156,0.9068367495565198,0.5316317816390345,0.049089977739069944,0.5786803112530431,0.30011271848710286,0.9587176261333565,0.4824592762270967,0.7641582794560122,0.32356565720067265
