epoch,train_loss,train_accuracy,train_1st degree av block_rocauc,train_1st degree av block_prauc,train_abnormal QRS_rocauc,train_abnormal QRS_prauc,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial fibrillation_rocauc,train_atrial fibrillation_prauc,train_complete right bundle branch block_rocauc,train_complete right bundle branch block_prauc,train_incomplete right bundle branch block_rocauc,train_incomplete right bundle branch block_prauc,train_left anterior fascicular block_rocauc,train_left anterior fascicular block_prauc,train_left atrial enlargement_rocauc,train_left atrial enlargement_prauc,train_left axis deviation_rocauc,train_left axis deviation_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_left ventricular hypertrophy_rocauc,train_left ventricular hypertrophy_prauc,train_myocardial infarction_rocauc,train_myocardial infarction_prauc,train_myocardial ischemia_rocauc,train_myocardial ischemia_prauc,train_nonspecific intraventricular conduction disorder_rocauc,train_nonspecific intraventricular conduction disorder_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_premature atrial contraction_rocauc,train_premature atrial contraction_prauc,train_prolonged pr interval_rocauc,train_prolonged pr interval_prauc,train_qwave abnormal_rocauc,train_qwave abnormal_prauc,train_right axis deviation_rocauc,train_right axis deviation_prauc,train_s t changes_rocauc,train_s t changes_prauc,train_sinus arrhythmia_rocauc,train_sinus arrhythmia_prauc,train_sinus bradycardia_rocauc,train_sinus bradycardia_prauc,train_sinus rhythm_rocauc,train_sinus rhythm_prauc,train_sinus tachycardia_rocauc,train_sinus tachycardia_prauc,train_st depression_rocauc,train_st depression_prauc,train_t wave abnormal_rocauc,train_t wave abnormal_prauc,train_ventricular ectopics_rocauc,train_ventricular ectopics_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_abnormal QRS_rocauc,valid_abnormal QRS_prauc,valid_atrial fibrillation_rocauc,valid_atrial fibrillation_prauc,valid_incomplete right bundle branch block_rocauc,valid_incomplete right bundle branch block_prauc,valid_left anterior fascicular block_rocauc,valid_left anterior fascicular block_prauc,valid_left axis deviation_rocauc,valid_left axis deviation_prauc,valid_left ventricular hypertrophy_rocauc,valid_left ventricular hypertrophy_prauc,valid_myocardial infarction_rocauc,valid_myocardial infarction_prauc,valid_myocardial ischemia_rocauc,valid_myocardial ischemia_prauc,valid_sinus rhythm_rocauc,valid_sinus rhythm_prauc,valid_t wave abnormal_rocauc,valid_t wave abnormal_prauc,valid_ventricular ectopics_rocauc,valid_ventricular ectopics_prauc,valid_mean_rocaucs,valid_mean_praucs
0,5.624210869280512,0.053583695901076256,0.6253852765887346,0.05585684876957768,0.5938427756910344,0.19856542901050422,0.5919295303732743,0.020994678859540303,0.6545448588176573,0.13248792920609956,0.5760003795262054,0.09103681909132928,0.5062255770387103,0.0499808971001829,0.8173767129164102,0.22144051506060952,0.6762804640881881,0.040072847988640276,0.7271779099598906,0.432246741109871,0.8268077474733858,0.11802702611852678,0.6517183365914604,0.18884230558579762,0.6467646964588395,0.34723062627986423,0.6340780074118754,0.16027703324621576,0.5869337309418782,0.04657912739150172,0.5282131318184586,0.01939950101145318,0.5758981085259686,0.02463530514149144,0.5736656902922305,0.020439132218563402,0.5423416689801468,0.030368330446172948,0.5563719890455728,0.020200452835861304,0.5604857028152932,0.047948539466213885,0.43750691324030505,0.03125353901571996,0.35981320025680646,0.020006752485405652,0.4411610862847779,0.7852469183233847,0.7039738624982561,0.10028997199795929,0.5742777770190898,0.06244689973653753,0.519852979018011,0.11011604161031271,0.6503244218987424,0.0940768525687977,0.5977389827989334,0.12852100228430127,0.05357142857142857,0.5641397639177222,0.18468287021141866,0.638854035057778,0.12341965674544556,0.5075663394580805,0.05244578079828054,0.8235780445229118,0.2300893903810318,0.6999651778003109,0.3800414888223497,0.6516118787822046,0.18125209259425087,0.6309661177256036,0.34440646266371233,0.6421727732624916,0.16508805419142938,0.44626159457063885,0.7807510965765485,0.5176153573375081,0.11350219740764156,0.6317462237273558,0.0916688331947129,0.6140433914693278,0.2406679930533474
1,5.432227294087073,0.5365239294710328,0.5585638682300925,0.04017438778424051,0.5462791442695784,0.18138869391707724,0.6411215062719856,0.027260509955727583,0.6207585426964142,0.09806144284432057,0.6510243268419393,0.10608851949073561,0.5572887999424636,0.05486995888063968,0.8668527284348866,0.29292679781029796,0.746141610774334,0.046084517535139334,0.6947505585134792,0.3462143278045793,0.9116486144230834,0.13405080824597243,0.7749048469077764,0.21845083745014396,0.7161277267782714,0.40527043002774044,0.8151315737651275,0.25286948528584996,0.625295829061363,0.05205874214904386,0.7238641006461133,0.034199863504815464,0.5291287402766873,0.020389907846509743,0.6148082956608661,0.022717314980378153,0.6279711609873696,0.03637960113737635,0.6299107683229437,0.025933163881747153,0.7004220593576912,0.06654126852518816,0.537329648513212,0.037975166793422895,0.6371747160215893,0.03870736748300588,0.7786587185537122,0.9424809880594662,0.38646721234697773,0.042966409223001725,0.727069193286522,0.09151651258611698,0.6435587111481265,0.16111258233773768,0.7594225731373889,0.10407060801931049,0.6674694657470368,0.1437318597614661,0.5902014652014652,0.5224994233334336,0.1755482191950669,0.6570063746955671,0.1034906985499325,0.5510344129205736,0.05600193001263003,0.8631989061753306,0.2813560511516215,0.6667027672143622,0.3116399524537379,0.7802477955758312,0.22495473968577473,0.7094446144430844,0.40078829474383565,0.818680425868937,0.2533156135046709,0.7687610635911264,0.9401523720725073,0.6814136572304826,0.17853154579221092,0.7579619085424601,0.10898254812034357,0.7069955772355626,0.2758874513893029
2,5.089434139801886,0.17281123578352797,0.32638282742531616,0.024912732401365368,0.31017849804711817,0.10449298773807267,0.4893985949698222,0.018106053899622988,0.24068986790343083,0.043328476721159054,0.5565238431001673,0.07450749268659528,0.47828658998095336,0.04728510209426069,0.9362103019863846,0.5124337443991447,0.39524338067184644,0.014644896171644346,0.24286868368828096,0.15525927887767782,0.8738212264328162,0.10032134229752004,0.3155385890999878,0.07487606210491418,0.4619443985619974,0.2379506688721475,0.40016533964940093,0.07611115516189466,0.37758636969692505,0.027243178417077723,0.30179616191908154,0.011293418111753484,0.41196968925592375,0.015155630921746205,0.32432772161564116,0.01070385523924922,0.39577914451064555,0.019628604027659556,0.27569940386128433,0.009947962567051659,0.48614633824186254,0.031881332702619884,0.555740384922496,0.04051200950387657,0.5355711289879568,0.02800195942130919,0.793747518887507,0.9512877858433335,0.3469548169628148,0.02589459362460384,0.2995374351096337,0.03095308157402416,0.5300508948404337,0.1099033466416687,0.6273747722050005,0.06568921037624863,0.45516792305684184,0.10601207268141637,0.21153846153846154,0.31885990512581364,0.10598298059970672,0.25741544886268153,0.04002491462983432,0.4895260574669057,0.048487838274604254,0.9346140252482344,0.4926066472379213,0.27084062630870875,0.15047581672931218,0.2923670749248879,0.07340739230879814,0.4747163959051964,0.24919918639390967,0.4001169006140205,0.07594834352985512,0.7849644088895624,0.9482173517747735,0.49496402262031286,0.10179528505513726,0.6299971261872568,0.06877724102109536,0.48621654474123466,0.21408390886863166
3,5.000350832129315,0.3288298603160064,0.4398353241504651,0.0342333222185575,0.3732016200182009,0.1288880496392959,0.6291685758076582,0.0256776011409281,0.49480698612319224,0.07572902423202658,0.7406424782650173,0.1621794413889316,0.5865287752449084,0.058837071725686724,0.9453592740224683,0.6487572033156331,0.5551531623834325,0.025157738828496312,0.3802275327868425,0.21233934558810091,0.8766004468676172,0.10143450724057189,0.5377960830208867,0.1619274594289634,0.6724372631415882,0.3714989375502993,0.8266273862324653,0.3774166577704813,0.42915647365062104,0.03137081426924556,0.42375063218630726,0.014700259945705065,0.4678668465518581,0.017167122646629156,0.37629774249941367,0.01266821273947225,0.5647729348927376,0.033242530783317695,0.2856395252072868,0.010447081078083712,0.7074017236914596,0.08349167990086025,0.5463687207185398,0.04140860076355351,0.5697552250173985,0.03092873232502528,0.8146196096018011,0.9576718112501437,0.3823357178462483,0.037350422063835174,0.5271090802322822,0.05871692242804458,0.7167154295812295,0.2091901896655941,0.788398694499993,0.13083503256616674,0.5799471579348858,0.15012095453680185,0.47458791208791207,0.3633544944890734,0.12365942500741482,0.5452084423573749,0.08799793743383386,0.594566585079978,0.061914545929297425,0.9376331605426644,0.6248348119323061,0.38458327644684703,0.19735518054301082,0.5234209428807313,0.14388602984861146,0.678235506843218,0.37930287082258196,0.8294750285675876,0.38023195088382683,0.8047183039840403,0.9548869569628871,0.7327548997217121,0.23995033112518765,0.7742475365842565,0.12567520042501013,0.6516543797724985,0.30179047644672435
4,4.825319267449402,0.43073047858942065,0.4210739319202982,0.030257623430281065,0.33589346814603677,0.10971538885269122,0.6479369566267564,0.028673082332193643,0.6304817971472404,0.12229428654908797,0.8305741327201084,0.32006627416469197,0.7400056362091211,0.15386805099430714,0.9626560842794247,0.6831645210057721,0.6226018473720327,0.02872243905882453,0.7404431155492506,0.505486352448081,0.8846661642536846,0.10961321259630721,0.5558253237625925,0.17078074548782107,0.7599484499043001,0.5591249052678389,0.8615379867327972,0.44440409223319566,0.39056919721334715,0.028883086823649,0.4599226388739658,0.016400031895638774,0.4297121390349972,0.014900985503187402,0.3855377065616409,0.012448419083740206,0.5408065859440067,0.028952955374086257,0.48033574411426494,0.014222277344358585,0.7233388310250559,0.0940245213875104,0.5744648017307896,0.049733791602303734,0.6091390622182754,0.04760266048882938,0.852879528699352,0.9645779631288727,0.3369068002832332,0.025296301707663695,0.6104039352027806,0.07534581821559566,0.7557275032006394,0.2752166571641735,0.8459133272626295,0.19183261622114195,0.6292334331847639,0.1890966318652535,0.4993131868131868,0.3343089528738053,0.10866216803867605,0.6537306466907049,0.13067380842461873,0.739212027716492,0.1444125235143816,0.9630427640312218,0.6604167430840499,0.7349548922122529,0.4771879608294998,0.5301512456273246,0.15219588633366862,0.7592557304996105,0.552007025276192,0.859691791531135,0.4557557774722992,0.8423819649848611,0.962081588140885,0.7315993339919246,0.23277172351625836,0.8327285921625545,0.17184328235330026,0.7255507220292625,0.36800077154398453
5,4.587871719995406,0.401954049309213,0.3779606513034306,0.02900587967908571,0.2678907959033212,0.09944031525549298,0.5459317364375357,0.021799269590969332,0.5367036417732628,0.10154501294638021,0.8033648783092725,0.2855455124340379,0.7212742920857741,0.26762403730604356,0.8377947470423507,0.18918100578609637,0.4232534238994665,0.016266613028210725,0.5161648807547435,0.2610717489049039,0.9277396056868434,0.20988679204852045,0.5708964919672151,0.18958593201891816,0.6572490533440216,0.3684055604427784,0.7513335061109425,0.2655306794863942,0.380991501150837,0.028255983030085006,0.552904840476896,0.02641082413061592,0.46104277587680637,0.01735206414139488,0.4309355585378811,0.01560333278847237,0.49253908594993867,0.025670782777673613,0.4581590812806391,0.016697548113929064,0.7084702107950567,0.09850461335254505,0.5606621077103853,0.04553318626009372,0.6005109168024562,0.04098160162190071,0.8424534629507086,0.9624795160632806,0.44486171418989334,0.056281268077256946,0.5544932206363926,0.07094030911970839,0.7686843010186425,0.33710159423225394,0.7238108991879458,0.14382308036313637,0.5895584215252837,0.15520459492593253,0.4567307692307692,0.2741851952141689,0.10026675353435441,0.5792317799602419,0.10855700796753531,0.7154308725179261,0.22251945033923037,0.8353530040354695,0.17050299586082343,0.5150396620252407,0.2398339077172783,0.5402802129524814,0.16439124928069562,0.653002531434294,0.3747830174448571,0.7518349012628189,0.2470894940220318,0.8307452256471666,0.9592498397723404,0.7409318443535063,0.32194121899135464,0.7262507287906417,0.13976569064644173,0.6511169052903596,0.27717278414335844
6,4.448324100378497,0.5514082894435539,0.4329132988178651,0.03437979989717424,0.2663831617002531,0.09941872051547156,0.5916061963031223,0.02642350523407777,0.7092315933054281,0.18536341387789532,0.9125924260202207,0.6286161034725372,0.8373157407285093,0.41936046461387405,0.9242406015315321,0.4155893525731158,0.5616349337355684,0.02713041037463281,0.611301676765537,0.3873239074948267,0.9106415047637149,0.1806622854452566,0.5765378834937632,0.15841838116866128,0.6993175024893172,0.5031998608556683,0.8219360157250868,0.3733695461187689,0.38293816352265275,0.02921242030130184,0.5467734032120197,0.026639630523640566,0.5392484545861346,0.02377505425931811,0.46852840964864756,0.01689571134392444,0.4876091191454123,0.027149996647697877,0.5266405162500756,0.026185764220001184,0.7055881806000421,0.09085863677937434,0.5737607018640953,0.049196994570472954,0.6607694420525644,0.05979535209295016,0.8556465258214657,0.9661791656964789,0.5414386630395694,0.13768149921420653,0.4965909287087838,0.05376832594241153,0.7808154665354261,0.36482091709143805,0.7996154799727668,0.15176168127396894,0.6378376292718362,0.20233988524441282,0.5716575091575091,0.27398662133566004,0.10054154685869703,0.7309971639962489,0.20297804804428665,0.820873767581357,0.36098050834227563,0.9156873904847873,0.3869528708138031,0.606033291250117,0.3511433701753439,0.5291224434211982,0.13034875832466353,0.6912993768777123,0.49475345383310193,0.8194037484181884,0.3483388870107101,0.8439381083722809,0.9630490745587945,0.7609479222548429,0.33442811188811744,0.7937687883261177,0.15796640608525098,0.7078235111198645,0.34831645781227677
7,4.340696365030182,0.49576368216166705,0.5275884608333135,0.0451778014258707,0.2523212681628162,0.09838846330349117,0.6242047482349289,0.025839481348682487,0.7578647565730805,0.19725351905117583,0.9289164201430451,0.5937000137578969,0.8796424725540589,0.3962142614802249,0.9240243489041381,0.4584266853408051,0.6091560653062773,0.031215316513363157,0.6236171570247487,0.3972841772354663,0.9301184795892884,0.22515870236403174,0.5840645088893625,0.1685949977088414,0.7529646593173873,0.6252561365958981,0.8570869294771644,0.44390364760075374,0.3893889782161324,0.028947442153365845,0.5074683530443149,0.0181891301185232,0.6039573848944669,0.02757969708665469,0.5590530441826292,0.02271981515836373,0.49009664414879356,0.02541756981930616,0.6005314561520305,0.023867567731236418,0.7103083457741056,0.0904515317516587,0.5829798124977936,0.05255761256232714,0.6782698591103105,0.06458763911689208,0.8611444014416725,0.9681763150550693,0.5680085638096835,0.09660696947864059,0.42573987321207674,0.04105634490966781,0.802664375579816,0.37283624844656627,0.8385488651437518,0.1703367088722555,0.6618418604524885,0.21147199244396403,0.5519688644688645,0.262637020990663,0.0997327535755601,0.7637705527551555,0.2104276625178464,0.8550087475868727,0.3332047644377503,0.9174064474592472,0.42412181459947557,0.6146549304092912,0.3596933441039111,0.5447364053416858,0.13871898366749819,0.7327044620006677,0.6014257431886055,0.8553933559536022,0.4445497292661764,0.8485056251040557,0.9644891419191322,0.7743386853240212,0.33309408058525847,0.8151456134039587,0.1584357525035678,0.7258456223935655,0.3698085245786165
8,4.2763684274549565,0.5517136096481184,0.6971589837200713,0.08090270177863457,0.2925794498799521,0.10301252558923696,0.6741506213430495,0.028975964762587455,0.8611004203474631,0.35944446847341616,0.9436507201150088,0.5907458291635923,0.925432451843926,0.44365162841162165,0.9610412412900813,0.6427447975232865,0.7275164198549802,0.04257256300201842,0.7245377404241442,0.48856304172306386,0.9603675718203777,0.3023256373989457,0.7530809305416115,0.2354537187633629,0.7984989907416998,0.6947148391448419,0.8898777759828533,0.534186609811275,0.47537654167623733,0.03600584648888017,0.6719308937386352,0.03863554449483395,0.6441488634810731,0.03169288617651515,0.6142380570223652,0.029376775202412084,0.564765223292355,0.030443186090642168,0.6651202112207226,0.028817382290579733,0.7398445931737091,0.1042233286423187,0.588210004488353,0.0518528324440142,0.7168573898419898,0.07284203054009833,0.8608776588659699,0.967943386396732,0.6425405313701767,0.16010653719654105,0.556834517358938,0.06662809828481275,0.8279958478787766,0.41467620049929255,0.8687331530504366,0.19675516836742415,0.7276469186801835,0.25101087143188816,0.5808150183150184,0.2962457502181304,0.10386971732759015,0.8658109603664775,0.3896934395868869,0.8913090785300607,0.3492934045867487,0.9520124249986724,0.5848669185024431,0.7043012319695405,0.4363251485165448,0.724631567524321,0.21039643999940075,0.775225881829309,0.6618891483043143,0.8901484930049596,0.5313101833246585,0.8466614959159204,0.9642095703346858,0.7969236973610527,0.36002894704357535,0.8460835514536531,0.1841496380655195,0.7808503757429179,0.43418477778112424
9,4.135202028980492,0.4016487291046485,0.3887770424309093,0.029927318904078445,0.30448951738783553,0.10378026823208755,0.5279520199321639,0.024783990943047295,0.6979540118721717,0.1841391249724287,0.919085732332293,0.6622388662327598,0.8410480780380122,0.46653395317725915,0.9163313883469048,0.4170362790376837,0.49162832468464707,0.019078728968535345,0.5134893891281531,0.2917713794919061,0.9590375771023443,0.40588807685602446,0.5511311105087626,0.15391534067164267,0.654068575438675,0.4759659322861848,0.7094146945419708,0.18519419838825732,0.3694846379835809,0.027074051049275235,0.35112226329199514,0.012355191687512132,0.5340754713947712,0.025326017744454102,0.41802650972740196,0.01505320572643206,0.35745794804991426,0.0181765260038479,0.5317496822610905,0.03048537703548431,0.5461312529001917,0.04290762007494028,0.5760814493177535,0.05178813832606212,0.6748274476234449,0.10313384920481958,0.8642871303132171,0.968533606292735,0.5326732691102193,0.1450339542124336,0.3062610780967331,0.031240320016812588,0.7287918300297651,0.3081516928195377,0.8007721765081229,0.1976259225843684,0.5950425780871498,0.19989403447928186,0.45604395604395603,0.31557822105886013,0.10553123315399032,0.720728949616308,0.19966635462116053,0.8230692826116933,0.3986202551710852,0.9060235026283651,0.3632990478088013,0.5066550285864181,0.2598719146823245,0.5114907737613945,0.13320502294814673,0.6372510292644931,0.4473243759032579,0.702472155734998,0.1750164753179883,0.8487803136476854,0.9645280552493628,0.6926569560991995,0.24383692306202165,0.7905584913930344,0.20072370286675717,0.6777513367638591,0.31742030552589967
