epoch,train_loss,train_accuracy,train_1st degree av block_rocauc,train_1st degree av block_prauc,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial fibrillation_rocauc,train_atrial fibrillation_prauc,train_bundle branch block_rocauc,train_bundle branch block_prauc,train_early repolarization_rocauc,train_early repolarization_prauc,train_incomplete right bundle branch block_rocauc,train_incomplete right bundle branch block_prauc,train_inferior ischaemia_rocauc,train_inferior ischaemia_prauc,train_left atrial enlargement_rocauc,train_left atrial enlargement_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_low qrs voltages_rocauc,train_low qrs voltages_prauc,train_nonspecific intraventricular conduction disorder_rocauc,train_nonspecific intraventricular conduction disorder_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_normal ecg_rocauc,train_normal ecg_prauc,train_pacing rhythm_rocauc,train_pacing rhythm_prauc,train_premature atrial contraction_rocauc,train_premature atrial contraction_prauc,train_premature ventricular contractions_rocauc,train_premature ventricular contractions_prauc,train_prolonged pr interval_rocauc,train_prolonged pr interval_prauc,train_prolonged qt interval_rocauc,train_prolonged qt interval_prauc,train_qwave abnormal_rocauc,train_qwave abnormal_prauc,train_right bundle branch block_rocauc,train_right bundle branch block_prauc,train_s t changes_rocauc,train_s t changes_prauc,train_sinus arrhythmia_rocauc,train_sinus arrhythmia_prauc,train_st depression_rocauc,train_st depression_prauc,train_st interval abnormal_rocauc,train_st interval abnormal_prauc,train_t wave abnormal_rocauc,train_t wave abnormal_prauc,train_t wave inversion_rocauc,train_t wave inversion_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_1st degree av block_rocauc,valid_1st degree av block_prauc,valid_atrial fibrillation_rocauc,valid_atrial fibrillation_prauc,valid_incomplete right bundle branch block_rocauc,valid_incomplete right bundle branch block_prauc,valid_left atrial enlargement_rocauc,valid_left atrial enlargement_prauc,valid_low qrs voltages_rocauc,valid_low qrs voltages_prauc,valid_nonspecific intraventricular conduction disorder_rocauc,valid_nonspecific intraventricular conduction disorder_prauc,valid_nonspecific st t abnormality_rocauc,valid_nonspecific st t abnormality_prauc,valid_normal ecg_rocauc,valid_normal ecg_prauc,valid_pacing rhythm_rocauc,valid_pacing rhythm_prauc,valid_premature atrial contraction_rocauc,valid_premature atrial contraction_prauc,valid_premature ventricular contractions_rocauc,valid_premature ventricular contractions_prauc,valid_prolonged qt interval_rocauc,valid_prolonged qt interval_prauc,valid_qwave abnormal_rocauc,valid_qwave abnormal_prauc,valid_s t changes_rocauc,valid_s t changes_prauc,valid_sinus arrhythmia_rocauc,valid_sinus arrhythmia_prauc,valid_st depression_rocauc,valid_st depression_prauc,valid_st interval abnormal_rocauc,valid_st interval abnormal_prauc,valid_t wave abnormal_rocauc,valid_t wave abnormal_prauc,valid_t wave inversion_rocauc,valid_t wave inversion_prauc,valid_mean_rocaucs,valid_mean_praucs
0,5.0534799976386315,0.13781024073936052,0.662221241166124,0.08344062149051942,0.6007142065478732,0.008670938193071485,0.8461482422799621,0.12957527901786361,0.7915357358148417,0.20429826558336678,0.6051712664450306,0.00820205588558693,0.6633337093660823,0.10073647122123092,0.5360416550075615,0.012361367775703035,0.6204450988663258,0.03957461248902609,0.7335999520167162,0.029694177529746416,0.5139265983680439,0.022593093887096946,0.6017668031856029,0.03324517230123914,0.6440020595292786,0.08054034880373141,0.9237790707001283,0.7238112397585439,0.9605490314162402,0.703797186245787,0.7386978690014147,0.15580758730986652,0.9435189830244936,0.27601878067735386,0.3496003514745549,0.004127084687586312,0.510747268715856,0.0319706742646223,0.5581834381233914,0.04182841449530293,0.8341466015807225,0.2322888417092903,0.83761567450396,0.3457937419218124,0.841263876814447,0.40013205595257345,0.6177203067112419,0.05529091414862946,0.5370226695044146,0.03208532423915644,0.7773206464417168,0.394305466984019,0.7698006019066328,0.19410186464567608,0.6930335753274098,0.16708813773916928,0.1433256316613252,0.6567252088241594,0.07523150215785085,0.8312923466034992,0.1302495014027779,0.6564643701903552,0.07596876578990827,0.636911711243516,0.03780325810105599,0.49322377640638193,0.021147993111592843,0.6146647507669514,0.040626234822282364,0.6300827245569367,0.08000031361956311,0.9237296826908492,0.7220465733583242,0.9660020324142746,0.7182312878380316,0.7336100058472026,0.13541868313350255,0.935901257592434,0.26373992441680316,0.540274054785428,0.033364864512441306,0.5488853077120114,0.04280385285140236,0.8448258939229877,0.35157758405051476,0.818673589385165,0.354730477524035,0.6006708686549199,0.053710956068752716,0.5391816547919319,0.03597287302929607,0.7848701014773908,0.40869360391302223,0.7585438651965932,0.1960881715485351,0.7112912212138415,0.19881086427629957
1,4.70228733403002,0.2584035179250205,0.9156147258657287,0.4011538010144631,0.7394320080232262,0.020342986756149657,0.8875036707343454,0.3145922579687042,0.8985745851669711,0.41818558096952746,0.8251889782529641,0.04364498001604933,0.863051444327661,0.26548297322940617,0.6014904035111757,0.016235730508105756,0.74032896197914,0.053653870760955645,0.9491172357905066,0.3212693101915306,0.6569191821968291,0.04678166931801968,0.7455022414292467,0.058961548437881955,0.7277713708310405,0.09539526285615926,0.946040375835534,0.8093031025439127,0.9745283971147793,0.8023628606412875,0.7750902627401225,0.2507787631954288,0.9629219465844179,0.44449838841714023,0.7215327182528621,0.01705502653134334,0.663324849675676,0.0712871901004836,0.6561508107599513,0.04367485379661688,0.9116589852963353,0.2593168843403033,0.8763151771890285,0.40978009108590674,0.8848106202465635,0.5908420703613566,0.6903168036079931,0.07736430418107088,0.6053287530709158,0.035009305999230085,0.8214252891704636,0.43441136241003675,0.7713523236058563,0.1615892861804753,0.8004343123561283,0.24857590237736713,0.24700007453230977,0.9180534652596827,0.38633652094012255,0.8665482334536246,0.27579422553687954,0.8671687100020717,0.2622378496075266,0.7324239241290801,0.04506088811569404,0.6247726026443374,0.03974119447629712,0.7280497100143839,0.05702131918856662,0.7155467752786023,0.09489305021413139,0.9423240643764368,0.7989562675315554,0.9778352551822838,0.7975301131535478,0.7835373614854746,0.2236166375708542,0.9575664465370348,0.3564639834525017,0.6682343655595552,0.0689375724877915,0.674987600480971,0.04853983044776976,0.8771987639702471,0.40850388890671985,0.8575962360359618,0.5350839093790124,0.6742093702938707,0.07501721771589089,0.6037607809065648,0.041084476301160286,0.8229560323445456,0.44052661846323343,0.7668864220340386,0.1729499003134666,0.7926134799994089,0.26991028756856433
2,4.513590605030124,0.3100047203796179,0.9338203519213355,0.542532864505549,0.773507452455742,0.02127600073441233,0.9483691489017059,0.4779755221977416,0.8989551317203752,0.42734636653187236,0.8710792665705547,0.06942366210817813,0.9052875926716756,0.3532566844664839,0.7244861792163666,0.030374464467990678,0.8379662098854499,0.09471558768062176,0.9688485610152153,0.5870140325909953,0.767445829601914,0.08793948109810437,0.785816228472318,0.10685713208306045,0.7428448688571107,0.12491230038866062,0.9481427696100704,0.7981928312745826,0.9803746874800396,0.8234177411515798,0.886364750832058,0.456331242923249,0.9754304796943667,0.6084418412035567,0.9009817195213401,0.06312706010392048,0.7544124651511352,0.13723900811939604,0.6841478923431553,0.059975462521409964,0.9097632800716733,0.23676989321444972,0.8907030916889656,0.46444164316663417,0.907386941226043,0.6302480992800767,0.793835356931731,0.12746578277915294,0.6738366008158113,0.05616099423955005,0.8107500365893461,0.40998729022339825,0.7877277757952283,0.18584141409455834,0.8485494103477205,0.3069717078134302,0.3070731161958709,0.9344240435835895,0.5225458428278235,0.9364259136110528,0.444254908572671,0.8952507859564535,0.32605342261045367,0.7958593181962358,0.08783193527879962,0.7462083032312911,0.08354555225713038,0.7536508875538299,0.10363608533064554,0.7420940283739207,0.1423223062599188,0.9471642174196812,0.7879341576285015,0.9792758343955058,0.8297891385879476,0.8641634221822903,0.40846650839109083,0.970075400222459,0.4614840246679245,0.7498227855641504,0.13224388840610776,0.6817815376056203,0.06052979592042067,0.8849237489579841,0.42837377730520415,0.8769435542749795,0.5867515193120817,0.7785060437389821,0.12846715920272966,0.6706593099050451,0.06563045303756916,0.8055709846446236,0.40913672847098187,0.7868815838246807,0.19763788565213206,0.8315621949074934,0.3266650047221123
3,4.395361832424927,0.34083625251546545,0.9432830109835544,0.545936359372578,0.8007626621849466,0.02205853854000908,0.9605073399011175,0.5649280793875923,0.8959936907105907,0.35651887972846674,0.9159217062405742,0.1628886955981105,0.9163602650559449,0.28633649362128305,0.7729840040293868,0.03367439522443691,0.8484569014569429,0.0985928812234185,0.9756923920237802,0.7095240371092346,0.7399773053812915,0.07669220172148775,0.8309758657809957,0.20861032838031976,0.743459543573243,0.10181508369697938,0.950208131899406,0.7683401735152502,0.9859480646574142,0.8293116656710152,0.9199164054618522,0.48475291702477924,0.9836983415658559,0.6555019050725972,0.8946508097306508,0.06497527029151662,0.753816760451397,0.12236734015075246,0.7049993607871957,0.07160736690799965,0.8980376397151859,0.20116241940121446,0.8672151824656735,0.39782542487103767,0.9181628771363857,0.6233680202277603,0.7326779395799751,0.09952639780427382,0.69088256402368,0.07095966487909929,0.8190221493654904,0.46202788057950933,0.7760142769062676,0.18729701687122546,0.8553701996564922,0.31563843987969026,0.3337556830886189,0.9447129414152627,0.5376284577103743,0.9516368332414383,0.5170874904821359,0.8984863012839559,0.2750755805237071,0.8229261212529341,0.08415336712832913,0.7111843231465121,0.07589628656626109,0.794663885501011,0.22499613605221291,0.7305164481298145,0.11198113749474625,0.9490475897993222,0.76620615403431,0.9837113673576379,0.8157465423856017,0.9013928107930803,0.445206902768023,0.9775196981079334,0.5281346141715385,0.7519755261120046,0.11577309710904807,0.7009573529963601,0.06330679069131549,0.8627937841594298,0.393451888073127,0.8950927625260314,0.5567685727086337,0.7158377509139308,0.08718679455677357,0.6866156557843192,0.07085850582119772,0.8157000897342295,0.44865393532055775,0.7749772057458543,0.19773616365520844,0.8352499183158454,0.33241307459226854
4,4.3028512790553695,0.39954286850016146,0.9554439842222868,0.6253810629096057,0.8165901037350327,0.02816824325210275,0.9650481088272148,0.6704897866007739,0.9107718537422338,0.41056183492388004,0.9447588185236531,0.23142832575408537,0.9290859894674005,0.37034807833064975,0.7876022704539299,0.04782418152801263,0.871028592191354,0.14179218035109842,0.9765144482462433,0.7172586871624362,0.8001123831123891,0.11063841002404914,0.8449754790486494,0.23813697206117052,0.8232555360165432,0.2003563631058976,0.9581386737973696,0.8213137628048014,0.9864681138393875,0.8509482272294308,0.936934798362398,0.5914320105975258,0.9841382909649123,0.6831895270108866,0.9373198014775345,0.07484256750806915,0.8735080351625162,0.25685881885523265,0.7687659008519678,0.08852595015976764,0.9201034309963863,0.25913733858406174,0.8945073224957893,0.457997056049808,0.9445322216834358,0.7159484388349844,0.7892475604983556,0.13505402839709074,0.795560693464359,0.1176433976345109,0.842575436326768,0.47530183735391135,0.8145782769628456,0.24539491824896328,0.8873679278642677,0.36792200020280025,0.38018931206678097,0.9546344700807827,0.5995458414019997,0.9557840801605727,0.6392797454812639,0.9123167128790465,0.3358108121874175,0.8310401386835313,0.10746934673852034,0.7707648965215095,0.10362086785363744,0.802796656184634,0.22840674242311776,0.8080882323082608,0.1929130958703556,0.9535056082919063,0.8038993818523614,0.9819395890945322,0.823164406681562,0.9090882998901866,0.5228364642232874,0.9747899159663865,0.5475000274631369,0.8738493826214973,0.2437853324982516,0.7737568054597039,0.10716063977336744,0.8843675516466061,0.4258290059640558,0.9166564706603315,0.6413378952616127,0.7706946720547523,0.121679691072092,0.8010932239758553,0.11707007017569752,0.8373152291239573,0.4646159565684465,0.8076972987131684,0.24168427149062377,0.8694831175956431,0.3825057681568846
5,4.234532141400575,0.37695957864400886,0.9602719312662384,0.6023388910993939,0.8422512205143731,0.033053688899877164,0.9686292824798595,0.7363899715417687,0.8572150473000956,0.2844066814127343,0.924957958684139,0.22184269843627138,0.9164878011103268,0.3914910804377706,0.7010058993463825,0.034946898685892236,0.8806389680634237,0.1607193780882119,0.9697274568798098,0.7084998557719566,0.7629966930577344,0.11505281737179622,0.8444485632028357,0.2740510039653544,0.8037773058252428,0.19557871298755308,0.9628229061401297,0.8457643854472109,0.9796079585374978,0.8724308419199734,0.9073451505430079,0.5068418445908024,0.9769097620704735,0.7327642297116964,0.9266745927852457,0.08515228809871292,0.7877285158088712,0.14973235959673364,0.7272052899540945,0.08826481827265446,0.9024787648455386,0.225504482005764,0.9010533369644205,0.4990547983296526,0.9324147551398456,0.666203022416353,0.7418064689057056,0.11740650028844352,0.7290188748490819,0.10295078592809549,0.8385503864774908,0.46925307992153187,0.831057807198347,0.2581399284852071,0.8683493345365465,0.3606859632196697,0.362599686964299,0.9583990836100207,0.5759875622437512,0.9576252562549069,0.682106416479497,0.9018619458677223,0.3500584802281161,0.8613329380706302,0.11956296827546438,0.7103867278282138,0.07256789516606167,0.8043089271625937,0.25073534334970304,0.7805451611243989,0.17277556284230294,0.9577752983815985,0.8249204627800177,0.9808458619995677,0.8784779896072501,0.8743525292716668,0.4422558357923219,0.9690635609753258,0.6076977706851544,0.7781732659365348,0.13887313722700312,0.7156054065165999,0.08271083682751944,0.8924691494980237,0.45862852260413717,0.9044615187928775,0.5825462662788172,0.723524983388059,0.10946214063116355,0.7230767236880006,0.11446414265562935,0.8275740638174174,0.4450533963171882,0.8263577475331841,0.2679976897860148,0.8498810605114391,0.37773065367247965
6,4.1667983402054025,0.3920399493180294,0.9487352652173457,0.5576503447151953,0.8122048154804706,0.03321936882286482,0.9653127361157413,0.7014585010104029,0.8601632053009739,0.29184277795759106,0.9433145539559448,0.2615605493223105,0.9387648962301994,0.42782103039875635,0.751760058511018,0.04125760398140535,0.8559877630992788,0.15632595192835214,0.9800871128438798,0.7738331730073621,0.7523288052892184,0.10761067382452794,0.8393115103935016,0.2553530723199982,0.7997309779704758,0.22352717072690387,0.9646902780349518,0.8452591087036867,0.9853020379951274,0.88914584648099,0.931638588810598,0.5296597462697872,0.9870841454502173,0.7106684983097495,0.8643684874099449,0.0386116448204829,0.8238547528212317,0.2256017675108167,0.6996891668803156,0.07318658689213937,0.9238564816793048,0.2513088082890298,0.8741112306127565,0.4289716830455549,0.9374021227373303,0.7009468080975587,0.7333923549532646,0.10391934721591192,0.6979205565758282,0.09448920859557061,0.8202345767072428,0.4786434555892582,0.7953816685831311,0.20861678157211822,0.8648703134484345,0.36194190420801253,0.37579190579116045,0.9448275541921545,0.5188320720464029,0.9495144333554999,0.6234485834705688,0.9293185220169444,0.3464791628412393,0.8444366774509947,0.10974811200382252,0.7061590954590163,0.08274095436533804,0.8045840622874811,0.2190999322292698,0.7788194204746494,0.1937019654349202,0.9602871978104853,0.82338473948794,0.9880641626726495,0.8928159282179751,0.9042014289992728,0.4429425662321037,0.9734734330322566,0.6073942534813972,0.8103380051568763,0.2312143295520054,0.676175037973527,0.06621653079480433,0.8645733502789025,0.38417180532875667,0.9040730139711701,0.6042259223590216,0.7278216098404094,0.09599328657260858,0.7038716351507738,0.0861574675699404,0.809746188765077,0.44334417515096775,0.7959175305587189,0.22731408812385853,0.8461159136550979,0.36838030922436527
7,4.118816148100165,0.4080892400188815,0.9587580907987817,0.6374949370491967,0.848324635969665,0.029438286743869228,0.9702652856693487,0.7582440354445346,0.8619936913164823,0.23664653058868423,0.9549577371711686,0.3213827625418925,0.940541722396974,0.4790458786228247,0.7617072532177521,0.04248951526685956,0.8968455025578959,0.18801172358202886,0.9717808850017902,0.6609283990460084,0.78641201638823,0.13448066246270424,0.8542783033108865,0.30581109497985093,0.7892751646118716,0.20711944854392453,0.9661559485875411,0.8512072758117823,0.9750915603642568,0.8845351204167534,0.950200193291767,0.595434806256977,0.9847375633743913,0.6848185165217198,0.9203477410989218,0.07767936019747847,0.8109065994498749,0.19605604883043912,0.7069605188419822,0.08922170917381232,0.9247229621473417,0.2857732712687614,0.8655133405270411,0.4371034357243333,0.9342296565863063,0.6564614791575257,0.6517200050915064,0.09668469785160859,0.6803638209884206,0.10878278446324165,0.809460440938725,0.47533229723588394,0.7896537935444945,0.2526617258999392,0.8678924782016699,0.3728017616801014,0.3867481553253335,0.9618122553073238,0.5922397834867774,0.9530602830176206,0.6820724908480559,0.931054243429603,0.4122712285714252,0.8818040997525948,0.12298398963341682,0.7444496186107508,0.09040565483722746,0.8111413684132238,0.25669247359697805,0.7651401403941921,0.18591848937631858,0.9596677178753587,0.8215296318854326,0.9790584306680881,0.8662910880885211,0.9222798920406737,0.4964974677058903,0.9740998270410036,0.5548151295925712,0.8076742573162119,0.17746786103943837,0.6819863947908968,0.07922512848723093,0.8600109888961506,0.3923928161210155,0.9029306386292342,0.5698240302488301,0.6359574195460437,0.07988452522287645,0.6944680263072245,0.10020683302397496,0.797881697066309,0.44380678931818074,0.785710731152361,0.2515473019288864,0.8447467384344665,0.37768803752700253
8,4.0644566771827195,0.3922387021440461,0.9303422351061114,0.554742193322523,0.819344177715852,0.03512172390183037,0.9644164185546348,0.7013530169892922,0.7878821160457722,0.21514167240192944,0.9342840239307846,0.2456599597139238,0.9038144816005225,0.4683041697097036,0.6878418208402403,0.031221595456782405,0.8419752338112716,0.13299037484131165,0.9651919651885843,0.6809598509615747,0.7875134423439633,0.1325850442897123,0.792901187374333,0.22051228897810093,0.782796191970515,0.1513382299401027,0.9673538944663275,0.8508098980492538,0.9838917631600559,0.8831456319235114,0.9187826127712192,0.5295310637739457,0.9750050563146347,0.5946455241022247,0.9039170104842194,0.10130486256653203,0.8128718493876574,0.1946311845171495,0.6204633287197503,0.04768091229191228,0.8943263036228923,0.26268480935273597,0.8811292126395833,0.4547053776351329,0.9460000477707897,0.7434433427456881,0.6700353816090139,0.08046332403339358,0.47753055335591066,0.06779281053693337,0.7935327370209393,0.44196937855566054,0.751308784038692,0.16358945224604432,0.8382481473017027,0.3456279881860348,0.36476112394723115,0.9225438529934263,0.5099804104277774,0.9432283490734088,0.6174658336368125,0.8839375110016604,0.3863881474168392,0.8105043198309643,0.08281172320739405,0.7462177327867092,0.09098519033387363,0.7537241678013155,0.20272389950901248,0.7481635188967712,0.12471878266771382,0.960861053431832,0.8219965342612062,0.9838147273011875,0.8611890831417587,0.8843227227998117,0.4572075091698362,0.9556548710960477,0.5241561468574061,0.8053385582871683,0.18357484281716252,0.6024616308304251,0.04973222034344592,0.8752393722422251,0.4181902477281365,0.9135410360199018,0.6303183007258589,0.6505798436770145,0.07462493593433153,0.5036330685538393,0.05760621639808017,0.7853922500780863,0.4048226465249714,0.7567454571196673,0.17002347476056612,0.8150475812537611,0.35097453399274653
9,4.0146412408555365,0.4275173287620183,0.9524134621100593,0.6032037790127264,0.8673303676179251,0.06030465740870386,0.9713067814269727,0.7609877573778584,0.8207562114845176,0.24802646180182344,0.9623988193358671,0.3105334313223837,0.945767331570027,0.5308630294836499,0.8026224141712964,0.06763172321852476,0.8977497841590483,0.2463740655779265,0.9807560818417079,0.7823998790240348,0.8396539927493243,0.1836316276399566,0.8698929984703703,0.31222161651105573,0.8378932448023122,0.26322277109360664,0.9644124365120995,0.8414996114784019,0.9895965926199665,0.8898414978436889,0.9688613024213738,0.6703669285671777,0.9912802381140663,0.805423441871843,0.9391198911402825,0.14662906470500245,0.8451729603568823,0.25963989919845554,0.7234668428875034,0.08816597030776166,0.9012139696293059,0.25719492337728816,0.9013170806767138,0.5151289478020324,0.9734958172559293,0.833521292738977,0.6896104393321314,0.12941179489843685,0.6414904161706131,0.09876968942694415,0.8363346714423251,0.4689890096711027,0.7957944562353961,0.24075815553810304,0.8811426386359238,0.40825927026528713,0.3979280017887754,0.9432649146278879,0.5398877393383136,0.9491013524112886,0.6693227174179321,0.9319274562950257,0.441785591441505,0.8600837127367308,0.1369855224349193,0.797386272308152,0.10522406034007811,0.8216788978650779,0.239262572550706,0.7971522529802633,0.19973725554434324,0.9558874201150426,0.8027414965613539,0.988191623372267,0.8645332673946232,0.9335333504470971,0.5414798005488933,0.9832442332442333,0.6473432815966073,0.8213147694297653,0.23115457810513318,0.6992457910974716,0.08809651799516036,0.8886143138612022,0.46846084083418293,0.9477955494696493,0.7091611744574609,0.6734701741645704,0.1101465460742882,0.6659794794917698,0.09747516869890746,0.8273024265818668,0.4321845051472848,0.7999017438981189,0.24931607937012343,0.8571092491788148,0.3986473008343061
