epoch,train_loss,train_accuracy,train_1st degree av block_rocauc,train_1st degree av block_prauc,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial flutter_rocauc,train_atrial flutter_prauc,train_bundle branch block_rocauc,train_bundle branch block_prauc,train_early repolarization_rocauc,train_early repolarization_prauc,train_left anterior fascicular block_rocauc,train_left anterior fascicular block_prauc,train_left atrial enlargement_rocauc,train_left atrial enlargement_prauc,train_left axis deviation_rocauc,train_left axis deviation_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_left ventricular hypertrophy_rocauc,train_left ventricular hypertrophy_prauc,train_low qrs voltages_rocauc,train_low qrs voltages_prauc,train_myocardial infarction_rocauc,train_myocardial infarction_prauc,train_myocardial ischemia_rocauc,train_myocardial ischemia_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_normal ecg_rocauc,train_normal ecg_prauc,train_premature atrial contraction_rocauc,train_premature atrial contraction_prauc,train_prolonged pr interval_rocauc,train_prolonged pr interval_prauc,train_prolonged qt interval_rocauc,train_prolonged qt interval_prauc,train_qwave abnormal_rocauc,train_qwave abnormal_prauc,train_right axis deviation_rocauc,train_right axis deviation_prauc,train_sinus arrhythmia_rocauc,train_sinus arrhythmia_prauc,train_sinus tachycardia_rocauc,train_sinus tachycardia_prauc,train_st depression_rocauc,train_st depression_prauc,train_st interval abnormal_rocauc,train_st interval abnormal_prauc,train_t wave inversion_rocauc,train_t wave inversion_prauc,train_ventricular ectopics_rocauc,train_ventricular ectopics_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_1st degree av block_rocauc,valid_1st degree av block_prauc,valid_atrial flutter_rocauc,valid_atrial flutter_prauc,valid_left anterior fascicular block_rocauc,valid_left anterior fascicular block_prauc,valid_left axis deviation_rocauc,valid_left axis deviation_prauc,valid_left ventricular hypertrophy_rocauc,valid_left ventricular hypertrophy_prauc,valid_myocardial infarction_rocauc,valid_myocardial infarction_prauc,valid_myocardial ischemia_rocauc,valid_myocardial ischemia_prauc,valid_normal ecg_rocauc,valid_normal ecg_prauc,valid_premature atrial contraction_rocauc,valid_premature atrial contraction_prauc,valid_qwave abnormal_rocauc,valid_qwave abnormal_prauc,valid_right axis deviation_rocauc,valid_right axis deviation_prauc,valid_sinus arrhythmia_rocauc,valid_sinus arrhythmia_prauc,valid_sinus tachycardia_rocauc,valid_sinus tachycardia_prauc,valid_st depression_rocauc,valid_st depression_prauc,valid_t wave inversion_rocauc,valid_t wave inversion_prauc,valid_ventricular ectopics_rocauc,valid_ventricular ectopics_prauc,valid_mean_rocaucs,valid_mean_praucs
0,4.768558494913887,0.46610269063564796,0.6734200068432601,0.12629421332092172,0.7085167586084048,0.017915887490675807,0.9587084347763687,0.7637405772384749,0.8600111494940191,0.292961356948076,0.7480457392743176,0.011702736149357205,0.9186257563045332,0.36949360467897296,0.6516562666104652,0.012943852365238418,0.8213746564915646,0.47133582787839634,0.9299777449173701,0.3280261077312685,0.6727407527723261,0.1128334239053534,0.47329351552844556,0.018106508914073866,0.8219283374179585,0.42527962612712183,0.8492173206250309,0.25902680241340453,0.5175889196002794,0.009900380338617024,0.9345229153982701,0.7510937519014328,0.6815473385421793,0.13410749934607458,0.4739124133587802,0.006782985553609368,0.5874704629593408,0.021647649648534162,0.5325189096966805,0.04785248170396972,0.4095610723206411,0.0135678342641478,0.7927259701897678,0.36721832192495407,0.9859885659823944,0.9419271785467676,0.661965897971602,0.07748708853804197,0.5649368571308409,0.02173848693451827,0.8131109038100358,0.31252936183933416,0.7637239562153989,0.09321661352911395,0.7233496393400105,0.23110500612424809,0.4563397656181161,0.6570056529877017,0.11886788715740403,0.9590735701298855,0.7553816632830737,0.9122783132584614,0.34533900137972545,0.8135802704271611,0.4356674000136649,0.6583788834760574,0.10752944516371313,0.8180623441520593,0.4221853211121496,0.8391539783348432,0.2716715869195979,0.9259798982944281,0.7309638011723975,0.6643874709594503,0.1094004234299225,0.5759170407057731,0.05468025603407024,0.3946853833299948,0.0140458658880897,0.780468843065738,0.3482867009706482,0.9832246194635367,0.9300626100716414,0.7096687444413776,0.09739489153106184,0.8054388910537972,0.2893814339626327,0.7433540104922324,0.08487517927293561,0.7650411196607811,0.31973334171017054
1,4.283041751506592,0.4662201856421102,0.6887053539333011,0.26377385166835715,0.7101862884842689,0.01750136416027852,0.9813904642615336,0.8793335494730241,0.7749374016852669,0.1664716518655695,0.8443827561753929,0.028398566700187308,0.9229185641558371,0.30174157905450427,0.7226205134323804,0.013352488991098404,0.8354781332542495,0.4334499634485051,0.8960804303887766,0.38913535465144206,0.6837611661336269,0.11217959451456125,0.4828379779133277,0.024643419721069093,0.7961840211478265,0.4182522206906524,0.8421773190464779,0.25452747403997983,0.4929825485054352,0.006871454991458412,0.9538512029063101,0.8210393907616178,0.6874075860948509,0.1985188765751157,0.5354071149918901,0.015889561732237757,0.5275909221667174,0.015580998637158611,0.5033139558280603,0.047621277706725265,0.5763214406423371,0.021692599793905337,0.8498501776915636,0.5486671966598681,0.985539443874887,0.9376869975936416,0.5089832033621138,0.046551078760150924,0.577056086078378,0.027396916514626352,0.6817481498350817,0.21325682524137624,0.8444524023349314,0.253605168197827,0.727160177858647,0.24835151623634374,0.45448938232443387,0.6803087131257621,0.25533506026304753,0.9805868154996508,0.8793780623723394,0.9268910936319763,0.31178022004653505,0.8270203167105701,0.394759074398708,0.6553850207475818,0.0964861968879625,0.7880381359792745,0.40148896841793574,0.8236033505338258,0.23728388277127713,0.9454089288889116,0.7900742359982394,0.6716330263136215,0.14750304224233082,0.5237481761046225,0.05505617312018556,0.5575116393816495,0.023278368709361754,0.8427375069619392,0.5069971552942542,0.9816097994917331,0.9179144273248616,0.5552563483301132,0.057751554623366314,0.6702585702304263,0.1772797347420053,0.8613662240365061,0.2669386208445973,0.7682102291230103,0.34495654862856295
2,4.090484282536507,0.48360944659851957,0.8098025075365243,0.3499684061004024,0.8103693414083778,0.02400096842721601,0.9891437039137202,0.9206600931876817,0.850550623856318,0.40999596060289545,0.8516456388133791,0.03865961205625264,0.9169599742777942,0.4339519918534896,0.6599324652411882,0.01709020397668407,0.8425342131283622,0.49752309301382214,0.9400193199381762,0.7052604579010635,0.7740637733482898,0.2041762188251588,0.5484852788741379,0.03140916088417975,0.8870565769751743,0.5793430798788424,0.9214360600458731,0.40431592018973994,0.6820871596013593,0.016816278851338365,0.9555150278125574,0.7968569457034336,0.8311438114546812,0.2795722552671959,0.688561086484962,0.03312487154166645,0.5808424403187404,0.023918231002577728,0.6712721928010266,0.1273636269126369,0.7217289861673275,0.03822920349496077,0.8818387307844608,0.6280052221316241,0.9878573584168961,0.953859734162477,0.6470617701656614,0.07770204576604522,0.6392190679298412,0.05186910741773611,0.8877189537711928,0.42849776851920685,0.9053478677970993,0.355705211434859,0.8031613050331969,0.3241490641962764,0.48497664992510353,0.8022531249495616,0.3168042349886135,0.9879795447073316,0.9101479473853598,0.9239239627480336,0.42889616683946524,0.8273295293423987,0.4410903095820116,0.7445913398274926,0.1760026372132334,0.8787030534486051,0.5477442827195329,0.9035031585125476,0.36976336686563227,0.9457969870205103,0.7587699067187152,0.7941197212107232,0.19752961464220994,0.6853243061260396,0.13004443105750113,0.70672010072867,0.036328223175290164,0.8673259813739876,0.5593334294668159,0.9828337879825483,0.9350139093058252,0.6919427768577299,0.09848559360109606,0.874495135370913,0.3850760900676995,0.8964954793151211,0.3678168333111884,0.8445836243451383,0.41617793605876185
3,3.9616683190836217,0.5425331923393256,0.7789709915418035,0.43525433483237347,0.7422846983879339,0.02265668064687777,0.9886930636065281,0.9338632188007802,0.7346358254592928,0.15470337425622593,0.8664115500531852,0.04805441731073763,0.918683965681327,0.3836984972050424,0.6265581135841638,0.011002448309492473,0.8298071389818152,0.45457661560216733,0.9061552579954819,0.43841577592826103,0.6784067324249099,0.13828612812321042,0.5057441045728183,0.03255857072044133,0.8492782576763511,0.4559956651631694,0.8700407998889309,0.31959981039635865,0.626053856304441,0.016437960957598873,0.9590663571310662,0.8339178229417042,0.7357557290878496,0.29277562218321346,0.6955724014547544,0.07461979447406757,0.5523965657813236,0.014999828565444902,0.6095321344694689,0.10157500835718652,0.6131581442126175,0.03997254447815672,0.8924479254023171,0.6845231939050817,0.9833490288124264,0.931308706162786,0.4702505787780873,0.04765778796864331,0.5929978268118496,0.03295761612436342,0.7565690382374043,0.30232975898010817,0.836326221639858,0.37859107761568817,0.7545825503068464,0.2915512407695839,0.5150233500748964,0.7725421024305565,0.40093818189752445,0.9860597814246613,0.9239823325921304,0.9229691436480332,0.39515353852762436,0.8210573720882004,0.41042986314758323,0.6403287041136625,0.09338725411101131,0.8384593468614738,0.43927536512604953,0.8521281368847093,0.31821922364505806,0.9459486534824366,0.7902194200690088,0.6937850752170832,0.23575417309846355,0.6048389283763065,0.0818258907367055,0.6051364164145415,0.04073680498655147,0.8734696883069842,0.5933339937132935,0.9799800394206274,0.9082305610711516,0.5075685435642653,0.05770029892863447,0.7354717014415082,0.25366238971367455,0.8434863213982073,0.38212331486507456,0.7889518721920785,0.3953107878893462
4,3.8637074046235234,0.5192104335565738,0.833956095758092,0.4680954431956777,0.7486523790111933,0.01986026955529533,0.9889325643100303,0.948942329209771,0.8407998269088091,0.15225171127833703,0.8943091833116652,0.14530633172801563,0.9287008564434429,0.4265941965902589,0.595461122404122,0.010763093980747396,0.834563535548879,0.4649394397489112,0.9579471079538698,0.5553638132878532,0.6688496342582719,0.13642616108521052,0.559409983853606,0.035245341413648816,0.8611779246828282,0.5220359460727598,0.8665953108418062,0.27811838108703624,0.6172940902509897,0.010847722755230457,0.9715865739725341,0.8762009213840346,0.7847781342348648,0.31048836675565794,0.6872517460752755,0.06632659490218984,0.5714848766945639,0.01658021725881103,0.6575854439486655,0.1367876186792999,0.7047333418516656,0.045532494455746544,0.8929000797751644,0.6674181204067879,0.9850441321141404,0.953537091429264,0.4642598262254084,0.04529661879056891,0.673481265420849,0.08432961645903297,0.7595685045128027,0.29535945809261077,0.8859691844113842,0.4510253137641577,0.7782804894144201,0.3124489466679583,0.4936998854524628,0.8245183383989638,0.39913311626471637,0.9841993031046045,0.9338468924324014,0.9340805060405537,0.44373861275721754,0.8259869083978538,0.4127173344831854,0.6428927380058171,0.10943777986137397,0.8495570757131238,0.4928499096208628,0.8524035737670437,0.2721187823253191,0.9585614258246751,0.8331434722745671,0.7354784070125718,0.24527684904675684,0.6678494702600879,0.1497077346978489,0.6729639428475794,0.03813409880476167,0.8729722952493348,0.5398197781831375,0.9790721819142894,0.9364819463715798,0.5121484650535161,0.05988127767958852,0.7267947490550576,0.23805179687277006,0.8929161368502684,0.4462817638384899,0.8082747198434588,0.409413821594661
5,3.7808369196283453,0.5374221595582188,0.8579923508437131,0.5116388638687998,0.7814913979740193,0.021048291756929828,0.9908313369897105,0.9401981232319617,0.7875964128568471,0.17957138268419043,0.9050939605247608,0.1654107042381453,0.9330035506285153,0.4691519943564888,0.7138879625197003,0.018309289766476777,0.8777182075407636,0.5243202954106133,0.949833179764594,0.6735097665821327,0.7632256631325293,0.18945203464260135,0.573687457640633,0.04925131410350922,0.8985187195914383,0.5921163654666235,0.9073947837382417,0.3986905388694886,0.7314724255586267,0.027550487003970676,0.9754478905607563,0.8920541457522604,0.788400296420581,0.269749792694414,0.7521992937217851,0.10520167695396995,0.5532768581021626,0.02008488963105004,0.6675077510503618,0.17812973057734585,0.7092181665114132,0.07767252365695512,0.9085378318968792,0.7346003573013111,0.9882085685879213,0.9575103604568259,0.5061928071220168,0.06451792294898437,0.6565662400565564,0.07106096663512135,0.7203144855259456,0.29830943324215403,0.917123441191273,0.5234323490980094,0.8005669630789132,0.34432860003578203,0.514142215173143,0.8492944757448034,0.4289452046660883,0.987175632692026,0.9188440415278393,0.9320098467133145,0.45166330298745455,0.862445959008449,0.4559990674761452,0.7206801466604166,0.13321214875916795,0.8855629365308001,0.5555095360705975,0.8868204618009968,0.3639487956940654,0.9608832988022102,0.8299297011263852,0.7405773508427937,0.2001578865950187,0.660440288013419,0.13916596006673104,0.67842983462496,0.049305580440398684,0.8751496514836925,0.5897179039183215,0.9823913866156426,0.9349138394141666,0.551427607568927,0.07500166436493502,0.6788356962906301,0.24211041696299954,0.894835055890338,0.4873557406576693,0.8216849768302137,0.428486299420499
6,3.707658409974281,0.533632945599812,0.8783713513953598,0.48937265928726575,0.7054425571874178,0.016725262780010623,0.9923565211997414,0.9463561966568321,0.7847811860673044,0.1667997946140462,0.8969892743174567,0.21486704386902356,0.9407937729557279,0.5127530347025293,0.6665736562118433,0.011394931381247623,0.8655999730805795,0.49597029318945357,0.9608514148139341,0.6722510773020384,0.7488572412457596,0.14515410731350017,0.5502433670214887,0.04119159812606644,0.8259564252697409,0.47382788337644655,0.8633370610006125,0.24821291699395576,0.6544742446179131,0.014394882707535974,0.9772307823818874,0.9043980420401241,0.8187342972060425,0.3419451766157754,0.7424845435226058,0.13194872992169837,0.5398903456235016,0.017476465887307183,0.5957938337857493,0.12378712614835888,0.7953892809153635,0.1355570081516032,0.9071152120712277,0.7230260702581458,0.9888379506176267,0.9559314931069375,0.5387597199798803,0.06351547474229507,0.6316571254335862,0.09049722401173416,0.6851601719457803,0.25791016360837915,0.884770007017565,0.45750007819005717,0.7861712044956038,0.33279864365316797,0.5037448233324522,0.8659153281844042,0.42557823777731135,0.9897730798736134,0.9234022551226844,0.93597159967253,0.4918961893725017,0.8486051327831805,0.41807766851543426,0.7166067966365449,0.12488236671769593,0.8100104972429725,0.4392194527209512,0.8401179014041982,0.2115696678977211,0.9581230084424966,0.8304988536280797,0.7665459458568816,0.2454049021158142,0.5948169291885435,0.10980760993120296,0.7632104488651982,0.09380410219553875,0.8717384079271289,0.5639374233060034,0.9832583674035852,0.9323215118974073,0.5775262980341644,0.07129710739460325,0.647099263450094,0.21144449815360425,0.8762693180646598,0.4345487625850236,0.8153492701893872,0.40798066308322356
7,3.6465242525312935,0.5609505346022794,0.8759643677366903,0.5250700463593618,0.7517546115716618,0.02027775055655079,0.9912758946456157,0.9319363923308486,0.7961087202458615,0.21039726494780608,0.9208784422645078,0.2572900657844402,0.9549351169566327,0.47782121741605765,0.7465823089347249,0.020067336023443745,0.8898799088966433,0.5211235900327902,0.9649496938532875,0.7195771123191074,0.7305758804037891,0.16197787528853624,0.5755232129330622,0.049011923229316565,0.8584176780845916,0.4723588557467354,0.8235070193306173,0.2670975431014265,0.6360298609212742,0.011892752817090589,0.9806276326427237,0.9182314142676953,0.8200101677048302,0.30691826843989795,0.6980620942558657,0.14000962722056642,0.5435851271110733,0.030170932644316376,0.6446961471004456,0.12582037495416068,0.7674112479081998,0.14816831210014675,0.9001213168570049,0.7408669296351615,0.989159539484304,0.9638377219754216,0.5021287995778412,0.05654066401995324,0.6333639017451596,0.06203726951422016,0.7406405101287123,0.2844524309659865,0.8758854633286385,0.49350977776490135,0.7927721024855293,0.34294090190215154,0.5186360031720857,0.8415677426284918,0.4294867619260743,0.9879065278157386,0.8896976269848085,0.9473802405366164,0.47566724338225763,0.86715394312441,0.42612917980987264,0.6972633379301462,0.1251171208896352,0.844844254578217,0.42434254927740517,0.8033463354808504,0.21328047237891568,0.9607771837910032,0.841982952168289,0.7609372065050832,0.2083258882631178,0.6385745439104052,0.11645992876261482,0.7415909857552526,0.10411475649273073,0.8604204769571542,0.5299313719103934,0.9809384050799372,0.9371319570362594,0.5502187030392247,0.065566465898273,0.710257896703406,0.22592028167063608,0.8569699308337455,0.45427398215179216,0.8156342321668552,0.40421428368769224
8,3.5843800641495647,0.5353659969451299,0.8174959949980182,0.5253808943865821,0.6998918525097274,0.02109725565182917,0.9927684362779864,0.9621792038033893,0.7803175438065502,0.1861628429554268,0.9429532561162983,0.32896417026429814,0.8715668727789009,0.3938290698331768,0.6120382137885136,0.011329936705924342,0.8420833085041811,0.4813472295554604,0.9446861253120914,0.6550225645357155,0.6802713115481778,0.15302914514692795,0.5571275365785591,0.06318537406082031,0.8121817566912621,0.44667582259137073,0.8372690890798367,0.2859631116941257,0.6063413284195108,0.014843833859196088,0.9785783772060394,0.8998136682709583,0.8229446159055007,0.36841565726615544,0.729754482349638,0.14874936920355836,0.5531170770723615,0.07603735439997356,0.6091151056673214,0.1362180704116955,0.8001564728333896,0.2194165926056017,0.9158009885334286,0.7690813006107906,0.9874520120310014,0.962622572700394,0.49431543470766504,0.07104091037838213,0.6616043015156491,0.10611362004618273,0.6788339661355166,0.27805816055412835,0.9023317817604143,0.49280112271182197,0.7742691246972131,0.34836072516168787,0.5063882280377126,0.7956294952717379,0.42849154080376844,0.9857123240101459,0.9263114892441332,0.8630618212575026,0.37664089134360157,0.8212578434522944,0.38740065045143507,0.6320471649099907,0.09322767459192755,0.7905178479725377,0.38175903431090136,0.8214645269525274,0.2272041341779985,0.9534568424411378,0.795027415992435,0.7599518874297672,0.2339358108449868,0.6049280561739934,0.10628859909593003,0.7643589950372747,0.15056218290764098,0.8643314590945029,0.5386586198204979,0.9781515836126069,0.9370776898976144,0.5372896348943479,0.0640323087182435,0.6309873745756379,0.21525727349609702,0.8971577809421493,0.4735879216033606,0.7937690398767596,0.39596645233128575
9,3.528731148358644,0.5689989425449419,0.8779816233282648,0.5729262711020644,0.6999179070945017,0.023952924145716814,0.9958961444280666,0.9754430508676195,0.8005128112839751,0.18073350645306957,0.949474057440019,0.4472797707555235,0.9256603262312763,0.4624422373942658,0.6924615321798652,0.01945687581877972,0.8810299285405447,0.5461637217781972,0.9680847253596481,0.7286395712981134,0.6809420460516673,0.15934342162474963,0.6125144769365705,0.08589690705201292,0.8095837310094922,0.4351713201044231,0.8266946503219867,0.34499714608426196,0.6648364702825111,0.02291073272714722,0.9841956320896414,0.9337513743162584,0.8690200955389762,0.46604123051749546,0.75448394998568,0.15744045482859992,0.6357730011140289,0.05426944249307834,0.6023060478603656,0.16149500757794272,0.8163017694774415,0.14358851825150223,0.9233052211669074,0.8112747352014273,0.9718291393873754,0.9397553369162224,0.5125994055079762,0.08189327657016705,0.6868668314561287,0.16341790018133495,0.7289900186139521,0.33196323373471504,0.8924892422863413,0.5285611101640182,0.7986057994220463,0.37610804145995025,0.5190765706229624,0.8383524910825052,0.4317439259685705,0.9906059741813327,0.9394921991655687,0.9208351614055877,0.4094309178336061,0.8544883934975327,0.42939198859710764,0.627810645574582,0.10068445137167778,0.7852607332936756,0.37608045378505267,0.8070258244871232,0.2758315670246235,0.9577379674506062,0.8266614023682228,0.7995455668880065,0.27844543976022573,0.591776993320872,0.11783478883683801,0.7757750843958146,0.08334697238095594,0.8606548871177899,0.5610954713856099,0.9613103756335322,0.9162555328787166,0.5456980096298341,0.08644817818432136,0.6638086670098448,0.2519067743083848,0.8619295352906281,0.45038846992405773,0.8026635193912043,0.4084399083608462
