epoch,train_loss,train_accuracy,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial fibrillation_rocauc,train_atrial fibrillation_prauc,train_atrial flutter_rocauc,train_atrial flutter_prauc,train_bundle branch block_rocauc,train_bundle branch block_prauc,train_complete right bundle branch block_rocauc,train_complete right bundle branch block_prauc,train_early repolarization_rocauc,train_early repolarization_prauc,train_left anterior fascicular block_rocauc,train_left anterior fascicular block_prauc,train_left atrial enlargement_rocauc,train_left atrial enlargement_prauc,train_left axis deviation_rocauc,train_left axis deviation_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_low qrs voltages_rocauc,train_low qrs voltages_prauc,train_myocardial ischemia_rocauc,train_myocardial ischemia_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_normal ecg_rocauc,train_normal ecg_prauc,train_pacing rhythm_rocauc,train_pacing rhythm_prauc,train_premature ventricular contractions_rocauc,train_premature ventricular contractions_prauc,train_prolonged pr interval_rocauc,train_prolonged pr interval_prauc,train_prolonged qt interval_rocauc,train_prolonged qt interval_prauc,train_qwave abnormal_rocauc,train_qwave abnormal_prauc,train_right axis deviation_rocauc,train_right axis deviation_prauc,train_sinus arrhythmia_rocauc,train_sinus arrhythmia_prauc,train_sinus tachycardia_rocauc,train_sinus tachycardia_prauc,train_st depression_rocauc,train_st depression_prauc,train_st interval abnormal_rocauc,train_st interval abnormal_prauc,train_t wave inversion_rocauc,train_t wave inversion_prauc,train_ventricular ectopics_rocauc,train_ventricular ectopics_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_atrial fibrillation_rocauc,valid_atrial fibrillation_prauc,valid_atrial flutter_rocauc,valid_atrial flutter_prauc,valid_complete right bundle branch block_rocauc,valid_complete right bundle branch block_prauc,valid_left anterior fascicular block_rocauc,valid_left anterior fascicular block_prauc,valid_left axis deviation_rocauc,valid_left axis deviation_prauc,valid_low qrs voltages_rocauc,valid_low qrs voltages_prauc,valid_myocardial ischemia_rocauc,valid_myocardial ischemia_prauc,valid_normal ecg_rocauc,valid_normal ecg_prauc,valid_pacing rhythm_rocauc,valid_pacing rhythm_prauc,valid_qwave abnormal_rocauc,valid_qwave abnormal_prauc,valid_right axis deviation_rocauc,valid_right axis deviation_prauc,valid_sinus arrhythmia_rocauc,valid_sinus arrhythmia_prauc,valid_sinus tachycardia_rocauc,valid_sinus tachycardia_prauc,valid_st depression_rocauc,valid_st depression_prauc,valid_t wave inversion_rocauc,valid_t wave inversion_prauc,valid_ventricular ectopics_rocauc,valid_ventricular ectopics_prauc,valid_mean_rocaucs,valid_mean_praucs
0,4.560065643891872,0.3933145341322994,0.6976638555831104,0.02038885365086015,0.8618105671497993,0.12602029853931299,0.9395791389296978,0.737013393524558,0.9181544235360704,0.41538220979191953,0.9696258785176939,0.49130702186330866,0.7360460947901545,0.011586156277369227,0.878630741529521,0.2298261642556074,0.6628675163073899,0.020674931521590494,0.6530379155843158,0.2834777062036983,0.8983481203954313,0.12392237906527585,0.46532846845630105,0.023107848069240565,0.7935170027197312,0.3001125894747783,0.5374336044046986,0.015194194260353002,0.9365433912240296,0.7531720638715771,0.973400472520991,0.7582756629593458,0.8432438263413085,0.2491403527947651,0.5968011407131428,0.02488771236891503,0.564039916929849,0.01686251562431492,0.5388651935884825,0.04750530930279824,0.4323912371420237,0.014964307996166968,0.8493339189163511,0.5298216019085296,0.9812543686532207,0.8822924519506397,0.4799013397407893,0.055508414012091806,0.5547340118822385,0.01955026187804902,0.6541227291449672,0.16454191895982384,0.9296634532874372,0.4740395939765659,0.7440899356918748,0.26109907361928675,0.39721561371045905,0.8487910420617508,0.12986082250410097,0.9389393011449816,0.7413688345047851,0.9728774436519751,0.5039729394434731,0.8843661758991408,0.25912513292914113,0.639779798984999,0.27012476437184996,0.4075395359624784,0.017915510468832163,0.781957506751387,0.2908293696702478,0.9324665795690774,0.7461404060989539,0.9673248224492461,0.7554132968269789,0.5392988000883986,0.041488411484455576,0.45044020866773676,0.01838007812640316,0.8411673894674531,0.5123526489226117,0.9805080834478547,0.883672629431698,0.4848752928372655,0.05701292142087119,0.6628113129513029,0.1976416654584573,0.9076085813808427,0.47347370546074735,0.7650469922072431,0.36867332107022543
1,4.108357744314405,0.46272470919985903,0.7609203770694454,0.025905075005737327,0.8960528883053531,0.11634034513195732,0.9826358558394442,0.8873604232694482,0.9152503378525105,0.5621209566717354,0.9827053697520061,0.6287479241526257,0.8031871529651001,0.025587705199498365,0.9167586661832269,0.440453598341999,0.8274867448680706,0.03345662286740338,0.8678192626552962,0.594250117589515,0.9504052805467493,0.4286814161083641,0.49543090241813026,0.028231558037416685,0.900419901982699,0.45349727121070726,0.6493369588776575,0.015049043991294413,0.9370197461826466,0.7169963635624321,0.9707600940763889,0.8359164819298746,0.9648274478286756,0.43798753840213667,0.7735119968722382,0.02910851304568924,0.6410682670484221,0.023691722276017547,0.6158460025921182,0.06506317622914698,0.6090869642364606,0.024467699164560368,0.8947015733066735,0.6230691413970526,0.9887879139233874,0.9286681840766472,0.5546236757317606,0.06555954696006322,0.5902470216085856,0.038472509104768404,0.6788824531812396,0.23931550359817766,0.9796594072929273,0.5447785226455828,0.813362779353739,0.3389529599988404,0.4597761917349546,0.8940438254758739,0.12635556677985896,0.9807875875004186,0.878089261975523,0.9830076118741787,0.6568228909325735,0.915010578127024,0.4615693469799648,0.8557267352054434,0.5647761262645786,0.453720804377518,0.024187517944547366,0.8954682740261701,0.4457603909680845,0.9345379670528365,0.7153477831598515,0.9655348747852817,0.8362308691384227,0.6256819819887693,0.06283076889960479,0.6335850722311397,0.03847575948413924,0.8905402758016698,0.6211150306458527,0.9884122355332018,0.9147552218607835,0.5569500711211941,0.06257141920853333,0.6922957756791223,0.2742461843225041,0.9828124744476607,0.5932821202571621,0.8280072590767189,0.45477601617637403
2,3.960042214564495,0.5814240394783222,0.747666004343023,0.022796309775071952,0.9371899294124567,0.34284170573060135,0.9742156830189113,0.8361070212440889,0.916742161148319,0.5323797795075004,0.9875790066253627,0.6673142067193555,0.8544319003777833,0.05946758449071944,0.9541800493729249,0.5503201780677456,0.8747838210404728,0.05389133663985901,0.9147483263443392,0.6250594265333014,0.9566154925635707,0.5265779636794413,0.5365707339873107,0.03148004851297804,0.9033975526715817,0.47700123449307097,0.6645835268552062,0.021082600451643983,0.9599962401818178,0.8244305916282824,0.9790085776816821,0.8618812913861925,0.9273601297803611,0.3926390144948128,0.7388404282931029,0.06058625555117507,0.6496690927959948,0.027033252363497545,0.6628596079645502,0.11851380635063441,0.7575091848296337,0.07379156693114863,0.9223390998530245,0.6812106671241533,0.9860019017543898,0.9294408651880111,0.6180118000946556,0.09585737674309137,0.6241780086673591,0.03894746083874606,0.7060844716421624,0.2965756542793464,0.9765199823221165,0.6063618002356286,0.8358108736008506,0.3751380384215422,0.5698299409639616,0.9321472035466656,0.343773461145971,0.9711955027961324,0.8286931715117077,0.985743364939893,0.6818266244855482,0.9544749794913865,0.5607946618820108,0.907346624611026,0.6004607542075903,0.4932803896472044,0.023950837148959306,0.899258592455605,0.4432208324117698,0.9552905447212584,0.810789119051075,0.966788654331033,0.8607825941108302,0.6738132728606012,0.1293701889081075,0.763581059390048,0.07811711109581651,0.9167510743068986,0.6634063967390171,0.986242446574956,0.9206539670244247,0.6239763449507953,0.09782045807273973,0.7214504054817709,0.33212000998107355,0.9766035966791499,0.6309122048026801,0.8579965035490265,0.5004182745362076
3,3.8620587694506265,0.49292092586065095,0.6942424610126474,0.022965071133666644,0.9248823983453189,0.4272518726332009,0.9710557454837228,0.8309256050988417,0.704909861461564,0.19203500600821807,0.9622585325656215,0.5486083678284673,0.8672324812999761,0.05653000589833618,0.9540921198398393,0.4746725934354596,0.8447755065812236,0.030465150594664196,0.9030555656474054,0.6069134960726709,0.9111817221506053,0.2710953994878839,0.5006060269744739,0.038999437362774225,0.860508675620821,0.34588175449252556,0.5687075131524502,0.011469105736635126,0.9648505559804204,0.8509329706135411,0.9593326023575466,0.7837126668402493,0.8098252739551128,0.25360563040515355,0.6467326387862181,0.05046902575513705,0.5289450653672032,0.02603823402510358,0.5916164453609356,0.09478560057380869,0.6670901129862745,0.11107215048535869,0.9004982757753132,0.6725126699389412,0.9743420730346884,0.9068448323639019,0.5465088352810543,0.07202000461613023,0.6058408851756741,0.043384856805015554,0.5559846921019405,0.19153060912193448,0.939278514702077,0.5406125536975585,0.7830136377307741,0.3252051796548145,0.4889417569829941,0.9146349135180021,0.4020298004717492,0.9676661132349915,0.8296537856880996,0.9557259358821938,0.5342453143391881,0.9569859893786969,0.49014212076429003,0.8966532339076552,0.5729499513205385,0.451165677372802,0.020974390465685805,0.8404653424615685,0.30059056218584684,0.958907674858691,0.8378922417269223,0.9529134207777075,0.7827753155965484,0.5965074360365247,0.09141529084858396,0.677083467094703,0.11777794721615747,0.8941553633929127,0.6342778252848421,0.9747036413730157,0.9052771472036528,0.5422263834622717,0.06421509772542369,0.5585697618898868,0.19795772515372398,0.9281164509173143,0.5199601906522245,0.8166550503474336,0.45638341916521735
4,3.7771830407226568,0.4993244037128422,0.6342082578107423,0.017695015154113758,0.9254480429360921,0.35894670410919977,0.9806564139333116,0.8914511138828394,0.7730908227064256,0.313232173582763,0.9575768528078085,0.570624516668886,0.9129206400608638,0.11485079282078325,0.9008187196647264,0.3877296729988775,0.7892550256588922,0.030982901200688518,0.8393210437309352,0.5244859811409722,0.9495341667495383,0.545374207567158,0.5484185052341105,0.04041702802064255,0.8365954632062051,0.3809744092640656,0.558818826933741,0.012332088806398578,0.9691841019481703,0.8679889473110124,0.9841957007901595,0.8582305178046791,0.9001948499655265,0.32778856915756427,0.645714210617963,0.051613779305708256,0.5532957227599586,0.02803132696540208,0.5633934253963071,0.11321253321547231,0.6573698532093574,0.12993083766215763,0.9048430406860333,0.732655101523195,0.9813483133650789,0.9379921078667464,0.5615359577508373,0.09258148539610608,0.6402181715351152,0.08277498036352074,0.5700159177087372,0.2212251130678546,0.9552244459877517,0.581363597444586,0.7881998651213227,0.3544032885500536,0.5016300995682439,0.9169244961031059,0.3515563075011871,0.9784252024597674,0.8807294243509629,0.9523559947012216,0.5714316871382191,0.8975588273390613,0.37776727955183753,0.8225768496093411,0.4885485560797344,0.5079200776545575,0.022243839722162206,0.8201592879541362,0.3468348381059156,0.9628256689750622,0.8348865670420649,0.9778158871510513,0.8589296960873073,0.5552736592030055,0.10207622662865945,0.6568105939004816,0.140755594715674,0.8938462377844499,0.6851217733327702,0.9814476139558274,0.9356298812682888,0.5460935358736904,0.07916453817536631,0.5707868667271443,0.22527827033985165,0.9540883353619457,0.5855732234859433,0.8121818209221155,0.4679079814703715
5,3.723841372758742,0.5342791681353543,0.7402934194859662,0.024634843244835135,0.9559229685845061,0.583972458376803,0.9804835759692465,0.8560255983706708,0.7389983838971099,0.3486672548178778,0.9760229134205323,0.604234630693543,0.9001939471244848,0.23458717425156878,0.923322840315342,0.5300488457047177,0.8010971825636672,0.025153023619049735,0.8534439980353499,0.550383383684146,0.9450035668136394,0.5337959995899251,0.5354737700794251,0.045221096038564106,0.8962314812549708,0.4153674203588885,0.6695686503010497,0.013140743545720928,0.9667306697607061,0.845052067896946,0.9798357097109296,0.8683975275846941,0.8864866461583704,0.33144519868494715,0.727480541838743,0.10894073204189993,0.5647929681072892,0.03273887608858026,0.6157796805372522,0.11124176221325043,0.6704899280306291,0.13238056520311256,0.9150518700211182,0.7052629618384066,0.9890989352676931,0.9518732373117936,0.5307139557849133,0.07123912006101132,0.6114938912318966,0.06681486312063815,0.6379834251080365,0.26203572002274156,0.9809271374188688,0.7066553806590994,0.8074200791085283,0.38305040327013207,0.5287690545422504,0.9451142131979694,0.5579726032798441,0.9779319784092535,0.8434594443135861,0.9707244107049121,0.620662507540226,0.9243791287077415,0.5328729352745123,0.8413138834757945,0.5059379629802735,0.48759223626227305,0.02510470811504934,0.8718240860360852,0.3684586005538665,0.9609904411244353,0.8175556555804829,0.9749959818782711,0.8567314062636154,0.6238689615164392,0.10007014014964509,0.6705244783306581,0.15128495669985595,0.9058533718437597,0.6569201697327995,0.9901314958716927,0.9382988870811261,0.5251702007198145,0.05906218388395486,0.6381050812221528,0.2755039921680935,0.9775556038373092,0.6679790101733095,0.8303797220711602,0.49861719773689006
6,3.66435778035973,0.5591587357537304,0.7012098782285119,0.019622647074451757,0.9174365174361159,0.3797012212328837,0.9864078388918848,0.9248760327067422,0.8023343586369852,0.37151517161227154,0.9852663856292895,0.6580648085406067,0.9286193976821092,0.2521332570153985,0.9526089463015964,0.5026933249729727,0.8148601788121976,0.037198327757213365,0.8751483007032776,0.5568021952181695,0.978009831905633,0.6799781287634667,0.5697511443719262,0.04980916278263181,0.9287001233456673,0.4744440544276731,0.6900262345288058,0.020494164366585143,0.9704676381595152,0.8676067445204212,0.9876059177491139,0.913919217728369,0.9072055539132678,0.3993734098090117,0.7494809952327917,0.0834208721897095,0.6206282688740006,0.04059455212776328,0.6458025593928836,0.15889725090217355,0.6878831160389316,0.17834150369058493,0.9182997034681373,0.7728565925578401,0.9702345940434665,0.9123131666479922,0.6727429190330566,0.13297619588208232,0.697520172605665,0.13523759494298435,0.713291042835696,0.28194494511513,0.9669025199876574,0.5693441520736336,0.8322478514541609,0.39900610364072164,0.5362587012071548,0.9102012956858511,0.35562038960276815,0.9829117337616182,0.9138053281063866,0.9796938543439528,0.6507432276499049,0.9521268511722292,0.524361488783111,0.8639040925542746,0.5042089221313961,0.5235502048740261,0.024543308143921853,0.9100968023137808,0.4210856662911607,0.962530743921809,0.8393577479344835,0.978987106851902,0.8925649731146186,0.6357578930978715,0.16270147116246006,0.6895922953451044,0.1720822647880143,0.9052961824754191,0.7231748846029588,0.9700497789448579,0.9044673797533667,0.6619516615951553,0.10706437086119991,0.7158416202648445,0.28395321923708916,0.9621891570083692,0.5633894968589803,0.8502925796381916,0.5026952586888638
7,3.6219124538247724,0.5679414874867819,0.7177454073416806,0.019955793506644788,0.9442259626493142,0.5236507536936714,0.9688729912987631,0.8041880964465973,0.76061355297966,0.37848087128903385,0.9857970161881128,0.6859448262167139,0.9082748887614607,0.20019685358163117,0.9390182172460317,0.5737422301806139,0.8045160737155006,0.03152549339783272,0.8590498667992271,0.5721833090969379,0.9512436049048075,0.5675402504832793,0.561929152886294,0.05231893833749013,0.889877999446062,0.3898805416015428,0.6267410635117675,0.01897319947371204,0.9726815058287281,0.875047653512433,0.9827478413697116,0.8812240479844581,0.8562038325379968,0.3033732731742188,0.7496883737281148,0.10849301924608529,0.5967526624514632,0.04884734821383596,0.645809488282534,0.1660124685992796,0.6925416111605416,0.20401925745913757,0.9446719130027961,0.7927295396074914,0.9847037562532581,0.9449203984714192,0.5382380520059706,0.08708614952986625,0.6816031869238666,0.15935195140822372,0.6541233767472286,0.27964918445832343,0.9606545263118581,0.6657639361806048,0.8145509970897213,0.39750382250581073,0.5465679795576702,0.9274548031193454,0.47279898171569334,0.9633140190463431,0.78535492192146,0.9784613170848957,0.6662536582575987,0.9404788221579379,0.5759570420521205,0.846611625972465,0.5307279725428791,0.5073977992148643,0.029022400080849088,0.8608737192452508,0.3668691754298533,0.9620304518164978,0.8321293132667011,0.9740542345980371,0.840273409717958,0.6305148720730495,0.1504683036142354,0.6761476725521671,0.18293084325208248,0.9352451816971631,0.7363950544372723,0.9853120728525676,0.9337633610644481,0.5163748797141547,0.07790916005701361,0.6554788733071238,0.2908607903152835,0.9537916361985439,0.6191421679220502,0.8320963737906504,0.5056785347279686
8,3.5805578375798306,0.5791035131006932,0.7525137331037952,0.025713838611218225,0.9545558395626004,0.6012805440620276,0.9900687561401017,0.9370338915720768,0.8592451125636047,0.4258650241796367,0.9922342790058258,0.7442356646699342,0.9301516011773997,0.38232299150202376,0.9558332932724286,0.590733756251749,0.8108385648410079,0.03668905372874194,0.8655081436570162,0.5738261498555118,0.9690327992913786,0.6562843621987757,0.5585607609111888,0.0643012935979535,0.9303241622276286,0.5230408144877309,0.7664879931992896,0.0295854856486117,0.9660422540540926,0.8363735190210713,0.9881221984068199,0.9029557388060883,0.8963445883895679,0.3656634530116296,0.8015740001511313,0.07956020094400969,0.6660945044708231,0.0899119432762051,0.6351612870880085,0.13609079813177488,0.7653190916102209,0.22034030011248318,0.9413870680022928,0.7854663117989955,0.9887078947684411,0.9523050081101613,0.5911517720620358,0.11535205676370003,0.6868256864544433,0.1833481548654841,0.6610660100985144,0.2795447417398589,0.9790632677941505,0.7259351208387647,0.8423928716270696,0.4332215468379314,0.5571415983787118,0.9381452408022088,0.574680172344683,0.9864974765961134,0.9224682060732998,0.9872106070421154,0.722247315607586,0.9536936013125512,0.5738351227387043,0.8494754675694705,0.5140644836835261,0.4901995481604288,0.027535047911436985,0.9075203315827645,0.45346043477191633,0.9581357143334822,0.802655543714796,0.9809217696812625,0.8716203326431867,0.6308896874905825,0.1307278566761938,0.748782102728732,0.21700014240633309,0.9261527614796982,0.7081979944453782,0.9900192514032405,0.9416260816378369,0.58221149902671,0.10635184667798303,0.6630911090838829,0.28245250493071383,0.9742701083769622,0.6755142896393759,0.8479510172918878,0.5327773359939344
9,3.5487432264438485,0.5426800610974034,0.6682923931371136,0.016720448950795355,0.9463757695047054,0.6069788604908987,0.9838283498990211,0.9007185647606405,0.8021168693469619,0.34952911141282456,0.9868313077370523,0.6726738725422486,0.9346288595866656,0.31045191110437764,0.9527226630455187,0.5980210361585782,0.7679713383622628,0.026279844605055128,0.8573923285018215,0.6166843968381451,0.9312256138167615,0.5421032256751405,0.5811924154515355,0.0730421874544697,0.8409203158277104,0.4313388328730406,0.6317109163225496,0.015461760535913353,0.9763231644525889,0.8872787983461632,0.9884753766867829,0.893130125206236,0.9406418736405083,0.3732553493503856,0.7409473307246749,0.11452677801381499,0.6110923084009396,0.10082273812017359,0.6459543753083965,0.16945993308494756,0.6843825501572804,0.19172388315786326,0.9432709282231478,0.7976684777118956,0.983574208689387,0.9413027530378392,0.5415111902941605,0.1029535533943765,0.6864769858574892,0.17699669815949604,0.6323671965147288,0.2584815797340623,0.9733817578112147,0.6787891310179371,0.8166772456654223,0.41716899429758925,0.5305313243457573,0.9277261674097491,0.5716517972063719,0.9808695256915104,0.8856664686136985,0.9773675547905117,0.6499563304185578,0.9504634946677604,0.5625021810152728,0.8423729221325377,0.5567437930995444,0.5012103459235653,0.02752391624520196,0.8150023707799385,0.369648138443044,0.9651533285881817,0.8400914203521286,0.9797160192468031,0.8483681602886413,0.6365552391284695,0.1521269999448232,0.6740369181380417,0.17742793293372316,0.9263718491308722,0.7226988435456296,0.9837787543374733,0.9263047033719323,0.5236434457468325,0.08750668130917268,0.6329904446687776,0.25627400839687514,0.9708160161479104,0.6443117622507581,0.8305046497830584,0.5174251960897109
