epoch,train_loss,train_accuracy,train_1st degree av block_rocauc,train_1st degree av block_prauc,train_abnormal QRS_rocauc,train_abnormal QRS_prauc,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial fibrillation_rocauc,train_atrial fibrillation_prauc,train_complete right bundle branch block_rocauc,train_complete right bundle branch block_prauc,train_incomplete right bundle branch block_rocauc,train_incomplete right bundle branch block_prauc,train_left anterior fascicular block_rocauc,train_left anterior fascicular block_prauc,train_left atrial enlargement_rocauc,train_left atrial enlargement_prauc,train_left axis deviation_rocauc,train_left axis deviation_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_left ventricular hypertrophy_rocauc,train_left ventricular hypertrophy_prauc,train_myocardial infarction_rocauc,train_myocardial infarction_prauc,train_myocardial ischemia_rocauc,train_myocardial ischemia_prauc,train_nonspecific intraventricular conduction disorder_rocauc,train_nonspecific intraventricular conduction disorder_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_premature atrial contraction_rocauc,train_premature atrial contraction_prauc,train_qwave abnormal_rocauc,train_qwave abnormal_prauc,train_right axis deviation_rocauc,train_right axis deviation_prauc,train_s t changes_rocauc,train_s t changes_prauc,train_sinus arrhythmia_rocauc,train_sinus arrhythmia_prauc,train_sinus bradycardia_rocauc,train_sinus bradycardia_prauc,train_sinus rhythm_rocauc,train_sinus rhythm_prauc,train_sinus tachycardia_rocauc,train_sinus tachycardia_prauc,train_st depression_rocauc,train_st depression_prauc,train_t wave abnormal_rocauc,train_t wave abnormal_prauc,train_ventricular ectopics_rocauc,train_ventricular ectopics_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_abnormal QRS_rocauc,valid_abnormal QRS_prauc,valid_atrial fibrillation_rocauc,valid_atrial fibrillation_prauc,valid_incomplete right bundle branch block_rocauc,valid_incomplete right bundle branch block_prauc,valid_left anterior fascicular block_rocauc,valid_left anterior fascicular block_prauc,valid_left axis deviation_rocauc,valid_left axis deviation_prauc,valid_left ventricular hypertrophy_rocauc,valid_left ventricular hypertrophy_prauc,valid_myocardial infarction_rocauc,valid_myocardial infarction_prauc,valid_myocardial ischemia_rocauc,valid_myocardial ischemia_prauc,valid_sinus rhythm_rocauc,valid_sinus rhythm_prauc,valid_st depression_rocauc,valid_st depression_prauc,valid_t wave abnormal_rocauc,valid_t wave abnormal_prauc,valid_ventricular ectopics_rocauc,valid_ventricular ectopics_prauc,valid_mean_rocaucs,valid_mean_praucs
0,5.640642164936594,0.01740325166017861,0.3978213711055716,0.03026067667526558,0.4957610163535519,0.1600987097636401,0.4999083138507684,0.01690876511270697,0.34438701755763607,0.04925221473226299,0.47087517637988957,0.07042422948340742,0.49626126154942385,0.04917677552260602,0.389207661468119,0.06113953205537947,0.3535676187089646,0.013875346559923856,0.44249744762441645,0.2172646630660479,0.19676708928527975,0.015500529981191898,0.2690997756080073,0.07441638978204623,0.4585535339806953,0.23483085062268055,0.31687581831928746,0.07128151941668168,0.41862842672527256,0.03471676496477426,0.41007170590968994,0.014708571331099178,0.4259131140184766,0.015420521807818884,0.41822666142186354,0.019813131520986287,0.45073504406087983,0.013925350082682007,0.4131084719335935,0.028634844095184554,0.5154425283306535,0.03443671343530724,0.7334795945711758,0.0784285484069247,0.6441349782676219,0.8771839974867676,0.3329456957356425,0.02706008138579559,0.33601887900530436,0.03249323152417247,0.49659508523650203,0.11105651155326765,0.3134152120993303,0.03545850694506364,0.424626865350293,0.09183719143514171,0.6478937728937729,0.4899671671432948,0.14518269492981595,0.33191043124003883,0.04646846528642329,0.5310349563554235,0.06669188453742454,0.4056339777933069,0.06111674162720411,0.4373657742720582,0.2073271104077172,0.2798062249453353,0.07267534057941603,0.4493326373767849,0.2250001347199172,0.3297140599765299,0.07362751101318989,0.6581996143603431,0.889095735900677,0.3740392385639312,0.04105124261455274,0.5085651944259313,0.11139002707250573,0.3027316359684469,0.03582784733905586,0.42485840936845215,0.16462122800232495
1,5.541578290153302,0.7305549194717961,0.40346761486323124,0.03356694693555758,0.4266685735458092,0.13484587334484727,0.5068387185445296,0.019339426545521073,0.5175569668371627,0.09050891324452096,0.514917519966237,0.10530464073454662,0.44679576071680244,0.04930744708355957,0.7266542832551829,0.25877816240551044,0.639679717562196,0.04163877309027945,0.580760059320008,0.38650212883756924,0.8409868176160489,0.09701261024945633,0.5916823424306756,0.20186755469792353,0.49445680340254994,0.29652898331396804,0.5333160668512522,0.1500572291702145,0.40586175739778635,0.028643932464983486,0.3771965599152857,0.013112697690910934,0.4860162717474318,0.021294218826591424,0.3943770491490244,0.01946405308085066,0.5071962499030481,0.01968884584961201,0.43695705639145105,0.030663165306798933,0.5375572894534734,0.037053761248150296,0.5595288863715042,0.03060266787119391,0.7026573186650779,0.9060517169002005,0.3774769556933868,0.030437023484720556,0.3171199168936726,0.030307297838925242,0.48803932201949307,0.10398277944055048,0.2350311543730057,0.0313717830174245,0.5018768089571279,0.12184356279516875,0.7447344322344323,0.4377635417544711,0.12991864046740093,0.5446999047052312,0.09484600913036637,0.41929314098520765,0.04700732488560258,0.6793784455314853,0.2262258061177915,0.5757689939301528,0.36446440555129217,0.6012817738702624,0.18569555587586178,0.49551667776838637,0.2862490329478516,0.5140849570683305,0.13934675611419806,0.7188984096497081,0.9121675420885292,0.3352223200828083,0.03573468318692975,0.5081951753718857,0.11377070923041006,0.233517900570657,0.03361201672677022,0.5053017701073822,0.21408654019358372
2,5.337472042467073,0.457064346233112,0.309286851692831,0.025031688672955545,0.319719302177795,0.11504659700532395,0.603456692447981,0.020482349355522983,0.31644524794494633,0.048352933465789144,0.5836537190576163,0.08333698946203542,0.585033617336635,0.05968148281240381,0.7638800596913058,0.13452577534994634,0.6015417243437512,0.02176438395134335,0.2981242251573335,0.17324247682318672,0.6275959634469599,0.033256386105861034,0.4958167666963984,0.10307011877406998,0.5787701966766602,0.2738989740878127,0.6072914059680338,0.10934197657078785,0.35864814509732657,0.02596917385989295,0.3085503999258614,0.011794942203195727,0.502153806636443,0.02190723781795902,0.38235998953585404,0.0193826585698551,0.3964869502830994,0.012099967260450368,0.4349795111206012,0.03032703746960759,0.5401164081834857,0.036423796877502995,0.5743456320654798,0.04746622255205869,0.7779067893126641,0.9456038579734789,0.36318893933977386,0.029403927935910335,0.3269121913918294,0.03086045698194271,0.4875529185595938,0.10396399318159291,0.6044366911073493,0.07002724269318582,0.4903174671229849,0.09947164030052583,0.46886446886446886,0.3291725174392428,0.1077307154452539,0.29777451343489786,0.04480918612417487,0.5694828778969215,0.06331740378648174,0.7705854491808369,0.13316474376055518,0.3049096853649239,0.17225159369613874,0.4917111766581633,0.09622013086714935,0.58431382975746,0.2705243979943498,0.6161876793660752,0.11371774987363183,0.7864306239367105,0.9500688119045873,0.3605573664808325,0.03623658369132508,0.49913911112463116,0.11448215322955164,0.6086428945699236,0.07300160636819936,0.5182423104342183,0.18129375639511655
3,5.101277890873996,0.457064346233112,0.4294884407279882,0.0329618348961002,0.3710844365215571,0.12771547031122413,0.634607729267002,0.025613202475345168,0.46237917747882484,0.06798979142052834,0.672782385629006,0.12309244713465434,0.5996624979824186,0.06432918469455223,0.8897289422200705,0.3098254028784017,0.5621550487027418,0.022430312573144345,0.4523216240991876,0.2316471568333977,0.8980544131603921,0.1295898133605425,0.5419884907616777,0.1184047096218958,0.7164714753242033,0.39462680835423214,0.7724998616925147,0.199042807813817,0.4384419089286351,0.030845491303536542,0.44430185714422,0.01523180384071386,0.5395937937870373,0.021761208906698398,0.5759729459817107,0.03117964711959641,0.44215629828947134,0.014562360411313766,0.6569910469127338,0.060177623544849276,0.5064291596645235,0.03405119891781137,0.6099417781617887,0.04203579579196306,0.8035385102612148,0.9524245887567043,0.4037011399094555,0.03515749599222883,0.4809063750240221,0.04534212092235323,0.7492238852710777,0.23153524632991962,0.8503085920518625,0.22795472933322428,0.5963358390367437,0.13805877898225957,0.48603479853479853,0.36849772719329443,0.11882856122151253,0.4460485961707316,0.06535447393626556,0.570316601216758,0.06644798369002537,0.86312912493206,0.23625496402394588,0.48076298272879225,0.2485078485637791,0.5320500409985423,0.10697361765596308,0.7211609506803769,0.39439704856113345,0.7794334646263957,0.2108667154199773,0.8111299347147829,0.9560052298984774,0.49445107777797953,0.05308643600236962,0.7403351189011154,0.22588733293565955,0.8499305957732367,0.25277131107981904,0.6381038513095054,0.24461512691574397
4,5.026680396828121,0.2782230364094344,0.3090435775800979,0.02552369072229975,0.3180144914127455,0.11023132080577167,0.5093827866465088,0.01809274774376543,0.3061760921320802,0.04890664261287483,0.6462711798447521,0.09789230793183865,0.4786395324919198,0.05411570011743483,0.905317236102697,0.4437594808534438,0.3806009740548366,0.019407185702669544,0.30453344697960577,0.17747149985799038,0.89227461467259,0.12540704801516184,0.415010962836261,0.10298632057162635,0.548443428814695,0.29709339603775664,0.6078671602707139,0.12256805537134813,0.384831884318884,0.02800019955010906,0.3253096035357562,0.011861307491426424,0.45694699120165694,0.01781376019115896,0.4025944112294798,0.02116601179776168,0.28960929902332216,0.010401418210677771,0.48210527036866613,0.03861828594388686,0.5421670485370413,0.040784156937935655,0.5190748144858107,0.028730963178397118,0.8074691980843838,0.9550621531656645,0.33397447297168525,0.027289928122608408,0.3243512693738938,0.03099721183780162,0.5770495253853953,0.1441150098121358,0.855311450457026,0.21858365708121227,0.49701425856971176,0.12372613306402915,0.2992216117216117,0.32834789259112296,0.10760142546851377,0.2848373122713862,0.04511413249143624,0.5349634769161902,0.06837146946637634,0.8772241633667209,0.36370399315564866,0.3183653930739231,0.17753772514571253,0.38005193148688043,0.08700306126183635,0.5554175459415284,0.300861832810259,0.6117879094194058,0.13011231025033154,0.8181538440729318,0.959546387830551,0.357099079303394,0.0362068728496295,0.5939870520985723,0.15102226271453772,0.8592452660597498,0.22133699665755313,0.5432900722168171,0.22070153917519883
5,4.963838036101643,0.3167697122357072,0.3261091982292179,0.025890458234116308,0.34273559404932086,0.11714627371211947,0.5644733440769323,0.02161105740227986,0.5401956628819652,0.08090213233561204,0.7364301129703548,0.2207755160336239,0.4696494845817406,0.04540330701838238,0.9214743118658887,0.47156129136878,0.46798985306630436,0.01830611938057763,0.32586784791863543,0.192728471577638,0.8977012170226343,0.11932081495543116,0.4921845847908254,0.10998783351728095,0.656583082118905,0.3904929984082534,0.7310356727934688,0.18032892630848013,0.41396242469738836,0.030210091640880066,0.4934902168417237,0.017352111342978004,0.48397058511043867,0.022625078605998893,0.5049926674597522,0.02908340754622648,0.29887696215597015,0.010519233593755326,0.6668188754991898,0.07069459612729254,0.5291589883317781,0.03565554776940629,0.5823138817344213,0.03852137244056579,0.8089111885712661,0.9559917132504154,0.40182210408312274,0.03135804701992722,0.4712308848055454,0.04523552937752491,0.7348709992591069,0.232424855714892,0.8569619698697413,0.1979301681451871,0.5661466044148322,0.14277142126260098,0.4052197802197802,0.3468673096177449,0.11434752767603365,0.519737668898534,0.07530988269078089,0.5089079699676481,0.05609279281111748,0.8969496855345911,0.4158384525674217,0.3373392370172712,0.19180055831481496,0.4732988452077259,0.09698962357634466,0.6562941153422034,0.3890552073880767,0.7398869485400907,0.19852156195510334,0.8156684520911107,0.9591442123698308,0.4730839250367734,0.04595499275923354,0.7307608067410944,0.23029374533747193,0.8430182616360604,0.20461364242427615,0.6118177688025707,0.24816351665587547
6,4.934908662440349,0.4631707503244027,0.3988008870584508,0.027694659307140546,0.3943477322255191,0.13251870735540272,0.5971547384470112,0.02056323635816911,0.6476986611365526,0.08877399438014441,0.7765333056895808,0.24623000019444272,0.6667900179909219,0.10487014375612083,0.9314155960369361,0.43159379963456157,0.6221297448662103,0.02316127791338257,0.5757722685720115,0.25505798994570283,0.860194265762124,0.08293956137025328,0.6122205328631924,0.12864950376160683,0.7062399859562545,0.3846139378525089,0.7880240207171441,0.19917425044038847,0.400006199143669,0.027677225792214176,0.5743627693486026,0.019647019069325297,0.47531676659954475,0.02034782635976779,0.5252597896095612,0.026042440982717317,0.5748908173188791,0.017414339321796077,0.6365983213922078,0.059346670805386,0.49158345949647203,0.03310131398293254,0.6567702439644858,0.058364414304475865,0.8055406703032788,0.9521219304834304,0.3701697543134293,0.0315490571639627,0.4833608607364263,0.04233974281261885,0.7484245006819186,0.2449639489116484,0.863454540259592,0.1838383734546224,0.6224254019419221,0.14779212945056625,0.4716117216117216,0.4044547422610469,0.12417799205423999,0.6434311110371317,0.08585713476150393,0.6242273180458624,0.10643569653054065,0.9357364702228435,0.42392750826644365,0.5764774360026976,0.251601621448624,0.6009851038629737,0.11627287646078296,0.7174380496050959,0.3908228975773186,0.800281466764265,0.22195653085075184,0.8125355055997403,0.9560906221716682,0.5081729983474677,0.05053163248424743,0.7499265769365852,0.25344451324747924,0.8551897917056076,0.1691634432542107,0.6857380475326097,0.2625235390923176
7,4.937362868242997,0.23517288756583468,0.2722932628577621,0.022734235637451177,0.3105076859391771,0.10801744080774157,0.44581241761598916,0.015483033205073929,0.4300771782854981,0.05717223141451597,0.8414445856825491,0.2885280005378166,0.6594479281898457,0.11340282059456538,0.9165014322596136,0.4063915618358542,0.29094141701484577,0.012148992530020141,0.4442390960552324,0.2226644790349382,0.8007435257514348,0.058895780501648266,0.3867125193262433,0.08940913185361066,0.49230860274213917,0.25681624307794193,0.6731196438779838,0.146396189532425,0.3415868279236605,0.02493212081833245,0.4257961720505723,0.014557373516402294,0.39833204589287746,0.01469732689775435,0.3570772857380182,0.017728333181496178,0.3887934493374461,0.013198903958558538,0.5772094757767412,0.04573060886021721,0.5258183343333853,0.03751321561213489,0.5719287095325499,0.04048605776187162,0.8354505738119261,0.9617131061439195,0.33184863682464116,0.02740118294961152,0.3678372196471744,0.03295388311345874,0.669838923069661,0.21613315047740866,0.9085620864256098,0.328875475833744,0.5255472706139452,0.1374608030649428,0.29143772893772896,0.32559462009897144,0.10440470090271259,0.3963996055046254,0.052476658878397774,0.6785826194884734,0.15293198706263125,0.9195558661386755,0.40785549210623995,0.44520262147025186,0.21687958339114644,0.36389651284620994,0.07989749525652216,0.49567144880241365,0.2548382176020774,0.7018773165092312,0.1679672924538267,0.8393734182161385,0.9646274971742651,0.38643720376995294,0.03719169959903384,0.6727209121605738,0.22943082702845502,0.8985329611346544,0.29996848778981905,0.5936537588450143,0.2473724949370939
8,4.789174132597882,0.39416838409281735,0.5658705094750182,0.04038944064253216,0.3556478372124642,0.11933725637310058,0.6394083448282246,0.02514749285534877,0.7620240717011167,0.15753671909740252,0.836273836865628,0.3374566997498237,0.806906624359787,0.19238952566542783,0.9452658905439335,0.47766457487370795,0.6631760918430845,0.028752727142900367,0.788750483044922,0.44830918967102584,0.8900224963970615,0.10324396149128247,0.6691967457761825,0.15736611185207944,0.7566873245105256,0.42313812505682447,0.8843738886005653,0.44047867796829654,0.48129913670555424,0.032916316902757675,0.6832636921286358,0.027140366706170337,0.5539012570668607,0.022604418820240838,0.616779534956549,0.036404680415016766,0.6801059310657542,0.02480806879733404,0.7118975846747259,0.08877154638446054,0.5185918912512892,0.034250844884231066,0.6550871660446156,0.05629512956483269,0.8395475686331035,0.9615629361177754,0.5298310498929647,0.05812059292150832,0.5688317002796641,0.05788242005045103,0.789750172848884,0.27886514227799397,0.9191636880298115,0.43833569861379773,0.6966020968744971,0.19496802557293552,0.549908424908425,0.3574007561630993,0.11054972699753846,0.7502715276708544,0.14453357515561333,0.7862015992837812,0.18182402370640954,0.9467718766985014,0.4782581952596166,0.7953789989150516,0.46883811324458563,0.6791101038629739,0.15006077346838093,0.7529454075264062,0.41885167121449873,0.8973323108740865,0.5065680074612215,0.8460124017866268,0.9651654624241879,0.5824699911017488,0.06375646793922082,0.7903230891336632,0.2757461345579128,0.9044387041684414,0.3797114064244446,0.7573880639321029,0.3453219631544692
9,4.6995505287159345,0.4293565376688802,0.3045184122987653,0.026463731870674783,0.3556121972503585,0.11726775412513811,0.6278108480915394,0.024446733675868207,0.7855527853428184,0.23834191779265135,0.8323830374042785,0.24993125173145492,0.7651591724175941,0.20352805865657658,0.9427064952476701,0.500399167047585,0.5353834626569981,0.021225109405512463,0.6085353434437331,0.3584232060704965,0.9535425966934983,0.30819129189921207,0.5923459377754356,0.1359712014348495,0.7735135022721692,0.5307873780324939,0.8857316070802893,0.4559307886588489,0.4106201521422712,0.030215131672763528,0.6484161736587254,0.029857780930498106,0.5322310093158191,0.025960262492836464,0.575591520222726,0.03652537002450666,0.504951255600833,0.0155970215266618,0.7608606264989062,0.11150598261139323,0.5271179570184074,0.03790686761896363,0.6102355835706075,0.04328602979237082,0.8484501901202437,0.9616108668997662,0.53615226388652,0.07231381758039462,0.6353298651941186,0.07519274820895887,0.7827583494733407,0.28876670791361264,0.946050701802814,0.646700780625551,0.6646754248646338,0.21332103685767848,0.5643315018315018,0.36069966673725284,0.11050021489516873,0.7726749532889179,0.22012688056452462,0.7493427879626428,0.1929057165675509,0.943211429458809,0.46805705543048304,0.6243075389261941,0.3670273913580189,0.5841233145043732,0.11984864271635667,0.7723248120637445,0.5075553939837916,0.8998582499680482,0.5236395537100561,0.8501419472548348,0.9654721297274215,0.650352071113371,0.0800223594472406,0.778196530449139,0.2854785159745257,0.9294078833804711,0.5170675955909965,0.7428867654256499,0.36314178749717785
