epoch,train_loss,train_accuracy,train_1st degree av block_rocauc,train_1st degree av block_prauc,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_complete right bundle branch block_rocauc,train_complete right bundle branch block_prauc,train_incomplete right bundle branch block_rocauc,train_incomplete right bundle branch block_prauc,train_left anterior fascicular block_rocauc,train_left anterior fascicular block_prauc,train_left atrial enlargement_rocauc,train_left atrial enlargement_prauc,train_left axis deviation_rocauc,train_left axis deviation_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_left ventricular hypertrophy_rocauc,train_left ventricular hypertrophy_prauc,train_myocardial infarction_rocauc,train_myocardial infarction_prauc,train_nonspecific intraventricular conduction disorder_rocauc,train_nonspecific intraventricular conduction disorder_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_normal ecg_rocauc,train_normal ecg_prauc,train_premature atrial contraction_rocauc,train_premature atrial contraction_prauc,train_qwave abnormal_rocauc,train_qwave abnormal_prauc,train_right axis deviation_rocauc,train_right axis deviation_prauc,train_s t changes_rocauc,train_s t changes_prauc,train_sinus arrhythmia_rocauc,train_sinus arrhythmia_prauc,train_sinus bradycardia_rocauc,train_sinus bradycardia_prauc,train_sinus tachycardia_rocauc,train_sinus tachycardia_prauc,train_st depression_rocauc,train_st depression_prauc,train_t wave abnormal_rocauc,train_t wave abnormal_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_incomplete right bundle branch block_rocauc,valid_incomplete right bundle branch block_prauc,valid_left anterior fascicular block_rocauc,valid_left anterior fascicular block_prauc,valid_left axis deviation_rocauc,valid_left axis deviation_prauc,valid_left ventricular hypertrophy_rocauc,valid_left ventricular hypertrophy_prauc,valid_myocardial infarction_rocauc,valid_myocardial infarction_prauc,valid_normal ecg_rocauc,valid_normal ecg_prauc,valid_t wave abnormal_rocauc,valid_t wave abnormal_prauc,valid_mean_rocaucs,valid_mean_praucs
0,5.250783094003286,0.47767346004121825,0.33001682949716626,0.027782751417271174,0.49512539232914554,0.01766161387326546,0.8679024506905799,0.5530846924296866,0.7717887638108138,0.332254985285911,0.8933811811520025,0.3123678671978942,0.4234677587982919,0.01643326814874247,0.7342238686346584,0.4879030371808346,0.7950336330736499,0.06219119619443188,0.6094643046897666,0.14983031769216554,0.49102723130748677,0.2562739034911635,0.4074515668147861,0.033570690562233926,0.5040333315311603,0.019893507880836672,0.9039662565707749,0.7271560802307431,0.49754523592846917,0.019281763022658487,0.3960039563865526,0.01965738575848107,0.29557108224825457,0.010758610072080507,0.7591977906647466,0.11592138168697222,0.5727400229060833,0.04307701759617067,0.6158548135492498,0.047096867740218123,0.478041978275715,0.07785369489601135,0.586529693744799,0.06459849711849634,0.769246048166846,0.3017281837393763,0.5998915086714091,0.16801715060071118,0.5196886446886447,0.7858088998311188,0.33687630516196587,0.8980089776846476,0.3437117076426345,0.7409087419690099,0.47554461915288054,0.5972166315867787,0.13563802543755052,0.5099826184471866,0.26957232432808453,0.8954235650097151,0.6964985096364334,0.7505469683601559,0.2627529948169676,0.7396994861269447,0.3600849265966453
1,4.810076729631289,0.20555682772307457,0.33809902592420915,0.027162301462129324,0.36977623031797235,0.012061715602551348,0.8472554315891803,0.4375927068689799,0.724330060097463,0.1481031610040247,0.47939336264157095,0.06348247207294715,0.3007000960195996,0.012969925757222047,0.5375512297664314,0.264147021212504,0.5953288284748959,0.034823935163723195,0.48161533024415343,0.10774227495812412,0.42764973040835497,0.2621482532898609,0.38684135058956065,0.0284626076198219,0.5368950430434185,0.022361481215368913,0.9129742923915867,0.7810903896976141,0.4808995509888632,0.017113698706850956,0.381779530285781,0.01826879492180053,0.35164532138175525,0.011554534832933082,0.7123529245978115,0.09904866099782166,0.578634081401755,0.0460899523093479,0.7221248287360307,0.15341485444943936,0.6701961380394226,0.11001314993178435,0.5383994301259688,0.05305702829840133,0.7119524696827336,0.26125033071745773,0.5493815584885691,0.1350890568677595,0.22344322344322345,0.7231245040389037,0.1760976957507886,0.49587064578267737,0.06978824052394615,0.5580035312736206,0.27351784729524914,0.48646292016054393,0.10255179629582245,0.4344485265531993,0.26616062045176025,0.905771079582254,0.7593719239694491,0.6925269994080792,0.2603208618619828,0.6137440295427539,0.2725441408784283
2,4.613600437736322,0.5006488054346997,0.38636552311148653,0.034595467231411735,0.6268924326009856,0.02381888794615207,0.9284737538088332,0.7479180047843723,0.8690128672030764,0.5257177433968804,0.8582313342384188,0.38440566876166204,0.4284652502048043,0.018806328360201116,0.7801699040074799,0.59970729894414,0.9265263667414722,0.28974061767080256,0.6801560688534495,0.28563020776382,0.8037939357471398,0.6674118941060903,0.46392644148276985,0.04097110887833317,0.6837775005320973,0.05484081776895853,0.8696535403229769,0.6182839583909711,0.5690234579410557,0.034367373552272526,0.4989152555342078,0.026322339534265042,0.3409963079362298,0.0126224685976001,0.7930600272979461,0.13988013598642152,0.6385939696868054,0.0687320711090185,0.8414308176100628,0.3732164576516904,0.8343874585862295,0.24546863778147235,0.6505841339047701,0.08932689918358584,0.8645333015271821,0.4681709073398592,0.6971349840399763,0.2613616043063628,0.5341117216117216,0.8824556941420636,0.5641634562359857,0.8545987753975418,0.37956610150720593,0.7815792115457294,0.590646223671257,0.6815771458647836,0.29060459321479715,0.8042886480373505,0.6714040211245393,0.8622940616904144,0.5983594631638431,0.8383729436335006,0.41060175191253895,0.8150237829016264,0.5007636586900239
3,4.472795273837092,0.5836195710251126,0.6082407199536138,0.058811209773115505,0.7194112585714993,0.03448369667375554,0.9345535471614582,0.733501452453067,0.9041285631070719,0.40423639984339,0.9346377862524167,0.5581795402920088,0.5071680023125263,0.024558610676859813,0.696997734380584,0.5370441419524659,0.9854839326388926,0.8127952867854258,0.6668997381639478,0.30607140800722676,0.8774096455707374,0.7422779665665938,0.5975520797038082,0.05712022381817515,0.7330712654470747,0.047109721763612694,0.9029731694821282,0.7018111849238128,0.7015362935969692,0.05457870166874833,0.6996859317741593,0.061700167945624836,0.363700941350075,0.013139651012759277,0.8245347001990309,0.14219418167845083,0.6485735836202386,0.09423264553276117,0.8767920814143515,0.19657050062192047,0.9392273529570156,0.5583074596363309,0.8003077267678012,0.14229588955442704,0.8702496458320149,0.4537193385366506,0.7633243500117007,0.30612451725987194,0.5629578754578755,0.9011292652654282,0.41440020737445143,0.9286086638830133,0.5595460404948197,0.6830368953136811,0.5145920581192223,0.6642224562732112,0.2989241520784848,0.8677664300542293,0.7259337396898771,0.8950885990123058,0.6886563139852931,0.8497501088910977,0.4110838729341388,0.827086059813281,0.5161623406680411
4,4.369993562871614,0.4021067094114953,0.5263632781017877,0.053859106902444505,0.4362978772698263,0.01715776634421305,0.923405721008573,0.7684476292426083,0.8432847951997802,0.5067585760972001,0.8574576385557521,0.34969469637933986,0.4359836263184925,0.019345322978484132,0.5796925231715777,0.34253340786179237,0.9847845479041777,0.7581139672965695,0.6391050591787684,0.2754166024572015,0.538121525647381,0.308871256944388,0.4378804879623139,0.032616917411838926,0.5962688860312662,0.030411718460941383,0.9184347484331904,0.7827869155634645,0.5525306445364433,0.035547361738972265,0.4045549948031347,0.01872396329350663,0.44887374982742156,0.027873801512622344,0.7700099381166028,0.1446812149524351,0.6442494086650341,0.0912165038600311,0.8390296142227505,0.3775926812506766,0.8500989596726987,0.24094220614840142,0.5728605957371443,0.06518486694095281,0.7812413892147938,0.37257683899762395,0.6627513640717686,0.2554706055743503,0.40453296703296704,0.8594105438785684,0.5116694317459181,0.8380059465629349,0.3222658120002295,0.5669338742441421,0.33469255004813314,0.6425510249971268,0.25529189910207983,0.5270542740867717,0.30297369016237463,0.9081694766029793,0.7485135832642118,0.7480860295513687,0.32601816269764733,0.7271730242748417,0.400203589860085
5,4.296629691613502,0.46049919853446303,0.5369052945081249,0.1118554937434173,0.5712519998950876,0.028902452479128902,0.9317751407704477,0.7102317925387734,0.832958829212387,0.30240641389718964,0.8715925063441333,0.3977721216186132,0.5583298335443079,0.03056089984527632,0.6885717957331288,0.45234219345883286,0.9704155425179278,0.7429174944414071,0.7411195431420565,0.3531499747963956,0.7645170349430115,0.5678588361666388,0.4548095830059067,0.0417401802752478,0.6850918321186916,0.055425430827693745,0.9210358839753802,0.7850596198426404,0.6406921160752259,0.07758355676015444,0.49928362229604817,0.026064865923015858,0.36903305636669453,0.014526572929152354,0.8023079782743779,0.16630892258341695,0.6296499957420406,0.09789384099149243,0.8322624176694894,0.2060047529022685,0.8758292712227949,0.48925814967011877,0.6578709943754891,0.09374078129166154,0.8552438160565891,0.4567945746164683,0.7132067312631519,0.2821999509817729,0.4407051282051282,0.8351659307790913,0.32268157670672154,0.8590217237710961,0.38152677847377525,0.6761662651171579,0.43159818742177325,0.7357948662143202,0.3560720194791633,0.7430723908093193,0.535684126755747,0.9120767385848446,0.7419309688380469,0.819946894649259,0.3982520859572785,0.7973206871321555,0.4525351062332151
6,4.194128310950637,0.5654530188535226,0.466514792029731,0.10829968081826796,0.5539326898698209,0.022652817164143628,0.9074320681532853,0.665816231976832,0.8239113550580849,0.406549872526098,0.8721981041158898,0.42179734131880187,0.42747543681217304,0.018206392180013783,0.6506886202159325,0.44628047248353264,0.9372963454258892,0.5879712332272707,0.6848916239924446,0.3231937556163872,0.744512738337724,0.5428122201181252,0.4377748336586994,0.03537455094862499,0.6298628728872658,0.03308190279642343,0.9312520440461234,0.8014418518525439,0.6016749232539164,0.06518594751944906,0.4631441942504374,0.023404260785649677,0.40190756628122926,0.0153888829696241,0.7826072222796334,0.17820155172360996,0.6815102025919676,0.15880608559561524,0.7914326746892488,0.3368057897896211,0.6723311559337406,0.22751104436357128,0.5851823635968219,0.0659654831818019,0.833949526802362,0.44000141196381926,0.6764310615582919,0.26930676276908305,0.5414377289377289,0.8177172563940831,0.4360952050755902,0.870455056299059,0.3952098625953432,0.6354197668650794,0.44042948429949347,0.6791714298880646,0.2838886584452404,0.7259734240878725,0.5088493957988982,0.9200496377104922,0.7600068008494748,0.8090354482404316,0.3747962371160521,0.7796888599264403,0.4570393777400132
7,4.141132101904535,0.47484924814899626,0.5753190255688838,0.13454431543977,0.4452462238775088,0.01820052827997681,0.87596579578507,0.6630875730862644,0.7768329963013303,0.42089325491339186,0.7783578092911647,0.20305655943396064,0.46472020149307214,0.020183298232498224,0.5384595164481333,0.29544127033612844,0.9629309283518259,0.5692326821117343,0.683550594772592,0.30346297300671343,0.5559910620503262,0.3484878415289103,0.4124410832745383,0.03130750263086394,0.5762120696770255,0.027521779292074524,0.9374673338620365,0.8383168845666589,0.5778596286528294,0.08514575747098699,0.40600025800388373,0.019595218692146192,0.3757313240509674,0.013697725651708043,0.7683234444264009,0.16889304539517389,0.6552248637018524,0.16384794185929694,0.757462982221562,0.26262059322187725,0.8101113491496734,0.41177174380409803,0.5979065984797282,0.07068775321386235,0.7808844828173759,0.3842807976044871,0.6505908896480809,0.24792168362602646,0.5029761904761905,0.7612336460007731,0.4388914345579942,0.7759594708276499,0.2201332949947789,0.5250642183956916,0.28422712991376453,0.6895366068022966,0.2569693699937998,0.5413078719734514,0.3291919846339575,0.9235541309099742,0.7948709500363229,0.7411181161281677,0.30780794991243393,0.7082534372911435,0.3760131591490074
8,4.083424942646852,0.5081291504465308,0.6347045389573787,0.20195272722802704,0.5971861585403171,0.026561684543937744,0.9356567427820688,0.7961421672050591,0.8814861098613829,0.5137935676613676,0.7617025860703264,0.40078427139140116,0.44181751300351796,0.02216555884125975,0.5675098588501915,0.4167410071052912,0.9581230522166653,0.6999616159603275,0.672036315573932,0.3103905157984997,0.8519743523724139,0.7321862067835923,0.5009545015316662,0.042736945081404756,0.6435050941042255,0.03214089456989074,0.9360048285106711,0.8071790950987938,0.7345392327808835,0.1443957988183577,0.4617457739601487,0.023574509475646988,0.3718228878262845,0.014500887178490508,0.8271749108522086,0.17536546493398314,0.7685421094799555,0.23334711410586445,0.8904442958781096,0.46703019052210387,0.9049722654802341,0.5307724319338654,0.6645864832026503,0.09157797469439687,0.8770516793161028,0.4865385715629776,0.7219791495977881,0.3259017818406609,0.5226648351648352,0.8676053472236354,0.4664735097522386,0.7611801899356508,0.36998935457560256,0.5538117677626606,0.40334857540588975,0.6487338205468021,0.24081446494576403,0.8263996163071682,0.684628421020183,0.9201491914264895,0.7549731564395988,0.8367652642982388,0.417674672051582,0.7735207425000922,0.47684316488440837
9,4.025055633957227,0.4477520799938936,0.5885931703251711,0.16161972843137618,0.5471581818658693,0.026891576172149472,0.918708331939213,0.6281254546533157,0.856084216957051,0.33016815622976126,0.8370206833218613,0.47867081809895173,0.48711687676260534,0.019776417749633377,0.6984880489835991,0.469481470907547,0.9473177786582823,0.6487595997493009,0.7070761103555978,0.2927584420802697,0.7385971719315079,0.5522242832934765,0.4709120696072389,0.0358174935916325,0.5286352166953304,0.019784877595580876,0.9408265175068602,0.8542386825286866,0.6277195944069923,0.10565571266778485,0.41993958000303133,0.02189521871101427,0.4635299217496255,0.027745456872442335,0.7757477577166356,0.15703837190961026,0.7101311625271771,0.23179898386765552,0.767915655590221,0.20869167496933447,0.7978773779558447,0.4260824647385687,0.5777775173234674,0.05375217360434045,0.7815988737214657,0.33028955044688707,0.6903987189047566,0.27642120949405996,0.4320054945054945,0.8464199239017641,0.34422589655074715,0.815229336572387,0.4403101103194743,0.6719467474489796,0.4480070698998471,0.6879786933403363,0.23597194008990638,0.7156751954344789,0.5030671623487897,0.9277907929889895,0.8166613681988432,0.7349610225711702,0.28726337585352535,0.7714288160368723,0.4393581318944476
