epoch,train_loss,train_accuracy,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial fibrillation_rocauc,train_atrial fibrillation_prauc,train_atrial flutter_rocauc,train_atrial flutter_prauc,train_bundle branch block_rocauc,train_bundle branch block_prauc,train_complete right bundle branch block_rocauc,train_complete right bundle branch block_prauc,train_early repolarization_rocauc,train_early repolarization_prauc,train_left anterior fascicular block_rocauc,train_left anterior fascicular block_prauc,train_left atrial enlargement_rocauc,train_left atrial enlargement_prauc,train_left axis deviation_rocauc,train_left axis deviation_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_low qrs voltages_rocauc,train_low qrs voltages_prauc,train_myocardial ischemia_rocauc,train_myocardial ischemia_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_normal ecg_rocauc,train_normal ecg_prauc,train_pacing rhythm_rocauc,train_pacing rhythm_prauc,train_premature ventricular contractions_rocauc,train_premature ventricular contractions_prauc,train_prolonged pr interval_rocauc,train_prolonged pr interval_prauc,train_prolonged qt interval_rocauc,train_prolonged qt interval_prauc,train_qwave abnormal_rocauc,train_qwave abnormal_prauc,train_right axis deviation_rocauc,train_right axis deviation_prauc,train_sinus arrhythmia_rocauc,train_sinus arrhythmia_prauc,train_sinus tachycardia_rocauc,train_sinus tachycardia_prauc,train_st depression_rocauc,train_st depression_prauc,train_st interval abnormal_rocauc,train_st interval abnormal_prauc,train_t wave inversion_rocauc,train_t wave inversion_prauc,train_ventricular ectopics_rocauc,train_ventricular ectopics_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_atrial fibrillation_rocauc,valid_atrial fibrillation_prauc,valid_atrial flutter_rocauc,valid_atrial flutter_prauc,valid_complete right bundle branch block_rocauc,valid_complete right bundle branch block_prauc,valid_left anterior fascicular block_rocauc,valid_left anterior fascicular block_prauc,valid_left axis deviation_rocauc,valid_left axis deviation_prauc,valid_low qrs voltages_rocauc,valid_low qrs voltages_prauc,valid_myocardial ischemia_rocauc,valid_myocardial ischemia_prauc,valid_normal ecg_rocauc,valid_normal ecg_prauc,valid_pacing rhythm_rocauc,valid_pacing rhythm_prauc,valid_qwave abnormal_rocauc,valid_qwave abnormal_prauc,valid_right axis deviation_rocauc,valid_right axis deviation_prauc,valid_sinus arrhythmia_rocauc,valid_sinus arrhythmia_prauc,valid_sinus tachycardia_rocauc,valid_sinus tachycardia_prauc,valid_st depression_rocauc,valid_st depression_prauc,valid_t wave inversion_rocauc,valid_t wave inversion_prauc,valid_ventricular ectopics_rocauc,valid_ventricular ectopics_prauc,valid_mean_rocaucs,valid_mean_praucs
0,4.71089203373664,0.4250088121254847,0.722241308266153,0.015742672347486598,0.8373784991674719,0.07953462679965835,0.9586949099208504,0.8021468273720939,0.9303963056945262,0.5869266111151006,0.9837966768743959,0.6329378618433925,0.65125111097127,0.008889309634536388,0.9122579161689723,0.21949566509330948,0.7862419549908191,0.02132126568765998,0.8408105352623982,0.4540978375485528,0.8770533039285443,0.07171931938473479,0.5080850945110338,0.025637781561036424,0.866761195907773,0.24981102153449297,0.6592932721944958,0.01978526905766171,0.910410605272822,0.6973344590785051,0.9546094440497633,0.7375285804686595,0.8092960828920854,0.101512519017411,0.5512253138439601,0.0079314387447002,0.6105563345417075,0.02427920151731313,0.5394059474208814,0.04219187963805453,0.46897547658074074,0.01442368510453137,0.7495129777793896,0.287880805861524,0.9858026425940176,0.9281771939341344,0.6652694043978448,0.09000504262542691,0.5417328116959289,0.018875465520533572,0.7296810044328818,0.21139544749146155,0.8485167873202977,0.094255608997657,0.7653560352569624,0.24783989988383187,0.4233853202925368,0.8400140228712343,0.08531518339553788,0.9551670502410697,0.7829796360510866,0.9841618692745221,0.6469488472541175,0.9143676870601442,0.22884062277103823,0.8265294839580419,0.41702811585512467,0.49145542164534894,0.022042921207944734,0.8655205943982633,0.2412375385850794,0.9027062736115965,0.6754340381795041,0.9430798526353855,0.7195263765716622,0.5605860556108047,0.05322632181910126,0.45521328250401283,0.016947747597649988,0.7515358044347299,0.29550540781425605,0.985585447209285,0.9276871119152247,0.6705450224166802,0.09240698785438217,0.7382349224585196,0.240746757695592,0.8536609250316752,0.11380803852350019,0.7961477322100821,0.3474801033181751
