epoch,train_loss,train_accuracy,train_1st degree av block_rocauc,train_1st degree av block_prauc,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial fibrillation_rocauc,train_atrial fibrillation_prauc,train_bundle branch block_rocauc,train_bundle branch block_prauc,train_early repolarization_rocauc,train_early repolarization_prauc,train_incomplete right bundle branch block_rocauc,train_incomplete right bundle branch block_prauc,train_left anterior fascicular block_rocauc,train_left anterior fascicular block_prauc,train_left atrial enlargement_rocauc,train_left atrial enlargement_prauc,train_left axis deviation_rocauc,train_left axis deviation_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_left ventricular hypertrophy_rocauc,train_left ventricular hypertrophy_prauc,train_low qrs voltages_rocauc,train_low qrs voltages_prauc,train_nonspecific intraventricular conduction disorder_rocauc,train_nonspecific intraventricular conduction disorder_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_normal ecg_rocauc,train_normal ecg_prauc,train_prolonged pr interval_rocauc,train_prolonged pr interval_prauc,train_prolonged qt interval_rocauc,train_prolonged qt interval_prauc,train_qwave abnormal_rocauc,train_qwave abnormal_prauc,train_right axis deviation_rocauc,train_right axis deviation_prauc,train_s t changes_rocauc,train_s t changes_prauc,train_sinus bradycardia_rocauc,train_sinus bradycardia_prauc,train_sinus tachycardia_rocauc,train_sinus tachycardia_prauc,train_st depression_rocauc,train_st depression_prauc,train_st interval abnormal_rocauc,train_st interval abnormal_prauc,train_t wave abnormal_rocauc,train_t wave abnormal_prauc,train_t wave inversion_rocauc,train_t wave inversion_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_1st degree av block_rocauc,valid_1st degree av block_prauc,valid_atrial fibrillation_rocauc,valid_atrial fibrillation_prauc,valid_incomplete right bundle branch block_rocauc,valid_incomplete right bundle branch block_prauc,valid_left anterior fascicular block_rocauc,valid_left anterior fascicular block_prauc,valid_left axis deviation_rocauc,valid_left axis deviation_prauc,valid_left ventricular hypertrophy_rocauc,valid_left ventricular hypertrophy_prauc,valid_low qrs voltages_rocauc,valid_low qrs voltages_prauc,valid_nonspecific intraventricular conduction disorder_rocauc,valid_nonspecific intraventricular conduction disorder_prauc,valid_normal ecg_rocauc,valid_normal ecg_prauc,valid_qwave abnormal_rocauc,valid_qwave abnormal_prauc,valid_s t changes_rocauc,valid_s t changes_prauc,valid_sinus bradycardia_rocauc,valid_sinus bradycardia_prauc,valid_sinus tachycardia_rocauc,valid_sinus tachycardia_prauc,valid_st depression_rocauc,valid_st depression_prauc,valid_t wave abnormal_rocauc,valid_t wave abnormal_prauc,valid_t wave inversion_rocauc,valid_t wave inversion_prauc,valid_mean_rocaucs,valid_mean_praucs
0,4.682303023413953,0.4828163553048995,0.6231973161206252,0.062178195180335266,0.668409457499704,0.015577091943708415,0.7803426734037967,0.1143810886429554,0.7658406062146031,0.15026327411237034,0.4820320218883794,0.005538572331285264,0.6935639569504759,0.06268494542681956,0.8664408186868486,0.1788869652128896,0.7621732364803959,0.021918433021759075,0.833119336722877,0.3704296907666583,0.9352470765086071,0.35948460064527066,0.7611827104527068,0.16662910124144828,0.44941503137159206,0.015387072287893842,0.5692234222613342,0.028966141237473656,0.5581501835677101,0.007366432572037362,0.9400268297085762,0.7892492665289719,0.5275729444396663,0.008165966078358483,0.40905577308836355,0.006083182898740645,0.4658074227516515,0.023533956514553818,0.5789234989833753,0.019392936677132797,0.7763456596499494,0.30434549847408576,0.9622468091748727,0.9006846509729196,0.9513391368888365,0.8019388616241558,0.5837861640699689,0.05011544680179254,0.3241215006550498,0.009447365874484866,0.6739955314514203,0.2743956819905432,0.664959781415582,0.08492843912922435,0.6771738038618066,0.18584510993030265,0.49361177196228745,0.6265388149139901,0.07258791748833257,0.7790667961211313,0.11396937969529983,0.7174096817243614,0.058379345481344325,0.8809239039018071,0.20463865709587353,0.8260173875111609,0.3564388601603942,0.7623186641451388,0.15523476258539706,0.4388750634733454,0.016366987859531286,0.5866999573604659,0.028942637309546305,0.935557967709586,0.7830892681330303,0.4862496614606843,0.02342149271635772,0.7742104266507962,0.3157166064388786,0.9640740326427366,0.9007093714133579,0.951389920724252,0.8165355047551875,0.5919421892429313,0.052207646167063686,0.6876666232179428,0.27321602000822987,0.6646044013427825,0.0872727868130975,0.7295965932589445,0.26617045275755763
1,4.250027280396712,0.5335741980965809,0.7078201976865769,0.1259110201296327,0.6724366361578075,0.015566959762165732,0.8160911550455056,0.1761192306057336,0.7503666366267192,0.13744252477450153,0.3584278423788976,0.004330263998225843,0.7746867941317038,0.12908577615028266,0.9094950920710524,0.25233634403482275,0.816692711246214,0.03295827179992471,0.9221770546428613,0.6376977939006908,0.9262069105115075,0.22146587354790692,0.788680718183688,0.23269442058225592,0.5300273937343727,0.026979010517141782,0.693683295837653,0.05655304978790165,0.6459943315010215,0.012878853245108495,0.9529309034452607,0.7983828894500478,0.6151682237464522,0.012636590932850815,0.4875705452934491,0.007589977262297357,0.6083062506411668,0.045425495849712616,0.773218913208149,0.04538486412518493,0.8368037578108445,0.4228225278423412,0.9738795878539986,0.9283237422656447,0.9511315466673056,0.8555673042662026,0.7085267728849297,0.09287847040564048,0.3562203565342448,0.010059961038047467,0.7278690804786345,0.38273619070865766,0.7516733599049076,0.156686401231764,0.73292638723942,0.22386591570056485,0.558727641201868,0.7071117085717229,0.14510663377213143,0.8176794691572751,0.18116210245634018,0.7919039322797096,0.1375430245756125,0.9176949872122067,0.315956304892974,0.9175169046155728,0.602597076453401,0.7911303750275677,0.22500057076630434,0.5462421681235811,0.037733043847228684,0.7038202817149914,0.05027307005621323,0.9484128219051845,0.791265718876798,0.6262539230732466,0.03911118585390501,0.8274076595816019,0.4064339921069973,0.9730293510314099,0.9127325215664116,0.9511315030483265,0.849409443048675,0.7150723119452932,0.10904123131387533,0.7362782782027755,0.368283368659429,0.7506661693397986,0.1567800184782123,0.7950844903018914,0.3330268316702818
2,4.068387724988792,0.542180707319939,0.793857285683214,0.23169723836060077,0.6723228753551558,0.015158890077208009,0.8668800595655648,0.22322478458603406,0.8303716286557921,0.21256254787398488,0.4822073175194296,0.005778192173714344,0.8266304712982386,0.23742703480539834,0.9472741532589947,0.50109344732403,0.8160264634860478,0.031174810079915086,0.9245958068753307,0.6413035588878192,0.9688312412469031,0.5194050391810376,0.7828342740173035,0.2842800021836177,0.5245558546377141,0.025983365699569,0.7046501656653712,0.10013221791468152,0.5882496083155007,0.010281841883496345,0.9630719074624585,0.8406923555454159,0.6359209705857056,0.02221848372536793,0.43783429044711475,0.008449680270273135,0.5629452867182521,0.035569020115189864,0.7987147420563729,0.06054515572598475,0.7841419123808542,0.34342039720201833,0.9744037216045934,0.9420690273883578,0.951363079753409,0.8387750351764242,0.5979779109867946,0.06620628579766752,0.3568007281888119,0.010227919430215426,0.6940375910121747,0.34715385407824384,0.6857995745977171,0.10853846006134524,0.7373961123605699,0.2562834094441389,0.575821658295885,0.7939816082109881,0.26169927400009046,0.8635349407924519,0.21133373860997895,0.8300155483177921,0.21307995880236746,0.9506077432231043,0.5431777030106123,0.9170278777985585,0.6002730806091829,0.7830369686088133,0.2465085027319044,0.5494731187759401,0.03050878720085066,0.7032253499382463,0.0758220543837849,0.9568646358674644,0.8213146177835483,0.5553090266530012,0.030037661779625094,0.7713163467554073,0.3352308882519761,0.9740539291727521,0.9391276789728467,0.9505076525607618,0.8287329157099455,0.6025541490857947,0.06902477805987765,0.6952107003883821,0.33143908439817227,0.6763195822454309,0.10906790207942231,0.7858149486496806,0.3528986641490116
3,3.9489349746603253,0.5178298672306427,0.8972063528569689,0.32802701345839463,0.7150668784035752,0.019845984735697333,0.9375865269349722,0.47077557230773254,0.8685903533216583,0.2883461732616285,0.38738244425866347,0.0045726654653521995,0.8638620778999713,0.3255692353805896,0.9553441025816365,0.5586182813466405,0.8414573230778002,0.035259765460534456,0.906518817185793,0.5780447519145435,0.9741139393032048,0.4130012227950852,0.8542431999047622,0.359123460356658,0.5727592533243525,0.030677082468529786,0.7040692849074386,0.10244590933616987,0.6235256385789333,0.009536445538728924,0.9703579374715356,0.8718489021575124,0.7449022211232477,0.08434606095245475,0.5458550598620325,0.009203180990445127,0.5603772337097535,0.03170633888143893,0.7439598283698122,0.045734052374470896,0.8192940093821568,0.38182247389353485,0.9444849058554338,0.8944525725259909,0.9401796033185172,0.8290491474166028,0.611474751240547,0.06085276567767159,0.3965963575783843,0.011086638567830808,0.7103852873597517,0.34165962141001804,0.7388067423511321,0.12147047245089737,0.7626307742370014,0.27719522273558284,0.5469204335183717,0.8934119126539086,0.336849096649816,0.934421981844607,0.49246388727297974,0.866892381896437,0.31178413900257074,0.9551348170286891,0.6061886563159965,0.8976472267470692,0.540997191555495,0.8439336850408098,0.30905334258590117,0.5753454838452468,0.0335482790999242,0.7092424866200082,0.08359097177624045,0.9663009463672254,0.8565595297452238,0.5587783908363382,0.030246034538482368,0.8054525444432675,0.3612902435351583,0.9473302384993489,0.8960954226284329,0.936283955385883,0.8132414328192992,0.6128798680828362,0.061318734750911014,0.7077668080837749,0.3179004356638611,0.7178619917941066,0.11900039008788596,0.8080427949480973,0.38563298675176116
4,3.864342182226879,0.6130301962166608,0.7806266719782345,0.23838471472708525,0.6964985488561029,0.017466350188217603,0.8964460820191685,0.36936172892715086,0.8563485491146835,0.26308061659402643,0.3782524341533031,0.004900462496800683,0.907206179112796,0.43711136726658717,0.9661039359067937,0.6225639895703023,0.8106016791351666,0.031194758303555115,0.8998497756445829,0.5477027615210552,0.969255094507667,0.5465699511048657,0.7972896989480981,0.2608166585040895,0.5796286312576048,0.03388772869246054,0.7243488556502157,0.15874411127779717,0.6653328051384109,0.016109573223979524,0.9638762706254775,0.8184117852785482,0.713800313924486,0.07147488806042962,0.5294207512540622,0.009721647394550847,0.6187064618948106,0.048307608677065184,0.7542676812980904,0.08095180018642859,0.8026487112711735,0.3733438022450124,0.9625005408644258,0.9149208705731229,0.9532833050516908,0.8585032218682139,0.605016579085734,0.06636508907517885,0.38079780632196925,0.011031229826692714,0.7369697160718548,0.39861765485287426,0.7206036163271953,0.12704040227055363,0.7565261805928384,0.2817917220271786,0.6063970393867301,0.7796592667676688,0.24855519171432555,0.8895269948297634,0.3384078328098203,0.9072847516345759,0.3995221069084903,0.9639513896099009,0.6399840559524618,0.8880372203199063,0.5017304255097426,0.7944500389796922,0.24543868968672322,0.5774958139066427,0.03575364961948911,0.7287081691466211,0.15630944509457306,0.9603286149187493,0.8129318042773062,0.6181913769389673,0.044131329189561114,0.7886402482376242,0.37115083905008656,0.9632253131448567,0.9125163366023845,0.9506564717070612,0.8477078850801961,0.606988602745041,0.06404619789890945,0.7341793538546197,0.37430299119905835,0.712229093621783,0.1282033103540612,0.8039720450227171,0.38254325568419933
5,3.775364868678157,0.6041593232287628,0.8829597681047554,0.39390456429762344,0.6842992057091274,0.01734533217700133,0.9449931164442745,0.6107913798067766,0.8861088217400187,0.3203955575977756,0.42669222562820713,0.005284728144744298,0.9245767409926008,0.4590762092435837,0.9591853640697681,0.5919343264992609,0.7978203154300152,0.040843915509909,0.911843286543164,0.6386162318730402,0.9696237987227878,0.6166117680922535,0.8103096172192036,0.34108868986468754,0.6259447673203946,0.049856414740893085,0.7442185614862654,0.20789785668694793,0.74154724202917,0.03375881630166841,0.9663431473918541,0.8336875805468682,0.796266502537198,0.09025315786291732,0.614684977945567,0.016344988163707257,0.6483932396816816,0.06606333632387125,0.7908766644739464,0.06721401246164639,0.8367812167544966,0.45363354274172274,0.9646797209641772,0.9322106796183847,0.9632471779107037,0.8877076361467751,0.6621557955659205,0.10818134525979035,0.4435092815138053,0.012929156944797295,0.7688661748030556,0.42354080173253167,0.8025196594626988,0.20189788409409132,0.7910940919401869,0.3238873043358949,0.6036655211912944,0.8742598971729332,0.4130204544898729,0.9422077148507303,0.5700125181077474,0.9158384720023002,0.42424325460303697,0.9605865745625151,0.6191950138887199,0.9027674160009378,0.5964941606156771,0.8025350071716735,0.30392721991953,0.6237984128516214,0.04777365017558479,0.742613068282068,0.19148557810265324,0.9593820609726192,0.8098583164379441,0.6431394011969688,0.05022401045480594,0.8233501563296556,0.42979155040087647,0.9667469188774704,0.932829706767022,0.956427147430533,0.8711447143904123,0.6643437606091469,0.11486867908389876,0.7684989365156335,0.3940294301558174,0.7878716150690043,0.18687965736343012,0.8333979099934882,0.43473611968481435
6,3.7079961058424247,0.5851251321818822,0.8530384512135434,0.31109660164755065,0.7023835894030426,0.022718163037332224,0.9496857168680203,0.6153444540101594,0.8574400725909774,0.27228905819146426,0.3546066650340458,0.00459385471561465,0.9114547800083852,0.46944754575071385,0.9556475869659042,0.6006194203519332,0.8258826096778368,0.037208608076262556,0.8494338289220061,0.4559780911767545,0.9710100104683889,0.63542224066395,0.8147566104095335,0.28045149131953817,0.6240672195276042,0.04683088343578687,0.7665985311753427,0.19987349855497352,0.6957818702607543,0.018565409088487465,0.9745795142549514,0.8821744388953845,0.7109560451965252,0.08577621118915867,0.5679941334932956,0.010578193340569598,0.6302074268147757,0.06073218404256053,0.8179636357293785,0.13721117138911695,0.8133596930845051,0.3993878330156908,0.9715820580064958,0.9325285410508463,0.9441819968826147,0.8480678919740359,0.6040355443171,0.05950649600347938,0.41611234719609136,0.012917284342148687,0.7342524394246838,0.4082684155482567,0.765210173923505,0.19006156895119095,0.7723931750326657,0.30760190576011387,0.5732663670808,0.8487493529266685,0.3312412264864752,0.9389450453884826,0.5529636449153645,0.906734052246353,0.4274737043836374,0.9575148745091514,0.6061264584789754,0.837481477557495,0.42141115866957435,0.8044064911755809,0.23744243646233412,0.6211470105628041,0.04820777973641044,0.7603452331941423,0.16900015819655298,0.9668232135694388,0.8453617997185191,0.6426559869682277,0.060837322105528974,0.7978317118687852,0.39098045180657875,0.9708907769410096,0.9236603887276634,0.9390163250141265,0.837495355303358,0.6003026334933799,0.05815463544805263,0.7331288421667526,0.36883816694672544,0.7574376725102573,0.17898355140537242,0.817713168755791,0.4036361399244452
7,3.6548027662815743,0.5921454588180002,0.8654735049411656,0.3270732661920781,0.7819284028353263,0.026373511948338337,0.9703740999178854,0.5992225949298919,0.8707693105473328,0.26560818756832294,0.46853672130316926,0.008545097297193611,0.9317253213804398,0.5125826475656857,0.9724220055786221,0.6432486245943554,0.8856926432561537,0.08078079186449111,0.9335224179160462,0.6855663172503581,0.9884130480197711,0.7547625443985786,0.8692723521134454,0.4316922237832121,0.6438585240643677,0.07069314728058557,0.8137150033263661,0.2710908521703482,0.770314346758056,0.026638702388142015,0.9743474705117422,0.8737799778068971,0.7894784902597403,0.09593266785833382,0.6036617237953987,0.014514212783026057,0.7017689863167808,0.08903871069661774,0.8549691773312602,0.12813139593641987,0.8549181185774662,0.46182578479463293,0.971417609652245,0.9447585485729069,0.9384743850280903,0.8362608457455358,0.7230215888884274,0.1260026482059463,0.5075482791398656,0.021464913540726754,0.769755908331344,0.4445072426019168,0.8107418229830509,0.22161285991881674,0.8179277408759061,0.3446810891420523,0.5908009516256939,0.8482802078223374,0.31555313524953965,0.9619037549736723,0.5078217547324878,0.9259699103575827,0.4485009605376877,0.9715304411142632,0.6237260783540973,0.9199563979700563,0.6299073651098417,0.8559665144945797,0.3765654408430517,0.6355610204415646,0.048308523472015946,0.8070511453861083,0.22394573969351708,0.9680714171014465,0.8591858739950949,0.6932641297017136,0.06797811163768736,0.8391867733604818,0.42946716989700057,0.9717361935210835,0.9435409983620142,0.9318257220546845,0.8152269046073981,0.7233379892332316,0.12139330167323455,0.7646642884110693,0.3967269738882553,0.7970525923162998,0.21008469691452686,0.8509599061412609,0.4386208143104657
8,3.600527457800977,0.6426389378451416,0.8667252676494633,0.3599119673478649,0.7124582414614656,0.01919385470178954,0.9361167691281219,0.6334057631815936,0.8613528473683958,0.28588326434114564,0.45246202045279904,0.007848103347455362,0.9215057538558649,0.49421188195491217,0.9553189546797644,0.5908598230719441,0.8480455599200787,0.04563900068089835,0.8882615474258406,0.5787707105061612,0.9768948413872964,0.6472899731323007,0.8175741595443579,0.32795379725990387,0.620884776671703,0.06391774357385477,0.8172671053939369,0.2737306024599233,0.7548869863044927,0.0323807574472218,0.9764901335556969,0.8847693842217925,0.7649457485808893,0.0976978373395374,0.5929695475470462,0.014721542827269262,0.7144481672139877,0.10141201993789485,0.7893565362994857,0.11708659826044249,0.8441145791314244,0.45692538170714314,0.9662736024153691,0.9370529895195692,0.9282204385481078,0.8255812761782044,0.6683206467334919,0.09204677818773281,0.5122573730040683,0.017896975902913274,0.7711342392277394,0.433948148690256,0.8332094938678782,0.2511732406328587,0.7996728975911064,0.33043497755433016,0.6296590007930214,0.8543189265222824,0.3497751677655342,0.9122733554120702,0.5420447978989162,0.9113012811985508,0.42169200367064574,0.9559953464310924,0.6032913677974222,0.8731937604036736,0.5320116868420941,0.8036509012190043,0.276729245676993,0.6108318050770283,0.049427901550114006,0.8082176674704464,0.23787009732865433,0.9682993359735313,0.8556596953109961,0.708382565358002,0.06797372867610414,0.8259079922059971,0.4181312594743538,0.9680569386523868,0.9368110096722686,0.9219193849581028,0.8060408841311425,0.6717414035598235,0.08860672276263616,0.7702729933330755,0.3959498017512374,0.8280963819470347,0.24324990180528877,0.8370287524826314,0.42657907950715007
9,3.559560689084637,0.5904711549759135,0.8763076110010802,0.3424587514367774,0.707591383220374,0.01956678694590269,0.9388630604033282,0.538099728195409,0.8811561033192342,0.28502874524029675,0.49161198794112426,0.02574976531656952,0.9315053211704978,0.4977289777663777,0.9630645951732876,0.5650719715911735,0.8229161594827491,0.037553899221188645,0.8915139685792256,0.5513192912694669,0.9785239533616285,0.6231310636300734,0.8117382860205987,0.28983218680482736,0.6513927150466647,0.06954296321662118,0.8013158916148729,0.2742225342748914,0.6969700482996132,0.019490766680890316,0.9765439071376258,0.8854645291738268,0.777705314139503,0.08703388805639257,0.5855472608751882,0.014167627924085331,0.6834612797227624,0.09461408715394248,0.8598865018139776,0.2359181836266448,0.8358844527487612,0.4529509918328316,0.9689248741206041,0.9362113267026186,0.9587880598206907,0.884661875451362,0.6243666014804728,0.07259236812071171,0.48116741078024805,0.02624073249623421,0.757867525065648,0.43454048522294564,0.7916560208694042,0.21121403396397662,0.7979334728157371,0.32593875235830916,0.5826063970393868,0.8511018540853025,0.32269137046940194,0.9264684246265279,0.45199728087859337,0.9222201481595912,0.4261404156411937,0.9604629131323225,0.5453685092837441,0.8774949401011636,0.5036456062960212,0.7988592172799155,0.2295239685307182,0.6367117239990095,0.05917336930237352,0.7674671381520908,0.20283497215258878,0.9665644618534045,0.8449017444205832,0.667107818797827,0.07080661481562056,0.8082221283236721,0.4161641399969348,0.9708668959760814,0.93841607453474,0.9522319505704369,0.8692616210162841,0.6169143993404141,0.06521420282050593,0.743080125457158,0.37635790688438325,0.7682348377471093,0.2089433327919279,0.8271255611001267,0.40821507061472595
