epoch,train_loss,train_accuracy,train_1st degree av block_rocauc,train_1st degree av block_prauc,train_anterior myocardial infarction_rocauc,train_anterior myocardial infarction_prauc,train_atrial flutter_rocauc,train_atrial flutter_prauc,train_bundle branch block_rocauc,train_bundle branch block_prauc,train_complete right bundle branch block_rocauc,train_complete right bundle branch block_prauc,train_early repolarization_rocauc,train_early repolarization_prauc,train_incomplete right bundle branch block_rocauc,train_incomplete right bundle branch block_prauc,train_inferior ischaemia_rocauc,train_inferior ischaemia_prauc,train_lateral ischaemia_rocauc,train_lateral ischaemia_prauc,train_left anterior fascicular block_rocauc,train_left anterior fascicular block_prauc,train_left bundle branch block_rocauc,train_left bundle branch block_prauc,train_left ventricular hypertrophy_rocauc,train_left ventricular hypertrophy_prauc,train_myocardial ischemia_rocauc,train_myocardial ischemia_prauc,train_nonspecific st t abnormality_rocauc,train_nonspecific st t abnormality_prauc,train_normal ecg_rocauc,train_normal ecg_prauc,train_premature atrial contraction_rocauc,train_premature atrial contraction_prauc,train_premature ventricular contractions_rocauc,train_premature ventricular contractions_prauc,train_prolonged pr interval_rocauc,train_prolonged pr interval_prauc,train_qwave abnormal_rocauc,train_qwave abnormal_prauc,train_right bundle branch block_rocauc,train_right bundle branch block_prauc,train_sinus arrhythmia_rocauc,train_sinus arrhythmia_prauc,train_sinus bradycardia_rocauc,train_sinus bradycardia_prauc,train_st depression_rocauc,train_st depression_prauc,train_st interval abnormal_rocauc,train_st interval abnormal_prauc,train_t wave inversion_rocauc,train_t wave inversion_prauc,train_ventricular ectopics_rocauc,train_ventricular ectopics_prauc,train_ventricular premature beats_rocauc,train_ventricular premature beats_prauc,train_mean_rocaucs,train_mean_praucs,valid_accuracy,valid_1st degree av block_rocauc,valid_1st degree av block_prauc,valid_atrial flutter_rocauc,valid_atrial flutter_prauc,valid_complete right bundle branch block_rocauc,valid_complete right bundle branch block_prauc,valid_incomplete right bundle branch block_rocauc,valid_incomplete right bundle branch block_prauc,valid_lateral ischaemia_rocauc,valid_lateral ischaemia_prauc,valid_left anterior fascicular block_rocauc,valid_left anterior fascicular block_prauc,valid_left ventricular hypertrophy_rocauc,valid_left ventricular hypertrophy_prauc,valid_myocardial ischemia_rocauc,valid_myocardial ischemia_prauc,valid_nonspecific st t abnormality_rocauc,valid_nonspecific st t abnormality_prauc,valid_normal ecg_rocauc,valid_normal ecg_prauc,valid_premature atrial contraction_rocauc,valid_premature atrial contraction_prauc,valid_premature ventricular contractions_rocauc,valid_premature ventricular contractions_prauc,valid_qwave abnormal_rocauc,valid_qwave abnormal_prauc,valid_sinus arrhythmia_rocauc,valid_sinus arrhythmia_prauc,valid_sinus bradycardia_rocauc,valid_sinus bradycardia_prauc,valid_st depression_rocauc,valid_st depression_prauc,valid_st interval abnormal_rocauc,valid_st interval abnormal_prauc,valid_t wave inversion_rocauc,valid_t wave inversion_prauc,valid_ventricular ectopics_rocauc,valid_ventricular ectopics_prauc,valid_mean_rocaucs,valid_mean_praucs
0,4.766765982085129,0.4755161362450622,0.8248020168340116,0.24370332701560152,0.7780694867776832,0.018296435208289885,0.9634214735762126,0.7988636753776824,0.9104094030525274,0.5643763169025547,0.9198632729823851,0.4955834215013963,0.4003124237204057,0.0053423699273077345,0.840038948353929,0.15556390782925428,0.7715660249964654,0.033202265978496105,0.8497650964040077,0.09842651694118187,0.9191302002441135,0.26583633644421695,0.9394628415221875,0.2675167726974047,0.7465502902909785,0.18345883359966897,0.9093214701528494,0.3020622539041466,0.705819963453523,0.101448642694831,0.9266177694643224,0.7192171478798459,0.8457551382706576,0.255960388713221,0.9141237750568003,0.2638886259993712,0.706654060940953,0.022360754358451602,0.6477932836069488,0.05618017774868712,0.9155854224151604,0.5124049985438079,0.8551543494579603,0.49375582759092085,0.9794563218710363,0.9323767366273953,0.6619279610379583,0.058803082381949506,0.6149086982330849,0.05141320013262281,0.7459816191168682,0.19760041161803826,0.9767271030212895,0.5077423454697699,0.719775830959557,0.031582291861706295,0.8144071942894029,0.28285063203510447,0.4784974286353134,0.8375790567408432,0.2194754331286193,0.9650853068220987,0.7998946312940441,0.9167783201979587,0.4956525267524813,0.8232964154442164,0.14470260783799405,0.8737242818125172,0.12625764148283403,0.9251501463717423,0.28734460143685775,0.7319463690001166,0.16797482804235522,0.9134478875997454,0.2948005890280266,0.7077539806235953,0.10837385327215393,0.9220672038807101,0.7125578483727051,0.8354299543074939,0.28976479715463094,0.911490999726294,0.28414135525393247,0.6206743311528066,0.04895749331055374,0.8238850563241478,0.44145966788121566,0.976185250745379,0.9207148001443939,0.6565248055046686,0.05734774598794266,0.6052397215966115,0.05745475462896213,0.7288964391414138,0.17756075268971466,0.9747357242099233,0.49789624454712683,0.8289416448001201,0.32275432485508126
1,4.290787353879552,0.5351916722565899,0.8455602229410123,0.3449572113587627,0.68732661233032,0.01535062489072944,0.9755521331117719,0.8390448849057945,0.9124552452227236,0.4180117756355171,0.9551933108532439,0.6001748318378732,0.5507059061294017,0.008463585510583405,0.8717856044371953,0.2837437244331413,0.7443431590046339,0.034905881661907265,0.8140852538147374,0.09963406100876318,0.8898963688604224,0.35553354557461514,0.9418721903490177,0.26146148051964235,0.6899311869458622,0.15929930685654095,0.86575948170646,0.24964515027608822,0.7184027510840435,0.11679087389876017,0.9510134513768129,0.7986454926684916,0.8408852649593842,0.3907886268280004,0.8750399339935246,0.21722838591092092,0.7212766239971518,0.04478764296060336,0.6356483058447707,0.06961522105414633,0.9480985702694998,0.4600721349790686,0.8710439809923967,0.6103661387534528,0.9809095935894852,0.9426218372071324,0.6850431961670411,0.07381187485766984,0.6054536130022151,0.06582833731758436,0.7265227126280427,0.16341622650984577,0.979163713194594,0.6116035580884873,0.728814717381986,0.03680512496542438,0.8152512260810278,0.30639287186924247,0.533353208615935,0.853730985282948,0.3543057176123204,0.9752142566646527,0.8304947797773795,0.9507837383264839,0.5896803671303207,0.8600845811403461,0.26149247835291156,0.8405890942655647,0.1390132134725946,0.8921923012937192,0.3675517388542791,0.6800849212982714,0.15239443084439497,0.8714799923880785,0.2404700942302259,0.7171640489158044,0.12323101126827378,0.9476551649976023,0.7948464673016377,0.8184545476165039,0.39625371001947524,0.8756831734772912,0.2192735891711845,0.6124507422930784,0.0564661838447307,0.8471484470835776,0.573894288945031,0.9758397872143991,0.9298197762437285,0.6804157345873719,0.07120127446635549,0.605338325936961,0.06284857524375412,0.7019949449412813,0.16590299991251514,0.9754599374875468,0.6303980496960936,0.8253560381690255,0.3662915129677477
2,4.106556940515874,0.5779980621599463,0.8713510401232915,0.35731560538788776,0.7295750751108903,0.014147470542912582,0.977844671268269,0.8731082872551081,0.8724496504612478,0.43647713314506603,0.9553180190295536,0.5773615753999146,0.3867804783731219,0.006443708836394349,0.8593062338926017,0.2847344077023709,0.8450351389299127,0.056445661180423795,0.8690775482994509,0.11624985548877159,0.9371474474447514,0.5048279089915034,0.9684021566602,0.5437423783393095,0.7889056552197196,0.21824193658344773,0.9292398736257185,0.36635129780195874,0.7681336314372561,0.14192322081282205,0.9497825800060029,0.799400635841486,0.8978178104165926,0.43084075123909715,0.9568906604408258,0.36933480341802677,0.8329062780835246,0.058571861125167254,0.6830411331168995,0.07351693617389456,0.9176267584874258,0.5233916317565205,0.8965138889604622,0.5999708296841801,0.9766268963308415,0.9174052894132065,0.6844377787664963,0.05900329353806604,0.6713683542091634,0.08426877380945111,0.7504396268653218,0.14782119095667903,0.9869744251437403,0.6323642539057734,0.7675500116888755,0.044516437748738605,0.8418719563848946,0.3421398939288214,0.5688305880599239,0.8713956264275677,0.33768550122552715,0.9788010440531477,0.8666163813383004,0.9509952024851878,0.5777081332961842,0.8424480022225701,0.27578363086098484,0.891292067762656,0.1463423095881112,0.9382821871041883,0.5116643750113311,0.7744035581436711,0.19781628487296812,0.9369946013513737,0.345282424133988,0.7557670875900142,0.1416754947438551,0.9428344862589851,0.7806692016110314,0.8740960795595517,0.4003855853865867,0.9608010563892918,0.3940510241460172,0.66397489130009,0.0617461766643369,0.8660868959552235,0.5727557918888138,0.9720095633403583,0.9080417941864801,0.6769471419574188,0.06006409822614665,0.659520154852778,0.09034766570378772,0.7434127220763156,0.1606316640041009,0.9869175349510897,0.6466766899379673,0.8572094686200779,0.3934707487803431
3,4.004663326545329,0.600059625847805,0.9419044110765514,0.5260163398587759,0.73495930996504,0.020639832482829145,0.9868863704292459,0.9037191995267168,0.9306986829494807,0.6013966678281205,0.9576817009122851,0.6079168455977096,0.5385065516242797,0.008982426459829248,0.8984100156382812,0.3536463150686982,0.823768119458548,0.04473391171667644,0.8725649988609864,0.15198880555214345,0.9468942567750865,0.5675191572260221,0.9514108542058834,0.5421320341003532,0.7468612579756799,0.20109265888092293,0.9440550866229973,0.41891570854916893,0.7744727765645415,0.14590606557163396,0.9528947717181926,0.7689369278513789,0.9296852967778318,0.5006030164995926,0.9430340110367872,0.29665956348128847,0.9134885091191769,0.12438642334998616,0.6793519689863349,0.08062333979681233,0.9517396942230704,0.6330201860930665,0.9514824281589204,0.7508106776219908,0.9914014301425774,0.9731971988592945,0.6825526002272418,0.07902063897242508,0.6884015173872707,0.1264978682314429,0.7448621851756514,0.15893159488179456,0.9900913712525884,0.7399580069113526,0.8210073528082561,0.05230267455715406,0.8625580566693624,0.38442792909359924,0.5917120071551017,0.9398365152979521,0.47343112231399886,0.9865863220091013,0.8925477791589734,0.9508387395050806,0.6035348428689261,0.8753742318572794,0.33751050630828333,0.8864643570525924,0.15631591644000573,0.9489331079739746,0.5398697884715178,0.732471165641418,0.17972519159390132,0.9453255697622674,0.41634847633259026,0.7600727334073321,0.13678394002297256,0.9472448544121417,0.7577058554760485,0.9030453151959441,0.47665524929343,0.9427681155622332,0.2774130997639575,0.6597430373300952,0.06604328671983775,0.9320467559037436,0.6951543225853121,0.9890531443282995,0.9653201097662014,0.6772537154684221,0.08390493070357566,0.6880755321808139,0.1517054460545076,0.7328089419112614,0.16925244631079214,0.9860487473693179,0.7273239103634827,0.8675784685352248,0.42666032739727977
4,3.9087927493749115,0.5922337333233957,0.9244387095762835,0.4846990315297857,0.7343700381958453,0.020659237728453152,0.9885257899442296,0.9197853444062815,0.9432624190841029,0.6418354913288641,0.9725569297293183,0.6791425391658874,0.6352670037331616,0.02767428224049673,0.9249295100485952,0.45018822711390516,0.8537074402856808,0.06684681970921194,0.8976412912101691,0.17368095016103954,0.943409423312098,0.5389125528402521,0.9559878633875257,0.5112361828368654,0.8158298304435819,0.27532098316254394,0.9496435326245541,0.4823819587498413,0.7964622801299274,0.16862273724292853,0.9667068754416329,0.8537389701722361,0.921843105435185,0.5532852509369629,0.9506936643888303,0.4961053702359602,0.8584776037372904,0.10156058062988678,0.7217084528971506,0.08856504064144685,0.9708870980515972,0.7620110704603541,0.949703004765643,0.7447206679486056,0.9894172675702289,0.971967552264285,0.7437197148813967,0.10055529659672938,0.7407541825881279,0.12980503113702258,0.8100233288651035,0.21163017740965717,0.9854258284313413,0.6828620117657267,0.7865800525585769,0.05573988763620364,0.8789619348635993,0.4145753054093123,0.5948423641648655,0.9266648563608015,0.4530845668045205,0.987688982178837,0.9091972797111981,0.9661735919185844,0.6578124863216424,0.9021462795102407,0.4060853349354753,0.9163773097596627,0.20530567535996885,0.9400934849895569,0.5465858062072382,0.7964378633108609,0.2398073830602005,0.951734049472337,0.4208986472792451,0.7789991871648733,0.15535509617344517,0.9602775508928694,0.8279603644543463,0.8946039326151781,0.5149007523130321,0.9472518737224619,0.4672648922701289,0.6833192643660151,0.07344340012344112,0.9218406810460614,0.6922857401978982,0.9856216698341078,0.9647766710001993,0.7375359166302982,0.10988606754024612,0.7285747004291279,0.12817205161041748,0.7976484712722414,0.21851387399350813,0.9784939852393325,0.6871382240609778,0.8842886131954447,0.45676180596932264
5,3.846021138630471,0.5045340488435069,0.9032844670264516,0.5573222714127022,0.7338803265988483,0.019522991731989757,0.9770655205052367,0.902360133279415,0.9134118987521536,0.4873276966414619,0.9670304036695078,0.6230799678252243,0.7052505295280224,0.03368065940982171,0.9120248774218342,0.4261271779938773,0.8293257123610692,0.05862200164918568,0.8785573808884051,0.14081330831334,0.9014864029871312,0.4592710880482001,0.9648687674787736,0.5385808219520186,0.7662141879662738,0.20385696729246489,0.9270112230366472,0.29042164114612656,0.7659609516156832,0.163493044146387,0.9579881717491332,0.8420050352395749,0.9038409001545689,0.544430289657954,0.9612616900711841,0.577026775317356,0.8474150160052881,0.0939561681752408,0.6570518897253204,0.07420723105422301,0.957792124548074,0.6515496622808506,0.9280094179136185,0.7324155999907085,0.9814326141081875,0.9618604906364769,0.5727449651967038,0.055117692743185814,0.7193390328834642,0.133135362228176,0.7047749559054401,0.17193813489265614,0.9852225232448968,0.5799383901149984,0.7393207644984187,0.04661856020031538,0.8541321005866791,0.3840251541990345,0.5009316538719535,0.8951586461646976,0.5210545931654548,0.9757710399817702,0.8861104969557824,0.9577105844814688,0.6038108346149224,0.8876918565295714,0.37231095239973316,0.8888814881461939,0.1632624393670482,0.9015179951964345,0.42693610040402213,0.7445805301942291,0.18217125604273218,0.9241960459969133,0.25433981810780537,0.755816851375781,0.17411231500620827,0.9507776494898647,0.8242272380954467,0.8767624518556879,0.500951004627159,0.9619897855191973,0.5724108533124143,0.6344164479611423,0.05911638770891707,0.889253918156377,0.6731292498165089,0.976313354015143,0.9537552381556988,0.5670406199285523,0.057197886395798286,0.7093229880422872,0.11400596985654214,0.6968859771020639,0.17975255536035678,0.9802490032423554,0.5497826177496629,0.8512809070199858,0.42465462142853755
6,3.792115233823565,0.6066681573128618,0.8950177411023303,0.46031438925577545,0.6992322458804385,0.016403905448183254,0.9837817697263216,0.909145388175517,0.9233639014819179,0.5928240645327388,0.9659603127496157,0.6398771822285987,0.5753310370350281,0.019400947286409287,0.9139372424679246,0.468393750057236,0.821654690630031,0.06189607822147323,0.8780720220863216,0.14726024229372428,0.9095471351012501,0.520331754357048,0.9364692247612809,0.5454056669769979,0.7711136175714544,0.2845582587534671,0.9152931396680106,0.34745024251307,0.782519823376507,0.1619490179889941,0.9668164825931701,0.8539736011397006,0.8942307902393108,0.5561528344324049,0.933819752483315,0.4391388136447141,0.8478632833538027,0.10105490893991563,0.6698021524735329,0.08501585586176419,0.9625510032540264,0.6880109822011395,0.902498180604297,0.7114054418636435,0.9744648905183171,0.9517414281473349,0.6431878569038488,0.07910251851085952,0.712747475715208,0.16269657257670936,0.7219334320326799,0.18744025546184695,0.9847105995165942,0.7069297644406807,0.7609621124172625,0.05935352396864166,0.8498845153979184,0.3984158292325404,0.5987925765819483,0.8973686683812528,0.42249523874059525,0.9829925035495836,0.9005371392290675,0.9541046479981506,0.6038484437330398,0.8801953127583902,0.40251893488842394,0.8836344828991887,0.17356561798807077,0.9138917897615273,0.51180826973636,0.7523846359143814,0.2643726079826394,0.908339655129894,0.30069755057573483,0.7646109031096695,0.14776190784314436,0.9594498217301585,0.8286350461569424,0.8730091388561646,0.504544648551992,0.9344615704909822,0.4320387089039048,0.631277860472404,0.07491015469696868,0.8648922169134616,0.6509843241452715,0.9665405121000086,0.9398622441819645,0.6299726321483732,0.07610530763297381,0.6949866287490061,0.1721634820926907,0.6971884533904821,0.1910666722703118,0.9794982902662918,0.690386994255752,0.8509894591904933,0.4362264891371499
7,3.7534160119063076,0.540831283694815,0.865163730238312,0.48375282762937843,0.7347697308038136,0.02022669649748774,0.9832476010748092,0.8803638097255054,0.8775405611815791,0.4542338054515219,0.9518960824775143,0.5856453137415375,0.5701228522509644,0.026287695336197472,0.8928743375869028,0.4429231374911058,0.8023751555086985,0.04566406206854138,0.8448682761850934,0.10553533525076589,0.9104745146516893,0.5448715837878041,0.9660670645018483,0.7024630000673645,0.763080725213845,0.2373638277776497,0.9412939694960636,0.43095398904858356,0.7478105579759825,0.14631781303368058,0.9669738942425163,0.8595116552123965,0.9103893341520461,0.47102617236177036,0.9124980009261268,0.2901257254449057,0.8028350054318727,0.11195628702962715,0.6292480814462096,0.059129363549137656,0.9307843796213695,0.45793486773470327,0.9398852306295196,0.7543760106491284,0.9834597370021888,0.9587783394090658,0.5851249921862647,0.06480803585831763,0.6831373009686957,0.13158800640385854,0.6447517565587972,0.12708143620584694,0.9841114176206425,0.7600449330224183,0.7855542120242528,0.047967307954562936,0.8374199445169488,0.3778122606571431,0.533874934784229,0.8581688623513424,0.43714268182660077,0.9820583122705698,0.8716275054300322,0.9366659720348044,0.5578891351906943,0.8541083370633409,0.38780541697425364,0.8528745697863344,0.11944941479407349,0.9113149935272095,0.5193063897820047,0.7435495928150365,0.21523740187947998,0.9376935877658604,0.3705419037047526,0.7299745094393034,0.1364360653218241,0.958984424208328,0.8281210024801422,0.8836988532682406,0.4274081523618998,0.892996725717314,0.2777324966902203,0.5907099768890282,0.046358219765204364,0.9042652703101673,0.6797934518368697,0.9779123447786098,0.9470628367767059,0.5814484316241438,0.0637200826646929,0.6712437084778379,0.11836436244201379,0.6324516340464414,0.12357804092975995,0.9801154984324926,0.7369283604562571,0.8358018739371793,0.4139212063846043
8,3.7091096236345584,0.5099500633524633,0.9030024685852137,0.4300736858862148,0.7122164479626981,0.01604289337048856,0.9905585913000485,0.9370026094300401,0.8954037466155905,0.4872898850148381,0.969941298369182,0.648352985430636,0.7269835319191005,0.04118005390455088,0.9074061029087936,0.4379198627805596,0.8243686830315611,0.0632614030254858,0.8777774440789021,0.1378579429961356,0.945121486867482,0.5395180574170378,0.9676619744670437,0.6664035055168844,0.750424066136596,0.19225240780033054,0.9353273409924393,0.3841993664126781,0.7656851309883723,0.15310411979283522,0.9682577577799981,0.8687633168933094,0.9502447115385004,0.5975491666124699,0.9518244469355573,0.4894372688855895,0.8567239202028979,0.11639299219362258,0.6495682824908074,0.07107127627058504,0.9545255012087467,0.6732072088400879,0.9575521040001512,0.7625718687428308,0.9887159892085692,0.9657621533674379,0.6465876590784573,0.08147126691616505,0.7390541267897953,0.15281258667808104,0.6817526727723866,0.13507891332746008,0.9898021110269566,0.7382194087090787,0.8281830278752872,0.060533991710466695,0.864247060190042,0.40175297029355184,0.5168815681597972,0.8899076621552905,0.3929785122948318,0.989604976713868,0.9257497294362663,0.9584303825144077,0.6060364859611103,0.8747561897916121,0.36086433666130124,0.8805829504358915,0.1415525669201951,0.93981335855345,0.5234662448613393,0.725234124574304,0.1746348207018534,0.9358533652386215,0.34306818785870297,0.7394424890391867,0.13309041247188733,0.9585922530771622,0.8352472950328779,0.9225948076020006,0.4987133560573408,0.9480789977113506,0.4485094120421544,0.606090622429394,0.05644446837123984,0.9292887646943858,0.6963875625994754,0.9863572892836984,0.9597029641219635,0.6410558280653431,0.0696122203132104,0.72393255044418,0.14713892342521076,0.66357425701131,0.1348577968275303,0.9840347702878671,0.6745203873317273,0.8577487178749118,0.42750398333106415
9,3.6829528038091435,0.5862959926461454,0.9345699078387423,0.5522812058517877,0.7407655866116458,0.0179210857093444,0.9887301519313125,0.9314765107118886,0.9274947140773458,0.5861787284937701,0.9745580661636764,0.6928881847726355,0.8346773269267952,0.07752540149814556,0.9413996857295367,0.4974205828856611,0.8608368467058101,0.07839872043733179,0.9014980825272109,0.15527305546203687,0.9476721685234099,0.5882633195922611,0.9700668467482734,0.6984751519442066,0.8028223305878998,0.2974224629386401,0.9456511775124352,0.4281411635883064,0.7989300390720211,0.18390093199422775,0.9728827703674024,0.8808820904081658,0.9207026544208261,0.6348077309480484,0.955255161599244,0.5881829553929029,0.8987253385439701,0.12546807747521838,0.6879924930793473,0.08186211677039774,0.9719602340893108,0.7818368587459454,0.946537685682859,0.7744615278202176,0.9889983675113361,0.9764090889202925,0.6930881260640469,0.10759470213753633,0.778512285984027,0.18611368795968386,0.719381241332713,0.18675732133412265,0.9875683773794182,0.7551914029727774,0.8067597548491982,0.08399164861489437,0.8851124971059191,0.4425602116807572,0.5794141760453156,0.9188568408284996,0.4771883259304697,0.9869439654642649,0.9160410167069761,0.9634390198630549,0.6363927424693832,0.9100941725887428,0.40596050644219545,0.8973248862954746,0.1515018198500925,0.9456217443820931,0.5484693266881169,0.7783315843229067,0.26919526991050485,0.9410937389000479,0.3605640550057627,0.771782080308366,0.17777541144412956,0.962003121464038,0.8434676495453453,0.8823584794153005,0.5359213592015195,0.937457779369544,0.5317630219285627,0.6521745857652081,0.056416091139564806,0.9126021381968787,0.6961196936055745,0.9838071397287214,0.9681134307851011,0.6824167106573249,0.09782057892965967,0.7532970695459972,0.15661525239748753,0.7069126767470275,0.18338279745326877,0.9826933488440429,0.7228136558217723,0.8720637411940807,0.4597643160660783
